덱스터(206560),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-06-04,7750,8050,7720,7850,319036,193444.0,24642529.0
2019-06-05,7980,8130,7890,8000,494825,197140.0,24642529.0
2019-06-07,8000,8230,8000,8200,533333,202069.0,24642529.0
2019-06-10,8210,8300,7990,8100,474527,199604.0,24642529.0
2019-06-11,8450,8480,8150,8160,1099492,201083.0,24642529.0
2019-06-12,8200,8870,8110,8840,2006483,217840.0,24642529.0
2019-06-13,8740,9040,8570,8810,2005650,217101.0,24642529.0
2019-06-14,8760,8980,8400,8460,986612,208476.0,24642529.0
2019-06-17,8460,8520,8180,8520,576631,209954.0,24642529.0
2019-06-18,8420,9000,8240,8800,1605076,216854.0,24642529.0
2019-06-19,8930,9270,8700,9020,2091863,222276.0,24642529.0
2019-06-20,9130,9230,8880,9020,753938,222276.0,24642529.0
2019-06-21,9020,9030,8700,8730,782407,215129.0,24642529.0
2019-06-24,8650,8750,8440,8450,642024,208229.0,24642529.0
2019-06-25,8420,9250,8340,8700,2065185,214390.0,24642529.0
2019-06-26,8520,8600,8350,8350,808034,205765.0,24642529.0
2019-06-27,8360,8500,8010,8100,786421,199604.0,24642529.0
2019-06-28,8020,8180,8010,8100,298120,199604.0,24642529.0
2019-07-01,8200,8250,8040,8070,233238,198865.0,24642529.0
2019-07-02,8030,8160,8030,8100,180549,199604.0,24642529.0
2019-07-03,8060,8170,7630,7700,612530,189747.0,24642529.0
2019-07-04,7650,7810,7470,7770,258808,191472.0,24642529.0
2019-07-05,7700,7850,7620,7790,160391,191965.0,24642529.0
2019-07-08,7790,7900,7250,7250,469949,178658.0,24642529.0
2019-07-09,7210,7400,7130,7150,252424,176248.0,24650029.0
2019-07-10,7050,7360,7050,7170,226902,176741.0,24650029.0
2019-07-11,7200,7400,7190,7240,159164,178466.0,24650029.0
2019-07-12,7260,7310,7120,7150,179980,176248.0,24650029.0
2019-07-15,7150,7200,6990,7050,177868,173783.0,24650029.0
2019-07-16,7000,7070,6690,6740,483314,166141.0,24650029.0
2019-07-17,6740,6790,6490,6610,346076,162937.0,24650029.0
2019-07-18,6530,6880,6430,6610,313862,162937.0,24650029.0
2019-07-19,6500,6830,6500,6730,234540,165895.0,24650029.0
2019-07-22,6670,6810,6640,6810,113939,167867.0,24650029.0
2019-07-23,6760,7180,6730,6770,304287,166881.0,24650029.0
2019-07-24,6750,6950,6710,6730,142298,165895.0,24650029.0
2019-07-25,6690,6770,6560,6670,108175,164416.0,24650029.0
2019-07-26,6500,6860,6500,6540,200959,161211.0,24650029.0
2019-07-29,6610,6610,6050,6070,382604,149626.0,24650029.0
2019-07-30,6010,6650,6010,6310,539965,155542.0,24650029.0
2019-07-31,6290,6580,6230,6500,204538,160225.0,24650029.0
2019-08-01,6420,6590,6410,6490,155385,159979.0,24650029.0
2019-08-02,6390,6570,6300,6490,159847,159979.0,24650029.0
2019-08-05,6370,6440,5600,5640,796625,139026.0,24650029.0
2019-08-06,5300,5840,5060,5270,773350,129906.0,24650029.0
2019-08-07,5330,5730,5330,5670,493641,139808.0,24657529.0
2019-08-08,5840,6150,5760,6090,308231,150164.0,24657529.0
2019-08-09,6080,6250,5970,6090,269686,150164.0,24657529.0
2019-08-12,5960,6190,5960,6190,104951,152630.0,24657529.0
2019-08-13,6160,6260,6030,6210,123284,153123.0,24657529.0
2019-08-14,6330,6340,6140,6190,141900,152630.0,24657529.0
2019-08-16,6050,6160,6010,6050,127569,149178.0,24657529.0
2019-08-19,6110,6230,6050,6090,135955,150164.0,24657529.0
2019-08-20,6060,6250,6060,6220,104403,153370.0,24657529.0
2019-08-21,6220,6310,6170,6190,136855,152630.0,24657529.0
2019-08-22,6260,6300,6170,6200,117976,152877.0,24657529.0
2019-08-23,6110,6220,6090,6140,122890,151397.0,24657529.0
2019-08-26,6010,6070,5850,5900,200987,145479.0,24657529.0
2019-08-27,5970,6210,5950,6010,183910,148192.0,24657529.0
2019-08-28,5990,6130,5990,6110,103854,150658.0,24657529.0
2019-08-29,6090,6210,6060,6110,68910,150658.0,24657529.0
2019-08-30,6120,6370,6120,6330,209994,156082.0,24657529.0
2019-09-02,6270,6350,6230,6320,79823,155836.0,24657529.0
2019-09-03,6380,6380,6250,6310,115848,155589.0,24657529.0
2019-09-04,6310,6540,6300,6460,230037,159288.0,24657529.0
2019-09-05,6530,6670,6410,6460,206868,159288.0,24657529.0
2019-09-06,6520,6610,6310,6400,176818,157808.0,24657529.0
2019-09-09,6400,6560,6320,6370,207869,157068.0,24657529.0
2019-09-10,6370,6560,6370,6470,191133,159534.0,24657529.0
2019-09-11,6470,6550,6440,6540,114364,161260.0,24657529.0
2019-09-16,6570,6650,6500,6590,203817,162493.0,24657529.0
2019-09-17,6540,6900,6540,6840,381667,168657.0,24657529.0
2019-09-18,6830,7400,6830,7030,1172544,173342.0,24657529.0
2019-09-19,7030,7180,6940,7030,290006,173342.0,24657529.0
2019-09-20,7040,7230,6940,6990,291871,172356.0,24657529.0
2019-09-23,6930,7180,6930,7170,221007,176794.0,24657529.0
2019-09-24,7130,7130,6960,6990,186049,172356.0,24657529.0
2019-09-25,6950,7010,6800,6880,193686,169644.0,24657529.0
2019-09-26,6890,7090,6690,6840,207791,168657.0,24657529.0
2019-09-27,6840,6950,6740,6910,141180,170384.0,24657529.0
2019-09-30,7000,7220,7000,7030,525073,173342.0,24657529.0
2019-10-01,7080,7240,7050,7180,321073,177041.0,24657529.0
2019-10-02,7130,7200,7080,7110,146884,175315.0,24657529.0
2019-10-04,7010,7110,6990,7010,127703,172849.0,24657529.0
2019-10-07,6960,7070,6950,6970,144172,,
