유테크(178780),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-12-05,3695,3820,3670,3690,187919,63118.0,17105229.0
2018-12-06,3690,3755,3515,3720,218821,63631.0,17105229.0
2018-12-07,3500,3650,3390,3600,337126,61579.0,17105229.0
2018-12-10,3600,3625,3435,3530,172836,60381.0,17105229.0
2018-12-11,3615,3615,3230,3300,202365,57281.0,17357888.0
2018-12-12,3375,3550,3040,3550,311819,61621.0,17357888.0
2018-12-13,3550,3550,3410,3480,140619,60405.0,17357888.0
2018-12-14,3415,3530,3300,3365,121623,58409.0,17357888.0
2018-12-17,3260,3305,3185,3190,135565,55372.0,17357888.0
2018-12-18,3200,3300,3100,3100,206912,53809.0,17357888.0
2018-12-19,3035,3145,2970,3035,209008,52681.0,17357888.0
2018-12-20,3055,3055,2875,2885,192404,50154.0,17384483.0
2018-12-21,2890,3400,2850,3400,429592,59107.0,17384483.0
2018-12-24,3500,3525,2900,2960,259959,51458.0,17384483.0
2018-12-26,3140,3180,2935,3180,236284,55283.0,17384483.0
2018-12-27,3205,3300,3125,3180,140044,55283.0,17384483.0
2018-12-28,3120,3210,3030,3035,163705,52762.0,17384483.0
2019-01-02,3040,3250,3040,3190,144263,55457.0,17384483.0
2019-01-03,3195,3275,3140,3175,275217,55196.0,17384483.0
2019-01-04,3165,3600,2850,3180,1265756,55283.0,17384483.0
2019-01-07,3195,3380,3070,3360,323841,58412.0,17384483.0
2019-01-08,3320,3320,3070,3120,290492,54240.0,17384483.0
2019-01-09,3110,3135,2990,3000,237636,52153.0,17384483.0
2019-01-10,3000,3060,2950,3020,130649,52501.0,17384483.0
2019-01-11,3020,3095,2950,2955,127697,51371.0,17384483.0
2019-01-14,3000,3060,2955,3015,65349,52414.0,17384483.0
2019-01-15,3000,3040,2980,3015,53054,52414.0,17384483.0
2019-01-16,3015,3045,2960,3000,95704,52153.0,17384483.0
2019-01-17,2975,3000,2845,2915,233593,50676.0,17384483.0
2019-01-18,2970,3195,2935,3175,459706,55196.0,17384483.0
2019-01-21,3365,3365,2980,3120,304983,54240.0,17384483.0
2019-01-22,3065,3150,3030,3055,140796,53110.0,17384483.0
2019-01-23,3055,3090,2990,3000,79691,52153.0,17384483.0
2019-01-24,2970,3060,2955,3010,117626,52327.0,17384483.0
2019-01-25,3050,3050,2970,2995,114799,52067.0,17384483.0
2019-01-28,3025,3075,2865,2935,270401,51023.0,17384483.0
2019-01-29,2930,2950,2830,2910,131066,50589.0,17384483.0
2019-01-30,2880,2915,2695,2800,540475,48677.0,17384483.0
2019-01-31,2800,2805,2590,2700,475200,46938.0,17384483.0
2019-02-01,2700,2700,2550,2655,265075,46156.0,17384483.0
2019-02-07,2555,2640,2165,2270,1376161,39463.0,17384483.0
2019-02-08,2270,2465,2245,2450,739855,42592.0,17384483.0
2019-02-11,2475,3185,2370,2950,2806481,51284.0,17384483.0
2019-02-12,2765,2825,2580,2580,1209364,44852.0,17384483.0
2019-02-13,2500,2665,2430,2545,460869,44244.0,17384483.0
2019-02-14,2550,2625,2505,2520,154877,43809.0,17384483.0
2019-02-15,2520,2530,2305,2340,374924,40680.0,17384483.0
2019-02-18,2340,2640,2320,2435,631273,42331.0,17384483.0
2019-02-19,2415,2540,2350,2390,430495,41549.0,17384483.0
2019-02-20,2395,2460,2320,2350,269360,40854.0,17384483.0
2019-02-21,2350,2395,2345,2375,109933,41288.0,17384483.0
2019-02-22,2380,2405,2300,2300,183365,39984.0,17384483.0
2019-02-25,2330,2345,2230,2230,226817,38767.0,17384483.0
2019-02-26,2230,2230,1900,2055,1561705,35725.0,17384483.0
2019-02-27,2055,2060,1930,2010,573800,34943.0,17384483.0
2019-02-28,2010,2335,1950,1975,1685380,34334.0,17384483.0
2019-03-04,1385,1385,1385,1385,709653,24078.0,17384483.0
2019-03-05,1315,1595,1250,1395,5427874,24251.0,17384483.0
2019-03-06,1415,1810,1385,1810,5775637,31466.0,17384483.0
2019-03-07,1810,2180,1665,2020,6797846,35117.0,17384483.0
2019-03-08,2025,2220,1825,1825,2033875,31727.0,17384483.0
2019-03-11,1910,2100,1790,1825,2334278,31727.0,17384483.0
2019-03-12,1850,2020,1690,1790,1800142,31118.0,17384483.0
2019-03-13,1845,1845,1650,1715,935844,29814.0,17384483.0
2019-03-14,1720,1940,1650,1745,1774607,30336.0,17384483.0
2019-03-15,1760,1910,1655,1675,880195,29119.0,17384483.0
2019-03-18,1890,1895,1740,1790,948423,31118.0,17384483.0
2019-03-19,1790,1810,1605,1700,531254,29554.0,17384483.0
2019-03-20,1700,1735,1600,1645,373169,28597.0,17384483.0
2019-03-21,1645,1700,1490,1490,733670,25903.0,17384483.0
2019-03-22,1400,1550,1395,1520,814524,26424.0,17384483.0
2019-03-25,1485,1540,1415,1420,290356,24686.0,17384483.0
2019-03-26,1420,1495,1395,1440,190844,25034.0,17384483.0
2019-03-27,1450,1515,1385,1415,133368,24599.0,17384483.0
2019-03-28,1385,1485,1260,1390,744543,24164.0,17384483.0
2019-03-29,1275,1380,1260,1340,492053,23295.0,17384483.0
2019-04-01,1370,1550,1330,1500,840304,26077.0,17384483.0
2019-04-02,1510,1565,1485,1515,281059,26337.0,17384483.0
2019-04-03,1535,1550,1370,1395,933708,24251.0,17384483.0
2019-04-04,1415,1420,1350,1370,415285,23817.0,17384483.0
2019-04-05,1380,1400,1295,1325,476170,23034.0,17384483.0
2019-04-08,1325,1340,1290,1330,164506,23121.0,17384483.0
2019-04-09,1355,1380,1315,1370,280444,23817.0,17384483.0
2019-04-10,1375,1395,1300,1370,253324,23817.0,17384483.0
2019-04-11,1370,1625,1365,1470,1285258,25555.0,17384483.0
2019-04-12,1470,1805,1440,1680,3063270,29206.0,17384483.0
2019-04-15,1645,1685,1560,1575,470179,27381.0,17384483.0
2019-04-16,1630,1800,1600,1725,1161761,29988.0,17384483.0
2019-04-17,1720,1760,1660,1735,326699,30162.0,17384483.0
2019-04-18,1765,1790,1660,1680,302598,29206.0,17384483.0
2019-04-19,1680,1720,1575,1600,407451,27815.0,17384483.0
2019-04-22,1600,1615,1555,1565,276470,27207.0,17384483.0
2019-04-23,1550,1650,1510,1575,263222,27381.0,17384483.0
2019-04-24,1600,1665,1555,1570,273009,27294.0,17384483.0
2019-04-25,1585,1610,1465,1520,195890,26424.0,17384483.0
2019-04-26,1550,1550,1435,1440,213081,25034.0,17384483.0
2019-04-29,1490,1490,1380,1390,158646,24164.0,17384483.0
2019-04-30,1395,1395,1300,1320,473147,22948.0,17384483.0
2019-05-02,1235,1275,1170,1265,808330,21991.0,17384483.0
2019-05-03,1265,1335,1235,1280,307577,22252.0,17384483.0
2019-05-07,1240,1310,1225,1280,132246,22252.0,17384483.0
2019-05-08,1270,1280,1245,1270,117663,22078.0,17384483.0
2019-05-09,1270,1280,1205,1205,107777,20948.0,17384483.0
2019-05-10,1225,1280,1195,1220,200199,21209.0,17384483.0
2019-05-13,1215,1230,1110,1130,222162,19644.0,17384483.0
2019-05-14,1125,1125,980,1070,664301,18601.0,17384483.0
2019-05-15,1085,1240,1080,1225,613348,21296.0,17384483.0
2019-05-16,1230,1230,1160,1175,229058,20427.0,17384483.0
2019-05-17,1200,1220,1110,1145,199956,19905.0,17384483.0
2019-05-20,1155,1175,1040,1065,118004,18514.0,17384483.0
2019-05-21,1070,1145,1035,1095,167353,19036.0,17384483.0
2019-05-22,1105,1110,1050,1055,117704,18341.0,17384483.0
2019-05-23,1065,1195,1035,1040,366472,18080.0,17384483.0
2019-05-24,1040,1080,1010,1035,166846,17993.0,17384483.0
2019-05-27,1045,1080,1030,1035,92735,17993.0,17384483.0
2019-05-28,1045,1180,1020,1095,428579,19036.0,17384483.0
2019-05-29,1090,1215,1065,1200,455190,20861.0,17384483.0
2019-05-30,1200,1235,1120,1130,260583,19644.0,17384483.0
2019-05-31,1145,1290,1135,1180,522322,20514.0,17384483.0
2019-06-03,1340,1425,1225,1275,1085306,22165.0,17384483.0
2019-06-04,0,0,0,1275,0,22165.0,17384483.0
2019-06-05,1305,1485,1195,1420,1089034,24686.0,17384483.0
2019-06-07,1420,1730,1420,1595,2320217,27728.0,17384483.0
2019-06-10,1575,1760,1535,1725,880216,29988.0,17384483.0
2019-06-11,1735,1790,1685,1720,428141,29901.0,17384483.0
2019-06-12,1730,1730,1555,1585,496228,27554.0,17384483.0
2019-06-13,1590,1605,1455,1510,435526,26251.0,17384483.0
2019-06-14,1500,1500,1425,1425,232594,24773.0,17384483.0
2019-06-17,1500,1500,1360,1380,196119,23991.0,17384483.0
2019-06-18,1390,1510,1365,1490,245434,25903.0,17384483.0
2019-06-19,1470,1560,1450,1520,269833,26424.0,17384483.0
2019-06-20,1540,1575,1495,1535,216064,26685.0,17384483.0
2019-06-21,1535,1555,1450,1460,199627,25381.0,17384483.0
2019-06-24,1530,1540,1465,1475,139685,25642.0,17384483.0
2019-06-25,1525,1575,1490,1540,323244,26772.0,17384483.0
2019-06-26,1520,1585,1445,1525,225827,26511.0,17384483.0
2019-06-27,1535,1535,1250,1250,343647,21731.0,17384483.0
2019-06-28,1370,1625,1370,1625,971814,28250.0,17384483.0
2019-07-01,1720,2000,1510,1510,5599432,26251.0,17384483.0
2019-07-02,1670,1680,1505,1530,1113589,26598.0,17384483.0
2019-07-03,1565,1580,1440,1505,553301,26164.0,17384483.0
2019-07-04,1535,1560,1440,1470,181160,25555.0,17384483.0
2019-07-05,1495,1510,1400,1425,295308,24773.0,17384483.0
2019-07-08,1435,1510,1410,1425,116576,24773.0,17384483.0
2019-07-09,1410,1450,1385,1385,236935,24078.0,17384483.0
2019-07-10,1400,1475,1370,1395,233575,24251.0,17384483.0
2019-07-11,1365,1400,1300,1380,275736,23991.0,17384483.0
2019-07-12,1395,1395,1260,1285,398677,22339.0,17384483.0
2019-07-15,1315,1320,1160,1205,390080,20948.0,17384483.0
2019-07-16,1235,1565,1165,1565,1157560,27207.0,17384483.0
2019-07-17,1605,1625,1370,1395,1639199,24251.0,17384483.0
2019-07-18,1375,1415,1275,1305,465595,22687.0,17384483.0
2019-07-19,1310,1530,1275,1400,775380,24338.0,17384483.0
2019-07-22,1440,1635,1400,1525,1277238,26511.0,17384483.0
2019-07-23,1505,1580,1480,1490,362687,25903.0,17384483.0
2019-07-24,1470,1510,1455,1500,205314,26077.0,17384483.0
2019-07-25,1520,1520,1465,1475,218810,25642.0,17384483.0
2019-07-26,1500,1685,1500,1540,1255169,26772.0,17384483.0
2019-07-29,1565,1785,1475,1695,1581859,29467.0,17384483.0
2019-07-30,1695,1695,1525,1590,406183,27641.0,17384483.0
2019-07-31,1605,1700,1505,1605,222170,27902.0,17384483.0
2019-08-01,1610,1650,1520,1520,170449,26424.0,17384483.0
2019-08-02,1520,1535,1430,1495,118059,25990.0,17384483.0
2019-08-05,1495,1495,1405,1440,115947,25034.0,17384483.0
2019-08-06,1400,1535,1300,1480,164281,25729.0,17384483.0
2019-08-07,1480,1545,1445,1470,102151,25555.0,17384483.0
2019-08-08,1435,1510,1435,1475,120363,25642.0,17384483.0
2019-08-09,1475,1505,1425,1485,98406,25816.0,17384483.0
2019-08-12,1490,1560,1490,1510,130631,26251.0,17384483.0
2019-08-13,1510,1555,1450,1500,96138,26077.0,17384483.0
2019-08-14,1500,1535,1460,1500,77370,26077.0,17384483.0
2019-08-16,1545,1545,1455,1475,137072,25642.0,17384483.0
2019-08-19,1530,1605,1485,1500,189772,26077.0,17384483.0
2019-08-20,1530,1530,1430,1495,169361,25990.0,17384483.0
2019-08-21,1495,1510,1465,1500,163994,26077.0,17384483.0
2019-08-22,1500,1665,1475,1520,854090,26424.0,17384483.0
2019-08-23,1520,1520,1480,1495,155659,25990.0,17384483.0
2019-08-26,1495,1495,1410,1410,116648,24512.0,17384483.0
2019-08-27,1420,1475,1380,1405,281072,26240.0,18676472.0
2019-08-28,1415,1475,1380,1455,434147,27174.0,18676472.0
2019-08-29,1430,1565,1430,1455,588005,27174.0,18676472.0
2019-08-30,1465,1465,1365,1365,365253,25493.0,18676472.0
2019-09-02,1380,1465,1370,1440,335465,26894.0,18676472.0
2019-09-03,1440,1870,1440,1570,2408361,29322.0,18676472.0
2019-09-04,1575,1670,1550,1665,588533,31096.0,18676472.0
2019-09-05,1670,1930,1650,1875,2496025,35018.0,18676472.0
2019-09-06,1850,1975,1850,1960,1132332,36606.0,18676472.0
2019-09-09,1970,2300,1970,2160,1339603,40341.0,18676472.0
2019-09-10,2130,2230,2125,2140,423629,39968.0,18676472.0
2019-09-11,2140,2400,2110,2295,862880,42863.0,18676472.0
2019-09-16,2345,2505,2250,2280,584338,42582.0,18676472.0
2019-09-17,2285,2420,2015,2125,555672,39688.0,18676472.0
2019-09-18,2160,2600,2160,2490,1754531,47427.0,19046842.0
2019-09-19,2480,2535,2320,2400,474010,45712.0,19046842.0
2019-09-20,2430,2570,2325,2410,292485,46942.0,19477875.0
2019-09-23,2415,2445,2350,2385,122941,46455.0,19477875.0
2019-09-24,2385,2500,2310,2415,176730,47039.0,19477875.0
2019-09-25,2415,2450,2320,2380,149286,46357.0,19477875.0
2019-09-26,2380,2420,2335,2410,141282,46942.0,19477875.0
2019-09-27,2475,2580,2410,2555,470769,49766.0,19477875.0
2019-09-30,2750,2750,2565,2595,449936,50545.0,19477875.0
2019-10-01,2620,2695,2540,2590,134656,51335.0,19820340.0
2019-10-02,2555,2655,2555,2655,125701,52623.0,19820340.0
2019-10-04,2655,2890,2610,2810,365142,55695.0,19820340.0
2019-10-07,2860,2970,2805,2835,355463,56191.0,19820340.0
