쎄트렉아이(099320),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-03-26,11891,11992,11110,11186,22997,81252.0,3659990.0
2015-03-27,11160,11261,10581,11085,20812,80520.0,3659990.0
2015-03-30,11261,11261,10782,10783,13685,78324.0,3659990.0
2015-03-31,10782,10984,10581,10934,32135,79422.0,3659990.0
2015-04-01,10883,10984,10732,10934,5861,79422.0,3659990.0
2015-04-02,10858,11009,10808,10959,18476,79605.0,3659990.0
2015-04-03,11034,11563,10808,11539,24373,83814.0,3659990.0
2015-04-06,11689,11689,11362,11514,11622,83631.0,3659990.0
2015-04-07,11513,11538,11186,11236,11200,81618.0,3659990.0
2015-04-08,11261,11261,11009,11060,13090,80337.0,3659990.0
2015-04-09,11160,11387,10984,11236,18996,81618.0,3659990.0
2015-04-10,11362,11463,11186,11186,11614,81252.0,3659990.0
2015-04-13,11312,11312,10858,10884,21092,79056.0,3659990.0
2015-04-14,10883,11009,10707,10959,18892,79605.0,3659990.0
2015-04-15,11009,11715,11009,11539,45724,83814.0,3659990.0
2015-04-16,11538,12093,11538,11690,35901,84912.0,3659990.0
2015-04-17,11639,12823,11614,12698,89226,92232.0,3659990.0
2015-04-20,12546,12748,12218,12446,40809,90402.0,3659990.0
2015-04-21,12470,12546,12244,12370,15730,89853.0,3659990.0
2015-04-22,12370,13025,12017,12244,48647,88938.0,3659990.0
2015-04-23,12496,12596,11967,12597,14740,91500.0,3659990.0
2015-04-24,12546,12949,12420,12647,14841,91866.0,3659990.0
2015-04-27,12596,12974,12496,12698,30503,92232.0,3659990.0
2015-04-28,12823,12924,12672,12723,18461,92415.0,3659990.0
2015-04-29,12748,12798,12445,12547,12894,91134.0,3659990.0
2015-04-30,12571,12672,12269,12496,13909,90768.0,3659990.0
2015-05-04,12496,12874,12370,12849,19473,93330.0,3659990.0
2015-05-06,12748,12848,12344,12395,11856,90036.0,3659990.0
2015-05-07,12193,12470,12093,12395,11055,90036.0,3659990.0
2015-05-08,12521,12521,12093,12496,16542,90768.0,3659990.0
2015-05-11,12521,12874,12344,12798,19600,92964.0,3659990.0
2015-05-12,13050,13957,13050,13605,61931,98820.0,3659990.0
2015-05-13,13604,13680,13327,13554,19906,98454.0,3659990.0
2015-05-14,13604,13831,13579,13781,32787,100101.0,3659990.0
2015-05-15,13755,13856,13529,13605,17826,98820.0,3659990.0
2015-05-18,13604,13755,13377,13705,18093,99552.0,3659990.0
2015-05-19,13705,13705,13151,13277,30106,96441.0,3659990.0
2015-05-20,13302,13503,13050,13227,22228,96075.0,3659990.0
2015-05-21,13251,13579,12949,13554,24470,98454.0,3659990.0
2015-05-22,13554,13680,13100,13302,23087,96624.0,3659990.0
2015-05-26,13302,13352,11740,12143,55460,88206.0,3659990.0
2015-05-27,11916,11967,11186,11388,59140,82716.0,3659990.0
2015-05-28,11513,12042,11513,11690,16895,84912.0,3659990.0
2015-05-29,11841,11891,11211,11715,14188,85095.0,3659990.0
2015-06-01,11614,11715,11236,11236,13773,81618.0,3659990.0
2015-06-02,11160,11488,10959,11010,24369,79971.0,3659990.0
2015-06-03,11034,11513,10833,11060,18509,80337.0,3659990.0
2015-06-04,11211,11261,10531,10657,45116,77409.0,3659990.0
2015-06-05,10656,11085,10631,11010,15708,79971.0,3659990.0
2015-06-08,11085,11085,10682,10733,10988,77958.0,3659990.0
2015-06-09,10732,11135,10707,11136,16567,80886.0,3659990.0
2015-06-10,11286,11664,11186,11589,32931,84180.0,3659990.0
2015-06-11,11513,11765,11362,11715,24292,85095.0,3659990.0
2015-06-12,11765,11841,11488,11665,13691,84729.0,3659990.0
2015-06-15,11614,12042,11589,11589,21695,84180.0,3659990.0
2015-06-16,11740,11740,11034,11614,26888,84363.0,3659990.0
2015-06-17,11589,11740,11110,11337,9276,82350.0,3659990.0
2015-06-18,11337,11614,11261,11488,33404,83448.0,3659990.0
2015-06-19,11488,11513,11085,11362,11635,82533.0,3659990.0
2015-06-22,11589,11589,11160,11388,12786,82716.0,3659990.0
2015-06-23,11488,12496,11387,12295,49451,89304.0,3659990.0
2015-06-24,12319,12395,11992,12269,34905,89121.0,3659990.0
2015-06-25,12269,12269,11967,12118,17532,88023.0,3659990.0
2015-06-26,11992,13000,11992,12899,67361,93696.0,3659990.0
2015-06-29,12773,13302,12244,12874,50225,93513.0,3659990.0
2015-06-30,12697,13151,12596,12950,16257,94062.0,3659990.0
2015-07-01,13050,13075,12647,12849,13077,93330.0,3659990.0
2015-07-02,12823,13100,12521,12849,39652,93330.0,3659990.0
2015-07-03,12974,12974,12344,12849,19215,93330.0,3659990.0
2015-07-06,12697,12848,12420,12622,20094,91683.0,3659990.0
2015-07-07,12496,12672,12143,12320,19605,89487.0,3659990.0
2015-07-08,12445,12647,12218,12446,14175,90402.0,3659990.0
2015-07-09,12269,12496,12193,12370,11913,89853.0,3659990.0
2015-07-10,12571,13251,12420,12924,27501,93879.0,3659990.0
2015-07-13,12823,13705,12823,13403,75358,97356.0,3659990.0
2015-07-14,13453,13478,13100,13202,22138,95892.0,3659990.0
2015-07-15,13201,13655,13151,13529,25859,98271.0,3659990.0
2015-07-16,13655,13680,13403,13453,16970,97722.0,3659990.0
2015-07-17,13604,13604,13025,13126,27001,95343.0,3659990.0
2015-07-20,13125,13503,13125,13353,14912,96990.0,3659990.0
2015-07-21,13251,13277,12949,13202,22368,95892.0,3659990.0
2015-07-22,13000,13453,12949,13403,36263,97356.0,3659990.0
2015-07-23,13302,13629,13277,13403,13209,97356.0,3659990.0
2015-07-24,13554,13629,13100,13353,6280,96990.0,3659990.0
2015-07-27,13352,13478,12874,13277,12641,96441.0,3659990.0
2015-07-28,13050,13201,12848,12950,11283,94062.0,3659990.0
2015-07-29,12823,13352,12823,13000,22488,94428.0,3659990.0
2015-07-30,13125,13327,12672,12874,13999,93513.0,3659990.0
2015-07-31,12874,13151,12773,13000,5901,94428.0,3659990.0
2015-08-03,12773,13176,12697,13000,7064,94428.0,3659990.0
2015-08-04,13100,13125,12848,13000,1762,94428.0,3659990.0
2015-08-05,13151,13151,12899,13050,4327,94794.0,3659990.0
2015-08-06,12949,13277,12949,13076,11832,94977.0,3659990.0
2015-08-07,13075,13100,12848,12899,5292,93696.0,3659990.0
2015-08-10,12924,13050,12672,12672,5167,92049.0,3659990.0
2015-08-11,12672,12823,11916,12345,16602,89670.0,3659990.0
2015-08-12,12244,12294,11639,12093,24991,87840.0,3659990.0
2015-08-13,12093,12672,12093,12597,10064,91500.0,3659990.0
2015-08-17,12596,13201,12244,12295,4937,89304.0,3659990.0
2015-08-18,12848,12848,12370,12672,8478,92049.0,3659990.0
2015-08-19,12748,12748,11967,12572,20913,91317.0,3659990.0
2015-08-20,12697,12697,11740,11740,21827,85278.0,3659990.0
2015-08-21,10606,11513,10606,11312,41066,82167.0,3659990.0
2015-08-24,10707,11563,10631,10783,17326,78324.0,3659990.0
2015-08-25,10934,11186,10682,11085,17239,80520.0,3659990.0
2015-08-26,11135,12193,11085,11841,16157,86010.0,3659990.0
2015-08-27,11967,13100,11891,12496,24360,90768.0,3659990.0
2015-08-28,12521,12798,12496,12773,18895,92781.0,3659990.0
2015-08-31,12546,12773,12470,12748,14698,92598.0,3659990.0
2015-09-01,12496,12722,12445,12597,4325,91500.0,3659990.0
2015-09-02,12370,12647,12294,12622,10725,91683.0,3659990.0
2015-09-03,12622,12773,12470,12471,4346,90585.0,3659990.0
2015-09-04,12344,12722,12067,12320,5986,89487.0,3659990.0
2015-09-07,12319,12420,12118,12244,1919,88938.0,3659990.0
2015-09-08,12420,12420,11639,11942,9114,86742.0,3659990.0
2015-09-09,11941,12193,11941,12194,4170,88572.0,3659990.0
2015-09-10,12193,13000,12067,13000,10333,94428.0,3659990.0
2015-09-11,12798,13000,12722,12849,14942,93330.0,3659990.0
2015-09-14,12773,12949,12748,12849,8191,93330.0,3659990.0
2015-09-15,12748,12848,12496,12773,4397,92781.0,3659990.0
2015-09-16,12773,13100,12596,12597,24736,91500.0,3659990.0
2015-09-17,12596,12773,12521,12622,2928,91683.0,3659990.0
2015-09-18,12622,13050,12622,12798,12949,92964.0,3659990.0
2015-09-21,12722,12798,12470,12572,4655,91317.0,3659990.0
2015-09-22,12546,12748,12496,12572,1460,91317.0,3659990.0
2015-09-23,12571,12924,12546,12622,12758,91683.0,3659990.0
2015-09-24,12748,12798,12496,12723,5247,92415.0,3659990.0
2015-09-25,12823,12823,12445,12597,2697,91500.0,3659990.0
2015-09-30,12546,12546,12218,12345,5260,89670.0,3659990.0
2015-10-01,12546,12571,12344,12572,6224,91317.0,3659990.0
2015-10-02,12647,12697,12546,12597,2179,91500.0,3659990.0
2015-10-05,12596,12722,12546,12572,2862,91317.0,3659990.0
2015-10-06,12546,12571,12370,12421,7338,90219.0,3659990.0
2015-10-07,12294,12596,12193,12345,5210,89670.0,3659990.0
2015-10-08,12143,12596,12143,12269,10393,89121.0,3659990.0
2015-10-12,12470,12470,12193,12219,10502,88755.0,3659990.0
2015-10-13,12218,12496,12193,12345,6914,89670.0,3659990.0
2015-10-14,12445,12470,12244,12421,3404,90219.0,3659990.0
2015-10-15,12445,13251,12294,12698,34963,92232.0,3659990.0
2015-10-16,12748,12773,12344,12547,8349,91134.0,3659990.0
2015-10-19,12445,12445,10984,11211,114811,81435.0,3659990.0
2015-10-20,11236,11538,11211,11337,13314,82350.0,3659990.0
2015-10-21,11337,11589,11186,11514,10560,83631.0,3659990.0
2015-10-22,11337,11538,11085,11236,13028,81618.0,3659990.0
2015-10-23,11261,11463,11236,11337,6203,82350.0,3659990.0
2015-10-26,11362,11715,11312,11312,17502,82167.0,3659990.0
2015-10-27,11337,11538,11312,11362,6972,82533.0,3659990.0
2015-10-28,11337,11488,11286,11287,12650,81984.0,3659990.0
2015-10-29,11286,11463,11135,11136,7678,80886.0,3659990.0
2015-10-30,11009,11110,10833,11035,12681,80154.0,3659990.0
2015-11-02,11034,11085,10102,10229,28911,74298.0,3659990.0
2015-11-03,10455,10581,10228,10380,16594,75396.0,3659990.0
2015-11-04,10379,10606,10228,10455,11698,75945.0,3659990.0
2015-11-05,10531,10531,10354,10455,2848,75945.0,3659990.0
2015-11-06,10354,10531,10354,10531,6978,76494.0,3659990.0
2015-11-09,10606,10682,10304,10329,15538,75030.0,3659990.0
2015-11-10,10027,10329,9775,10203,19483,74115.0,3659990.0
2015-11-11,9926,10178,9926,10178,5717,73932.0,3659990.0
2015-11-12,10178,10707,10077,10632,8773,77226.0,3659990.0
2015-11-13,10480,10707,10480,10682,8935,77592.0,3659990.0
2015-11-16,10531,10656,10329,10380,6800,75396.0,3659990.0
2015-11-17,10581,10581,10304,10455,6567,75945.0,3659990.0
2015-11-18,10430,10631,10329,10556,7137,76677.0,3659990.0
2015-11-19,10556,10631,10379,10632,4837,77226.0,3659990.0
2015-11-20,10732,10757,10480,10632,4285,77226.0,3659990.0
2015-11-23,10631,10631,10455,10455,5701,75945.0,3659990.0
2015-11-24,10379,10430,10153,10304,9277,74847.0,3659990.0
2015-11-25,10279,10405,10253,10254,3119,74481.0,3659990.0
2015-11-26,10253,10455,10253,10455,8402,75945.0,3659990.0
2015-11-27,10505,11135,10455,10783,12372,78324.0,3659990.0
2015-11-30,10556,10732,10304,10506,11598,76311.0,3659990.0
2015-12-01,10531,10531,10203,10203,13140,74115.0,3659990.0
2015-12-02,10228,10329,10027,10203,9034,74115.0,3659990.0
2015-12-03,10228,10228,9976,10128,8710,73566.0,3659990.0
2015-12-04,10077,10329,10001,10279,7531,74664.0,3659990.0
2015-12-07,10304,10304,10127,10128,2768,73566.0,3659990.0
2015-12-08,10127,10531,10027,10052,12864,73017.0,3659990.0
2015-12-09,10052,10178,9951,10052,6539,73017.0,3659990.0
2015-12-10,10052,10127,9901,10027,10945,72834.0,3659990.0
2015-12-11,10027,10203,10027,10128,2573,73566.0,3659990.0
2015-12-14,10127,10253,10001,10078,9286,73200.0,3659990.0
2015-12-15,9951,10178,9951,10027,10507,72834.0,3659990.0
2015-12-16,10027,10329,9976,10329,6368,75030.0,3659990.0
2015-12-17,10329,10430,10203,10380,5220,75396.0,3659990.0
2015-12-18,10379,10405,10228,10279,12499,74664.0,3659990.0
2015-12-21,10153,10228,9951,10229,12875,74298.0,3659990.0
2015-12-22,10178,10253,10052,10203,3534,74115.0,3659990.0
2015-12-23,10178,10304,10102,10304,10646,74847.0,3659990.0
2015-12-24,10304,10379,10228,10329,6393,75030.0,3659990.0
2015-12-28,10203,10228,10127,10178,5335,73932.0,3659990.0
2015-12-29,10304,10304,10127,10203,4118,74115.0,3659990.0
2015-12-30,10203,10430,10127,10380,4975,75396.0,3659990.0
2016-01-04,10379,10656,10379,10531,16657,76494.0,3659990.0
2016-01-05,10480,10606,10455,10581,6844,76860.0,3659990.0
2016-01-06,10631,11186,10480,11161,56153,81069.0,3659990.0
2016-01-07,11286,11286,10908,11136,11320,80886.0,3659990.0
2016-01-08,11160,11186,10883,11035,7036,80154.0,3659990.0
2016-01-11,10934,11261,10934,11136,9695,80886.0,3659990.0
2016-01-12,11135,11412,11135,11337,14536,82350.0,3659990.0
2016-01-13,11437,11538,11160,11312,9553,82167.0,3659990.0
2016-01-14,11286,11437,11211,11413,12867,82899.0,3659990.0
2016-01-15,11437,11488,11337,11413,9650,82899.0,3659990.0
2016-01-18,11387,12042,11236,12043,22133,87474.0,3659990.0
2016-01-19,12042,12395,11941,12395,27249,90036.0,3659990.0
2016-01-20,12496,12496,11765,11992,30024,87108.0,3659990.0
2016-01-21,12042,12093,11715,11866,8511,86193.0,3659990.0
2016-01-22,11866,11992,11614,11614,4623,84363.0,3659990.0
2016-01-25,11614,12143,11614,12043,13241,87474.0,3659990.0
2016-01-26,11891,12042,11740,11866,5860,86193.0,3659990.0
2016-01-27,11866,12697,11866,12647,38640,91866.0,3659990.0
2016-01-28,12697,12924,12647,12798,41612,92964.0,3659990.0
2016-01-29,12924,12974,12647,12975,26406,94245.0,3659990.0
2016-02-01,12924,13176,12874,13101,21494,95160.0,3659990.0
2016-02-02,13151,13302,12949,13076,27935,94977.0,3659990.0
2016-02-03,12974,13604,12874,13453,29373,97722.0,3659990.0
2016-02-04,13680,14965,13503,14814,105972,107604.0,3659990.0
2016-02-05,15015,15292,14612,14713,61742,106872.0,3659990.0
2016-02-11,14310,15116,14184,14537,68144,105591.0,3659990.0
2016-02-12,14562,14839,13831,14058,55643,102114.0,3659990.0
2016-02-15,13906,15343,13906,15318,67038,111264.0,3659990.0
2016-02-16,15494,16779,15494,16376,114624,118950.0,3659990.0
2016-02-17,16552,17232,16350,16829,97787,122244.0,3659990.0
2016-02-18,16905,16980,16451,16628,40140,120780.0,3659990.0
2016-02-19,16627,18139,16627,18089,129796,131394.0,3659990.0
2016-02-22,18089,18467,17812,18240,67934,132492.0,3659990.0
2016-02-23,18189,18366,17963,18064,34741,131211.0,3659990.0
2016-02-24,17963,18441,17635,18366,37698,133407.0,3659990.0
2016-02-25,18366,18996,18315,18366,39826,133407.0,3659990.0
2016-02-26,18391,18593,17534,17888,56969,129930.0,3659990.0
2016-02-29,17988,18567,17963,18140,57636,131760.0,3659990.0
2016-03-02,18492,18517,17761,17787,37586,129198.0,3659990.0
2016-03-03,17560,17610,16703,16930,75920,122976.0,3659990.0
2016-03-04,16653,17963,16653,17938,77345,130296.0,3659990.0
2016-03-07,17937,17937,17156,17333,30780,125904.0,3659990.0
2016-03-08,17333,17660,17081,17510,19014,127185.0,3659990.0
2016-03-09,17282,17509,16829,16930,25177,122976.0,3659990.0
2016-03-10,16930,16930,16300,16326,43138,118584.0,3659990.0
2016-03-11,16527,16879,16325,16628,23652,120780.0,3659990.0
2016-03-14,16779,17383,16602,17132,24783,124440.0,3659990.0
2016-03-15,17383,17610,17131,17610,29165,127917.0,3659990.0
2016-03-16,17560,17635,17131,17434,15634,126636.0,3659990.0
2016-03-17,17333,17837,17282,17535,17166,127368.0,3659990.0
2016-03-18,17534,17534,16728,17006,19384,123525.0,3659990.0
2016-03-21,16879,17131,16627,16628,12882,120780.0,3659990.0
2016-03-22,16728,17282,16375,17031,16601,123708.0,3659990.0
2016-03-23,17031,17131,16300,16477,24579,119682.0,3659990.0
2016-03-24,16501,16930,16375,16829,15636,122244.0,3659990.0
2016-03-25,16980,17031,16653,16981,6785,123342.0,3659990.0
2016-03-28,17005,17257,16501,16981,17702,123342.0,3659990.0
2016-03-29,17131,17182,16779,17132,15236,124440.0,3659990.0
2016-03-30,17333,17333,16980,17031,9402,123708.0,3659990.0
2016-03-31,17408,18139,17282,18089,48438,131394.0,3659990.0
2016-04-01,18315,18315,17711,17736,21571,128832.0,3659990.0
2016-04-04,17837,17912,17560,17610,10036,127917.0,3659990.0
2016-04-05,17408,17887,17156,17862,21589,129747.0,3659990.0
2016-04-06,17862,17963,17308,17787,21719,129198.0,3659990.0
2016-04-07,17686,17937,17408,17636,13127,128100.0,3659990.0
2016-04-08,17484,17635,17156,17560,13738,127551.0,3659990.0
2016-04-11,17560,17560,17081,17207,10903,124989.0,3659990.0
2016-04-12,17484,17484,17005,17056,8521,123891.0,3659990.0
2016-04-14,16980,17056,16627,16628,12967,120780.0,3659990.0
2016-04-15,16577,16980,16577,16981,5415,123342.0,3659990.0
2016-04-18,17005,17081,16879,16981,7448,123342.0,3659990.0
2016-04-19,16678,17056,16678,17031,4849,123708.0,3659990.0
2016-04-20,17207,17484,16980,17434,9560,126636.0,3659990.0
2016-04-21,17534,17534,17131,17308,8083,125721.0,3659990.0
2016-04-22,17358,17408,17131,17384,7187,126270.0,3659990.0
2016-04-25,17736,17912,17560,17711,28010,128649.0,3659990.0
2016-04-26,17912,18164,17736,18064,23924,131211.0,3659990.0
2016-04-27,18063,18089,17585,17585,20637,127734.0,3659990.0
2016-04-28,17711,17887,17534,17610,11282,127917.0,3659990.0
2016-04-29,17484,18315,17282,18291,20349,132858.0,3659990.0
2016-05-02,18265,18794,18038,18417,32313,133773.0,3659990.0
2016-05-03,18618,18920,18265,18921,30219,137433.0,3659990.0
2016-05-04,19096,20054,19021,19828,62467,144021.0,3659990.0
2016-05-09,20155,21666,19651,19651,52793,142740.0,3659990.0
2016-05-10,19651,20507,19248,20205,40162,146766.0,3659990.0
2016-05-11,20205,21087,20129,20331,43452,147681.0,3659990.0
2016-05-12,20255,20356,19827,20054,19651,145668.0,3659990.0
2016-05-13,20054,20356,19625,19651,21125,142740.0,3659990.0
2016-05-16,19449,19877,19096,19097,38868,138714.0,3659990.0
2016-05-17,19474,19525,19248,19374,7319,140727.0,3659990.0
2016-05-18,19374,20054,19273,19651,20960,142740.0,3659990.0
2016-05-19,20054,25496,19802,23934,428608,173850.0,3659990.0
2016-05-20,23279,23455,21641,21994,172166,159759.0,3659990.0
2016-05-23,22195,22674,21616,22422,72468,162870.0,3659990.0
2016-05-24,22246,22649,21616,21616,53884,157014.0,3659990.0
2016-05-25,21515,21943,21313,21591,22282,156831.0,3659990.0
2016-05-26,21288,21994,21288,21591,19749,156831.0,3659990.0
2016-05-27,21591,22044,20532,20533,54922,149145.0,3659990.0
2016-05-30,20709,20734,19399,19525,66480,141825.0,3659990.0
2016-05-31,19877,19953,19273,19676,19723,142923.0,3659990.0
2016-06-01,19827,19827,19323,19525,16197,141825.0,3659990.0
2016-06-02,19802,19802,19147,19349,18945,140544.0,3659990.0
2016-06-03,19348,20003,18920,19727,25012,143289.0,3659990.0
2016-06-07,20003,20079,19676,20029,18324,145485.0,3659990.0
2016-06-08,20029,20406,19953,20281,16785,147315.0,3659990.0
2016-06-09,20432,20608,20054,20609,28569,149694.0,3659990.0
2016-06-10,20658,20658,20104,20130,15543,146217.0,3659990.0
2016-06-13,20104,20356,19298,20306,17921,147498.0,3659990.0
2016-06-14,20306,21616,20205,21188,36971,153903.0,3659990.0
2016-06-15,21213,21389,20507,21364,27901,155184.0,3659990.0
2016-06-16,21213,21414,20658,21062,17781,152988.0,3659990.0
2016-06-17,20961,21137,20709,20760,17307,150792.0,3659990.0
2016-06-20,20482,20986,20482,20734,9636,150609.0,3659990.0
2016-06-21,20835,21036,20658,20911,8200,151890.0,3659990.0
2016-06-22,20860,21036,20684,20860,7229,151524.0,3659990.0
2016-06-23,20759,20810,20155,20306,19905,147498.0,3659990.0
2016-06-24,20583,20885,18542,19399,51192,140910.0,3659990.0
2016-06-27,18970,20155,18693,19601,23480,142374.0,3659990.0
2016-06-28,19550,20507,19500,20457,9772,148596.0,3659990.0
2016-06-29,20406,22170,20406,22171,45072,161040.0,3659990.0
2016-06-30,22422,22624,21994,22221,24938,161406.0,3659990.0
2016-07-01,22170,22372,21968,22171,22630,161040.0,3659990.0
2016-07-04,22220,22397,22019,22271,11216,161772.0,3659990.0
2016-07-05,22372,23430,22246,23430,45211,170190.0,3659990.0
2016-07-06,23430,24866,23228,24866,60688,180621.0,3659990.0
2016-07-07,24841,25748,24790,25395,55436,184463.0,3659990.0
2016-07-08,25395,26201,25143,26050,34602,189221.0,3659990.0
2016-07-11,26453,27813,26201,27713,42021,201299.0,3659990.0
2016-07-12,27965,28015,26100,27058,42532,196541.0,3659990.0
2016-07-13,27410,27864,26453,26504,29272,192515.0,3659990.0
2016-07-14,26856,28468,26302,27965,52106,203129.0,3659990.0
2016-07-15,28217,28317,27562,27965,25878,203129.0,3659990.0
2016-07-18,27763,27914,27209,27512,15583,199835.0,3659990.0
2016-07-19,27511,27562,26453,27008,22899,196175.0,3659990.0
2016-07-20,27007,27763,26453,27461,26429,199469.0,3659990.0
2016-07-21,27763,28569,27158,27562,23992,200201.0,3659990.0
2016-07-22,27562,28166,27158,27965,15105,203129.0,3659990.0
2016-07-25,27965,28468,27612,28419,19512,206423.0,3659990.0
2016-07-26,28620,28620,28015,28368,17094,206057.0,3659990.0
2016-07-27,28468,28569,27763,28570,18258,207521.0,3659990.0
2016-07-28,28569,29174,28217,29124,39379,211547.0,3659990.0
2016-07-29,29325,30131,28972,29930,40970,217403.0,3659990.0
2016-08-01,30031,30383,29627,30384,27224,220697.0,3659990.0
2016-08-02,30383,30484,30031,30031,15859,218135.0,3659990.0
2016-08-03,30031,30232,29476,29678,19694,215573.0,3659990.0
2016-08-04,29678,30182,29375,29376,25160,213377.0,3659990.0
2016-08-05,29476,30131,29124,30132,17351,218867.0,3659990.0
2016-08-08,29779,30333,29779,29779,12738,216305.0,3659990.0
2016-08-09,30484,30988,29577,29729,33469,215939.0,3659990.0
2016-08-10,30131,30131,28418,28872,43020,209717.0,3659990.0
2016-08-11,28872,29023,27864,27965,19301,203129.0,3659990.0
2016-08-12,27763,28217,26957,28016,38032,203495.0,3659990.0
2016-08-16,27813,28217,25697,26000,49815,188855.0,3659990.0
2016-08-17,26000,26302,25294,26202,29127,190319.0,3659990.0
2016-08-18,26251,27209,25899,26353,26572,191417.0,3659990.0
2016-08-19,26050,27763,26000,27612,24446,200567.0,3659990.0
2016-08-22,27612,27864,26604,27109,13623,196907.0,3659990.0
2016-08-23,27007,27259,26100,26202,21943,190319.0,3659990.0
2016-08-24,25949,26655,25496,25496,14987,185195.0,3659990.0
2016-08-25,25344,26403,25294,25597,16353,185927.0,3659990.0
2016-08-26,25848,25848,24513,25244,28032,183365.0,3659990.0
2016-08-29,25042,25143,22926,23884,60834,173484.0,3659990.0
2016-08-30,23682,24790,23682,24186,21630,175680.0,3659990.0
2016-08-31,24236,24664,23682,24539,16541,178242.0,3659990.0
2016-09-01,24538,24941,23782,24438,17451,177510.0,3659990.0
2016-09-02,24437,24463,23682,23934,10890,173850.0,3659990.0
2016-09-05,24160,25193,23858,25169,19729,182817.0,3659990.0
2016-09-06,25093,26201,24740,25345,19699,184097.0,3659990.0
2016-09-07,25445,25647,24715,24967,13982,181353.0,3659990.0
2016-09-08,24815,25647,23984,24287,11825,176412.0,3659990.0
2016-09-09,23833,24236,23707,24060,12107,174765.0,3659990.0
2016-09-12,24060,24740,23581,24690,9228,179340.0,3659990.0
2016-09-13,24463,25496,24211,25446,9308,184829.0,3659990.0
2016-09-19,25445,25949,24916,25647,7268,186293.0,3659990.0
2016-09-20,25647,25697,25193,25244,4207,183365.0,3659990.0
2016-09-21,25168,25395,24941,25093,5293,182268.0,3659990.0
2016-09-22,25445,25949,25193,25597,14668,185927.0,3659990.0
2016-09-23,25596,25949,25118,25395,12346,184463.0,3659990.0
2016-09-26,25647,25647,24967,24967,5057,181353.0,3659990.0
2016-09-27,24967,24967,24362,24614,13014,178791.0,3659990.0
2016-09-28,24614,24689,23934,23934,14041,173850.0,3659990.0
2016-09-29,23984,24589,23984,24337,4341,176778.0,3659990.0
2016-09-30,24362,25344,23934,25194,15381,183000.0,3659990.0
2016-10-04,25344,25647,24815,24917,9460,180987.0,3659990.0
2016-10-05,25168,25244,24362,24488,7324,177876.0,3659990.0
2016-10-06,24261,24715,23934,23959,11400,174033.0,3659990.0
2016-10-07,23959,24211,23228,23304,17729,169275.0,3659990.0
2016-10-10,23279,23455,22573,23279,26143,169092.0,3659990.0
2016-10-11,23279,23279,22220,22221,21401,161406.0,3659990.0
2016-10-12,22120,22120,21011,21339,42952,155001.0,3659990.0
2016-10-13,21112,21515,21062,21062,13521,152988.0,3659990.0
2016-10-14,21112,21968,21036,21516,8593,156282.0,3659990.0
2016-10-17,21389,21893,20910,21516,11344,156282.0,3659990.0
2016-10-18,21515,21868,20810,21213,11010,154086.0,3659990.0
2016-10-19,20986,21238,19903,19903,37533,144570.0,3659990.0
2016-10-20,19877,20406,19777,19777,13442,143655.0,3659990.0
2016-10-21,19827,20029,18718,18921,21681,137433.0,3659990.0
2016-10-24,18945,20029,18945,20029,17936,145485.0,3659990.0
2016-10-25,20029,20155,19550,19903,10144,144570.0,3659990.0
2016-10-26,19701,19877,18996,19576,12187,142191.0,3659990.0
2016-10-27,19197,20482,19197,20407,6826,148230.0,3659990.0
2016-10-28,20230,20658,19500,19702,12819,143106.0,3659990.0
2016-10-31,19701,19701,18341,18467,18228,134139.0,3659990.0
2016-11-01,18467,18870,18441,18769,10262,136335.0,3659990.0
2016-11-02,18618,19046,16980,16981,29988,123342.0,3659990.0
2016-11-03,16476,17182,16124,17107,38267,124257.0,3659990.0
2016-11-04,17333,17383,16501,16779,14571,121878.0,3659990.0
2016-11-07,16779,17333,16779,17056,13948,123891.0,3659990.0
2016-11-08,17156,17383,17056,17157,6738,124623.0,3659990.0
2016-11-09,18265,18744,16728,17610,94874,127917.0,3659990.0
2016-11-10,17862,19399,17862,19198,40764,139446.0,3659990.0
2016-11-11,19273,20381,19046,20357,33097,147864.0,3659990.0
2016-11-14,19953,20331,19449,19979,14086,145119.0,3659990.0
2016-11-15,20003,20255,18517,18643,24911,135420.0,3659990.0
2016-11-16,18643,18844,18290,18517,9495,134505.0,3659990.0
2016-11-17,18441,18996,18441,18820,6030,136701.0,3659990.0
2016-11-18,18718,18870,17937,18291,10358,132858.0,3659990.0
2016-11-21,18013,18290,17761,17988,5004,130662.0,3659990.0
2016-11-22,17887,18038,16627,16678,34005,121146.0,3659990.0
2016-11-23,16401,17207,16098,16426,24268,119316.0,3659990.0
2016-11-24,16199,16476,15998,16225,14325,117852.0,3659990.0
2016-11-25,16124,16350,15947,16048,12624,116571.0,3659990.0
2016-11-28,16023,17081,16023,16955,13902,123159.0,3659990.0
2016-11-29,16753,17585,16753,17333,14031,125904.0,3659990.0
2016-11-30,17131,17786,17081,17661,9297,128283.0,3659990.0
2016-12-01,17610,17837,17434,17686,4411,128466.0,3659990.0
2016-12-02,17459,17610,16955,17308,10125,125721.0,3659990.0
2016-12-05,17358,17358,16653,17233,3827,125172.0,3659990.0
2016-12-06,17031,17408,16980,17258,1898,125355.0,3659990.0
2016-12-07,17257,17308,16476,16955,8769,123159.0,3659990.0
