중앙백신(072020),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-08-18,14982,14982,13889,13889,160939,125538.0,7320000.0
2015-08-19,13767,13889,12958,13080,234089,118218.0,7320000.0
2015-08-20,12836,13322,12796,12796,179074,115656.0,7320000.0
2015-08-21,12228,12674,12107,12189,253448,110166.0,7320000.0
2015-08-24,12147,12471,10689,10934,688999,98820.0,7320000.0
2015-08-25,11216,11621,10851,11541,315285,104310.0,7320000.0
2015-08-26,11621,12269,11580,12148,250992,109800.0,7320000.0
2015-08-27,12350,12512,11985,12310,173681,111264.0,7320000.0
2015-08-28,12431,12593,12147,12391,143243,111996.0,7320000.0
2015-08-31,12390,12431,11904,11946,164157,107970.0,7320000.0
2015-09-01,11945,12188,11823,11905,121337,107604.0,7320000.0
2015-09-02,11621,12188,11540,11986,103073,108336.0,7320000.0
2015-09-03,12350,12634,12188,12270,148628,110898.0,7320000.0
2015-09-04,12309,12350,11783,11905,131171,107604.0,7320000.0
2015-09-07,11904,12147,11783,12027,62031,108702.0,7320000.0
2015-09-08,11945,12107,11540,11663,118516,105408.0,7320000.0
2015-09-09,11904,12147,11783,12108,125799,109434.0,7320000.0
2015-09-10,11904,12269,11864,12270,84767,110898.0,7320000.0
2015-09-11,12309,12390,12066,12108,95301,109434.0,7320000.0
2015-09-14,12228,12674,12107,12391,148790,111996.0,7320000.0
2015-09-15,12471,13282,12309,13282,313837,120048.0,7320000.0
2015-09-16,13686,13929,13079,13242,307328,119682.0,7320000.0
2015-09-17,13201,13970,13039,13889,464560,125538.0,7320000.0
2015-09-18,14172,14172,13524,13930,296409,125904.0,7320000.0
2015-09-21,13767,13889,13241,13727,225574,124074.0,7320000.0
2015-09-22,14537,15792,14091,14213,1745458,128466.0,7320000.0
2015-09-23,14132,14496,13848,13930,355249,125904.0,7320000.0
2015-09-24,13970,14091,13241,13323,293920,120414.0,7320000.0
2015-09-25,13201,13727,13201,13727,151699,124074.0,7320000.0
2015-09-30,13767,14091,13605,13687,182551,123708.0,7320000.0
2015-10-01,13767,14051,13565,13889,123742,125538.0,7320000.0
2015-10-02,13889,13929,13686,13727,86365,124074.0,7320000.0
2015-10-05,13605,13686,13443,13484,115149,121878.0,7320000.0
2015-10-06,13565,13605,13322,13363,83493,120780.0,7320000.0
2015-10-07,13322,13524,13282,13323,63091,120414.0,7320000.0
2015-10-08,13363,13484,13322,13363,70000,120780.0,7320000.0
2015-10-12,13363,13403,12998,12999,101959,117486.0,7320000.0
2015-10-13,13282,13403,13120,13120,72498,118584.0,7320000.0
2015-10-14,13039,13120,12877,13039,59280,117852.0,7320000.0
2015-10-15,12998,13120,12877,13039,69601,117852.0,7320000.0
2015-10-16,13322,13322,13160,13323,54317,120414.0,7320000.0
2015-10-19,13282,13605,13282,13606,88910,122976.0,7320000.0
2015-10-20,13646,13646,13443,13525,46838,122244.0,7320000.0
2015-10-21,13484,13565,13322,13484,73563,121878.0,7320000.0
2015-10-22,13565,14739,13565,14051,656760,127002.0,7320000.0
2015-10-23,14213,14253,13686,13808,115646,124806.0,7320000.0
2015-10-26,13970,14091,13767,13849,120856,125172.0,7320000.0
2015-10-27,14091,14091,13767,13849,87502,125172.0,7320000.0
2015-10-28,13970,14091,13686,14092,99013,127368.0,7320000.0
2015-10-29,14294,14334,13524,13849,157387,125172.0,7320000.0
2015-10-30,13889,13970,13646,13849,70385,125172.0,7320000.0
2015-11-02,13970,14334,13929,13970,126114,126270.0,7320000.0
2015-11-03,14010,14051,13686,13768,83400,124440.0,7320000.0
2015-11-04,13767,13767,13443,13768,101462,124440.0,7320000.0
2015-11-05,13686,13929,13686,13930,53891,125904.0,7320000.0
2015-11-06,13808,14132,13808,13889,110368,125538.0,7320000.0
2015-11-09,13808,13970,13282,13525,119394,122244.0,7320000.0
2015-11-10,13241,13363,12512,12513,183156,113094.0,7320000.0
2015-11-11,12674,12998,12593,12796,89274,115656.0,7320000.0
2015-11-12,12796,13039,12755,13039,33908,117852.0,7320000.0
2015-11-13,12836,12958,12512,12634,89123,114192.0,7320000.0
2015-11-16,12309,12553,12228,12432,59878,112362.0,7320000.0
2015-11-17,12512,12836,12471,12715,46828,114924.0,7320000.0
2015-11-18,12877,12877,12674,12715,42943,114924.0,7320000.0
2015-11-19,12796,13079,12634,12999,46961,117486.0,7320000.0
2015-11-20,13039,13079,12796,13039,34126,117852.0,7320000.0
2015-11-23,12958,13160,12877,13120,48765,118584.0,7320000.0
2015-11-24,13120,13201,12998,13120,27923,118584.0,7320000.0
2015-11-25,13079,13241,12877,13080,50192,118218.0,7320000.0
2015-11-26,12998,13322,12998,13161,54525,118950.0,7320000.0
2015-11-27,13241,13322,13120,13242,41057,119682.0,7320000.0
2015-11-30,13160,13160,12836,12999,47828,117486.0,7320000.0
2015-12-01,12958,13120,12917,13080,36198,118218.0,7320000.0
2015-12-02,13039,13282,12917,13201,60123,119316.0,7320000.0
2015-12-03,13201,13282,12998,13161,40328,118950.0,7320000.0
2015-12-04,13079,13201,12998,13201,62056,119316.0,7320000.0
2015-12-07,13201,13241,12998,13039,30862,117852.0,7320000.0
2015-12-08,12998,13120,12634,12634,65674,114192.0,7320000.0
2015-12-09,12634,12755,12553,12634,36270,114192.0,7320000.0
2015-12-10,12471,12715,12350,12391,74129,111996.0,7320000.0
2015-12-11,12431,12512,11985,12148,59854,109800.0,7320000.0
2015-12-14,11864,11985,11742,11784,70980,106506.0,7320000.0
2015-12-15,11661,12066,11661,12067,29519,109068.0,7320000.0
2015-12-16,11985,12228,11985,12108,39778,109434.0,7320000.0
2015-12-17,12228,12471,12147,12472,42687,112728.0,7320000.0
2015-12-18,12593,12877,12431,12877,55690,116388.0,7320000.0
2015-12-21,12877,12958,12593,12918,39729,116754.0,7320000.0
2015-12-22,12917,12998,12553,12796,64211,115656.0,7320000.0
2015-12-23,12715,12877,12471,12675,47772,114558.0,7320000.0
2015-12-24,12553,12796,12553,12594,29073,113826.0,7320000.0
2015-12-28,12593,12634,12390,12472,35094,112728.0,7320000.0
2015-12-29,12471,12755,12431,12675,18621,114558.0,7320000.0
2015-12-30,12593,12998,12593,12999,57932,117486.0,7320000.0
2016-01-04,12958,12998,12674,12715,40403,114924.0,7320000.0
2016-01-05,12512,12958,12431,12837,53586,116022.0,7320000.0
2016-01-06,12998,13241,12836,13080,97245,118218.0,7320000.0
2016-01-07,13120,13322,12796,13039,70130,117852.0,7320000.0
2016-01-08,12796,12998,12553,12999,77106,117486.0,7320000.0
2016-01-11,13039,13282,12958,13201,104856,119316.0,7320000.0
2016-01-12,13929,15630,13605,14456,2625720,130662.0,7320000.0
2016-01-13,13970,14091,13282,13282,730357,120048.0,7320000.0
2016-01-14,13808,14132,13201,13242,936110,119682.0,7320000.0
2016-01-15,13282,13443,13120,13403,295527,121146.0,7320000.0
2016-01-18,12998,13160,12755,12756,234944,115290.0,7320000.0
2016-01-19,12553,12877,12553,12553,138007,113460.0,7320000.0
2016-01-20,12634,12796,12228,12270,185798,110898.0,7320000.0
2016-01-21,12147,12431,12066,12189,140163,110166.0,7320000.0
2016-01-22,12350,12390,12188,12310,108555,111264.0,7320000.0
2016-01-25,12471,12715,12390,12513,95809,113094.0,7320000.0
2016-01-26,12350,12674,12309,12513,69518,113094.0,7320000.0
2016-01-27,12634,12715,12431,12472,75237,112728.0,7320000.0
2016-01-28,12553,12715,12390,12715,45485,114924.0,7320000.0
2016-01-29,12877,13322,12715,13080,240678,118218.0,7320000.0
2016-02-01,13282,13282,12958,13161,174026,118950.0,7320000.0
2016-02-02,13322,13322,12796,12837,101972,116022.0,7320000.0
2016-02-03,12836,12958,12755,12837,68996,116022.0,7320000.0
2016-02-04,12958,12958,12553,12675,106339,114558.0,7320000.0
2016-02-05,12593,12877,12593,12877,45079,116388.0,7320000.0
2016-02-11,12553,12634,12188,12189,123141,110166.0,7320000.0
2016-02-12,12107,12188,11418,11582,151452,104676.0,7320000.0
2016-02-15,11661,11864,11661,11824,62168,106872.0,7320000.0
2016-02-16,11904,12107,11823,12067,58710,109068.0,7320000.0
2016-02-17,12066,12796,11864,12553,225937,113460.0,7320000.0
2016-02-18,12877,12917,12309,12391,214074,111996.0,7320000.0
2016-02-19,12553,12593,12309,12472,62580,112728.0,7320000.0
2016-02-22,12390,12390,12228,12270,55474,110898.0,7320000.0
2016-02-23,12269,12350,12066,12148,92727,109800.0,7320000.0
2016-02-24,12147,12269,12066,12229,31721,110532.0,7320000.0
2016-02-25,12269,12309,12107,12108,38708,109434.0,7320000.0
2016-02-26,12228,12309,12066,12189,51715,110166.0,7320000.0
2016-02-29,12228,12228,12066,12108,70507,109434.0,7320000.0
2016-03-02,12188,12309,12147,12310,76395,111264.0,7320000.0
2016-03-03,12309,12350,12188,12270,66630,110898.0,7320000.0
2016-03-04,12309,12634,12269,12553,121910,113460.0,7320000.0
2016-03-07,12755,12755,12512,12553,76470,113460.0,7320000.0
2016-03-08,12634,12674,12390,12513,58357,113094.0,7320000.0
2016-03-09,12674,12917,12593,12796,89860,115656.0,7320000.0
2016-03-10,12877,12877,12674,12715,44136,114924.0,7320000.0
2016-03-11,12836,12877,12634,12796,48706,115656.0,7320000.0
2016-03-14,12877,12998,12796,12877,64076,116388.0,7320000.0
2016-03-15,12998,13484,12917,13323,271351,120414.0,7320000.0
2016-03-16,13201,13565,13201,13363,138063,120780.0,7320000.0
2016-03-17,13282,13484,13282,13363,64685,120780.0,7320000.0
2016-03-18,13363,13524,13322,13525,100084,122244.0,7320000.0
2016-03-21,13646,13646,13282,13525,67367,122244.0,7320000.0
2016-03-22,13605,14132,13565,13768,215078,124440.0,7320000.0
2016-03-23,13889,14010,13686,13808,108914,124806.0,7320000.0
2016-03-24,13686,13929,13686,13808,71830,124806.0,7320000.0
2016-03-25,13970,14253,13889,14173,179357,128100.0,7320000.0
2016-03-28,14456,14456,14132,14254,135330,128832.0,7320000.0
2016-03-29,14172,14375,13929,14335,80805,129564.0,7320000.0
2016-03-30,14334,14456,14253,14294,59206,129198.0,7320000.0
2016-03-31,14820,14861,14415,14699,120071,132858.0,7320000.0
2016-04-01,14699,15103,14537,15064,124440,136152.0,7320000.0
2016-04-04,15184,15306,14901,15225,103004,137616.0,7320000.0
2016-04-05,15346,15387,14496,14497,136936,131028.0,7320000.0
2016-04-06,14537,15468,14091,15023,190797,135786.0,7320000.0
2016-04-07,15508,16116,15023,15306,285473,138348.0,7320000.0
2016-04-08,15063,15346,14982,15064,37322,136152.0,7320000.0
2016-04-11,15144,15387,14577,14983,68700,135420.0,7320000.0
2016-04-12,14739,15063,14739,14902,41102,134688.0,7320000.0
2016-04-14,14861,15063,14699,14821,43917,133956.0,7320000.0
2016-04-15,14739,14901,14415,14780,44886,133590.0,7320000.0
2016-04-18,14780,14982,14577,14983,31168,135420.0,7320000.0
2016-04-19,15184,15184,14780,14902,32533,134688.0,7320000.0
2016-04-20,15184,15184,14699,14740,35063,133224.0,7320000.0
2016-04-21,14699,14699,14132,14254,107073,128832.0,7320000.0
2016-04-22,14172,14577,14051,14335,42211,129564.0,7320000.0
2016-04-25,14415,14415,13970,14254,36558,128832.0,7320000.0
2016-04-26,14253,14658,14132,14416,60444,130296.0,7320000.0
2016-04-27,14577,14699,14253,14416,41173,130296.0,7320000.0
2016-04-28,14577,14658,14334,14456,26484,130662.0,7320000.0
2016-04-29,14375,14861,14375,14740,55032,133224.0,7320000.0
2016-05-02,14780,15873,14780,15874,295884,143472.0,7320000.0
2016-05-03,15913,16116,15468,16076,148929,145302.0,7320000.0
2016-05-04,16075,17006,15913,16441,325114,148596.0,7320000.0
2016-05-09,16480,17735,16440,17251,236286,155916.0,7320000.0
2016-05-10,17411,17897,17411,17696,135875,159942.0,7320000.0
2016-05-11,17938,18383,17573,18385,152695,166164.0,7320000.0
2016-05-12,18626,18789,18100,18546,154614,167628.0,7320000.0
2016-05-13,18829,18910,18262,18506,100103,167262.0,7320000.0
2016-05-16,18586,18586,17776,18061,213441,163236.0,7320000.0
2016-05-17,17978,18343,17816,17858,113768,161406.0,7320000.0
2016-05-18,17857,18262,17492,18263,89588,165066.0,7320000.0
2016-05-19,18343,18383,18059,18061,46117,163236.0,7320000.0
2016-05-20,18059,19396,17938,19356,155549,174948.0,7320000.0
2016-05-23,19356,22068,19356,21138,326639,191052.0,7320000.0
2016-05-24,21299,21704,20692,21340,162216,192882.0,7320000.0
2016-05-25,21461,22149,20408,20733,169619,187392.0,7320000.0
2016-05-26,20813,22919,20732,22839,168541,206424.0,7320000.0
2016-05-27,23324,23890,22595,23366,159194,211182.0,7320000.0
2016-05-30,23647,23931,23081,23811,104554,215208.0,7320000.0
2016-05-31,23850,25632,23809,25633,169003,231678.0,7320000.0
2016-06-01,25997,27292,24619,25147,333920,227286.0,7320000.0
2016-06-02,25308,26483,25146,26483,152706,239364.0,7320000.0
2016-06-03,26847,30693,26240,28913,440554,261324.0,7320000.0
2016-06-07,29317,29722,28507,29278,200993,264618.0,7320000.0
2016-06-08,29438,29762,28912,29521,128267,266814.0,7320000.0
2016-06-09,29884,32840,29681,32112,359621,290238.0,7320000.0
2016-06-10,32800,33731,30855,31505,297571,284748.0,7320000.0
2016-06-13,31504,31585,29074,29359,326572,265350.0,7320000.0
2016-06-14,29155,30693,29074,30695,274028,277428.0,7320000.0
2016-06-15,30653,31098,28345,28346,304037,256200.0,7320000.0
2016-06-16,28345,28588,25916,26483,556662,239364.0,7320000.0
2016-06-17,26847,27333,25956,26564,226359,240096.0,7320000.0
2016-06-20,27049,27333,26240,26847,105737,242658.0,7320000.0
2016-06-21,27252,27333,24660,24985,255549,225822.0,7320000.0
2016-06-22,24741,25551,23324,23730,387889,214476.0,7320000.0
2016-06-23,23809,23850,21461,22515,1014441,203496.0,7320000.0
2016-06-24,22838,23000,20813,21543,877027,194712.0,7320000.0
2016-06-27,21461,22311,21056,22150,398711,200202.0,7320000.0
2016-06-28,21785,23040,21745,22758,337951,205692.0,7320000.0
2016-06-29,23162,23526,22676,22718,339824,205326.0,7320000.0
2016-06-30,23202,24093,22757,24054,377072,217404.0,7320000.0
2016-07-01,24457,25592,24174,25592,372945,231312.0,7320000.0
2016-07-04,26402,26402,24538,25107,340165,226920.0,7320000.0
2016-07-05,25187,25308,23890,24135,176280,218136.0,7320000.0
2016-07-06,24255,24417,22676,22961,323690,207522.0,7320000.0
2016-07-07,23405,23890,23162,23892,153409,215940.0,7320000.0
2016-07-08,24457,24781,22797,22920,249297,207156.0,7320000.0
2016-07-11,22838,22838,21825,22231,266262,200934.0,7320000.0
2016-07-12,22149,23324,22149,23325,211907,210816.0,7320000.0
2016-07-13,23647,23688,22595,22636,178707,204594.0,7320000.0
2016-07-14,22392,23000,22392,22393,132068,202398.0,7320000.0
2016-07-15,22230,22635,21623,21624,167734,195444.0,7320000.0
2016-07-18,21623,21785,20732,20854,243895,188490.0,7320000.0
2016-07-19,21056,21218,20530,20733,140239,187392.0,7320000.0
2016-07-20,20813,21664,20773,21462,161254,193980.0,7320000.0
2016-07-21,21542,21785,20165,20490,211212,185196.0,7320000.0
2016-07-22,20489,20854,20368,20490,91065,185196.0,7320000.0
2016-07-25,20732,20813,19437,19761,130165,178608.0,7320000.0
2016-07-26,19882,20004,18545,18789,332763,169824.0,7320000.0
2016-07-27,18829,19882,18626,19802,335424,178974.0,7320000.0
2016-07-28,19882,19882,19032,19397,143420,175314.0,7320000.0
2016-07-29,19437,19842,18991,19680,100333,177876.0,7320000.0
2016-08-01,19680,20165,19194,19275,135872,174216.0,7320000.0
2016-08-02,19315,19680,18951,19478,69903,176046.0,7320000.0
2016-08-03,19599,19639,19032,19478,91251,176046.0,7320000.0
2016-08-04,19477,19518,18829,18911,115645,170922.0,7320000.0
2016-08-05,18870,19113,17411,17656,349513,159576.0,7320000.0
2016-08-08,17614,17695,16885,17291,196434,156282.0,7320000.0
2016-08-09,17168,17411,16925,17291,177012,156282.0,7320000.0
2016-08-10,17168,17897,17168,17899,170831,161772.0,7320000.0
2016-08-11,18221,18343,17816,17980,166042,162504.0,7320000.0
2016-08-12,17978,18424,17938,18223,130430,164700.0,7320000.0
2016-08-16,18221,18302,17533,17737,98783,160308.0,7320000.0
2016-08-17,17654,17816,17006,17291,146746,156282.0,7320000.0
2016-08-18,17209,17492,17168,17291,65021,156282.0,7320000.0
2016-08-19,17411,19032,17411,19032,441706,172020.0,7320000.0
2016-08-22,19234,19234,18383,18506,181003,167262.0,7320000.0
2016-08-23,18626,20165,18545,19842,508666,179340.0,7320000.0
2016-08-24,19882,19882,18667,18789,293933,169824.0,7320000.0
2016-08-25,18910,19275,18586,19073,166774,172386.0,7320000.0
2016-08-26,19477,19680,18343,18465,189555,166896.0,7320000.0
2016-08-29,18464,18464,17452,17494,191704,158112.0,7320000.0
2016-08-30,17452,17938,17452,17575,95927,158844.0,7320000.0
2016-08-31,17776,17816,17249,17453,83046,157746.0,7320000.0
2016-09-01,17492,18343,17330,18142,110684,163968.0,7320000.0
2016-09-02,17897,18383,17776,18223,78302,164700.0,7320000.0
2016-09-05,18302,19356,18262,18992,230140,171654.0,7320000.0
2016-09-06,18991,19275,18667,18789,128285,169824.0,7320000.0
2016-09-07,18789,19437,18586,19235,116563,173850.0,7320000.0
2016-09-08,19153,19518,18748,18992,115326,171654.0,7320000.0
2016-09-09,18910,18910,18343,18587,76518,167994.0,7320000.0
2016-09-12,18019,18586,17857,18385,70337,166164.0,7320000.0
2016-09-13,18464,18748,18221,18385,49418,166164.0,7320000.0
2016-09-19,18505,19275,18383,18870,78902,170556.0,7320000.0
2016-09-20,18951,20368,18910,20004,489633,180804.0,7320000.0
2016-09-21,20165,21866,19963,21826,603876,197274.0,7320000.0
2016-09-22,21583,22271,21259,22069,301509,199470.0,7320000.0
2016-09-23,21947,23283,21664,22920,261077,207156.0,7320000.0
2016-09-26,23040,23526,22514,23082,194370,208620.0,7320000.0
2016-09-27,23000,23162,22028,23163,157098,209352.0,7320000.0
2016-09-28,23485,24376,22797,22961,292282,207522.0,7320000.0
2016-09-29,23081,23202,21947,21988,185048,198738.0,7320000.0
2016-09-30,22230,22716,21461,22029,170039,199104.0,7320000.0
2016-10-04,21947,22271,21178,21583,138595,195078.0,7320000.0
2016-10-05,21583,23162,21340,23163,207187,209352.0,7320000.0
2016-10-06,23162,23526,22514,22636,166110,204594.0,7320000.0
2016-10-07,22797,22838,21704,21785,132140,196908.0,7320000.0
2016-10-10,21664,21785,20368,21624,106845,195444.0,7320000.0
2016-10-11,21542,21866,21097,21624,78658,195444.0,7320000.0
2016-10-12,21218,21461,20894,21259,83702,192150.0,7320000.0
2016-10-13,21421,21542,20287,20287,101073,183366.0,7320000.0
2016-10-14,20327,20935,20246,20571,90979,185928.0,7320000.0
2016-10-17,20570,20611,19315,19437,191530,175680.0,7320000.0
2016-10-18,19275,20044,19072,19721,106004,178242.0,7320000.0
2016-10-19,19761,20408,19720,19923,67485,180072.0,7320000.0
2016-10-20,19923,20085,19032,19275,107776,174216.0,7320000.0
2016-10-21,19113,19599,19072,19518,52032,176412.0,7320000.0
2016-10-24,19315,19720,18789,18870,76719,170556.0,7320000.0
2016-10-25,18667,19720,18140,19721,166233,178242.0,7320000.0
2016-10-26,19720,20530,19518,20247,138246,183000.0,7320000.0
2016-10-27,20246,20570,19801,19883,95207,179706.0,7320000.0
2016-10-28,19801,19963,19356,19397,65312,175314.0,7320000.0
2016-10-31,19032,19437,18424,19032,119024,172020.0,7320000.0
2016-11-01,18789,19963,18789,19883,97361,179706.0,7320000.0
2016-11-02,19558,19842,18789,19032,92160,172020.0,7320000.0
2016-11-03,18789,19923,18789,19559,84251,176778.0,7320000.0
2016-11-04,19477,19882,19032,19842,54900,179340.0,7320000.0
2016-11-07,20085,20165,19599,19923,51704,180072.0,7320000.0
2016-11-08,20125,20125,19396,19437,66918,175680.0,7320000.0
2016-11-09,19599,21906,19275,21057,672829,190320.0,7320000.0
2016-11-10,21380,22109,21218,21583,269405,195078.0,7320000.0
2016-11-11,21866,23405,21825,23406,419827,211548.0,7320000.0
2016-11-14,24012,24012,22230,22596,333450,204228.0,7320000.0
2016-11-15,22554,23890,21866,23851,236952,215574.0,7320000.0
2016-11-16,23931,24133,23243,23325,196981,210816.0,7320000.0
2016-11-17,23647,23809,23040,23770,177485,214842.0,7320000.0
2016-11-18,23890,23971,22392,22718,324780,205326.0,7320000.0
2016-11-21,23324,23566,21623,21624,400778,195444.0,7320000.0
2016-11-22,22149,22433,21825,22029,200573,199104.0,7320000.0
2016-11-23,22271,22271,20651,20733,226273,187392.0,7320000.0
2016-11-24,20813,21461,20732,20935,176919,189222.0,7320000.0
2016-11-25,21178,21218,20206,20530,162948,185562.0,7320000.0
2016-11-28,20611,20692,19842,20206,107499,182634.0,7320000.0
2016-11-29,20165,20489,19720,20045,80883,181170.0,7320000.0
2016-11-30,20246,20368,20004,20247,53563,183000.0,7320000.0
2016-12-01,20246,20935,20004,20733,113560,187392.0,7320000.0
2016-12-02,20692,20692,19842,19964,89736,180438.0,7320000.0
2016-12-05,20004,20044,18910,18951,133290,171288.0,7320000.0
2016-12-06,18991,19518,18991,19154,56065,173118.0,7320000.0
2016-12-07,19234,19315,18100,18425,136874,166530.0,7320000.0
2016-12-08,18505,18748,18464,18506,63288,167262.0,7320000.0
2016-12-09,18586,19275,18545,19235,76918,173850.0,7320000.0
2016-12-12,19599,20085,19558,19883,92260,179706.0,7320000.0
2016-12-13,19923,20085,19558,19761,65341,178608.0,7320000.0
2016-12-14,20044,20287,19599,19640,84523,177510.0,7320000.0
2016-12-15,20004,20246,19680,20247,78865,183000.0,7320000.0
2016-12-16,20570,21056,20327,20490,154348,185196.0,7320000.0
2016-12-19,20651,20773,19801,20004,123829,180804.0,7320000.0
2016-12-20,20165,20206,19518,19842,71720,179340.0,7320000.0
2016-12-21,19842,20165,19680,20045,61111,181170.0,7320000.0
2016-12-22,20044,20165,19558,19559,62440,176778.0,7320000.0
2016-12-23,19558,19639,19194,19275,69622,174216.0,7320000.0
2016-12-26,19275,19477,18870,19235,62836,173850.0,7320000.0
2016-12-27,19234,19234,18870,18870,62855,170556.0,7320000.0
2016-12-28,18910,19518,18910,19437,58756,175680.0,7320000.0
2016-12-29,19477,19801,19234,19761,47581,178608.0,7320000.0
2017-01-02,19842,19842,19275,19275,43054,174216.0,7320000.0
2017-01-03,19234,19396,18991,19235,51017,173850.0,7320000.0
2017-01-04,19234,19680,19234,19640,64182,177510.0,7320000.0
2017-01-05,19639,20044,19518,19964,73091,180438.0,7320000.0
2017-01-06,19963,19963,19599,19721,39366,178242.0,7320000.0
2017-01-09,19639,19801,19275,19397,39363,175314.0,7320000.0
2017-01-10,19437,19437,19072,19113,30788,172752.0,7320000.0
2017-01-11,19194,19315,19113,19113,25941,172752.0,7320000.0
2017-01-12,19153,19153,18586,18627,67082,168360.0,7320000.0
2017-01-13,18789,18870,18383,18465,69645,166896.0,7320000.0
2017-01-16,18464,18545,18140,18142,68666,163968.0,7320000.0
2017-01-17,18140,18464,18019,18061,58804,163236.0,7320000.0
2017-01-18,18059,18424,17816,18101,77472,163602.0,7320000.0
2017-01-19,18181,18302,17978,18101,31571,163602.0,7320000.0
2017-01-20,18100,18100,17371,17453,96055,157746.0,7320000.0
2017-01-23,17492,17533,16602,16603,104610,150060.0,7320000.0
2017-01-24,16642,16723,16156,16482,65074,148962.0,7320000.0
2017-01-25,16521,16763,16278,16319,40296,147498.0,7320000.0
2017-01-26,16278,16723,16278,16725,29501,151158.0,7320000.0
2017-01-31,16602,16723,16359,16563,30574,149694.0,7320000.0
2017-02-01,16521,17168,16480,16927,30254,152988.0,7320000.0
2017-02-02,16925,16925,16561,16765,38079,151524.0,7320000.0
2017-02-03,16763,16844,16440,16603,38458,150060.0,7320000.0
2017-02-06,17654,17857,17330,17818,177885,161040.0,7320000.0
2017-02-07,18545,19153,18100,18344,355639,165798.0,7320000.0
2017-02-08,18181,18464,17735,18223,123991,164700.0,7320000.0
2017-02-09,18545,18748,17857,18546,139118,167628.0,7320000.0
2017-02-10,19194,19477,18748,19194,297244,173484.0,7320000.0
2017-02-13,19032,19032,18100,18142,183619,163968.0,7320000.0
2017-02-14,18140,18140,17330,17534,153240,158478.0,7320000.0
2017-02-15,17371,17695,17249,17453,57076,157746.0,7320000.0
2017-02-16,17492,17573,16885,16967,236300,153354.0,7320000.0
2017-02-17,16925,17209,16925,17170,72752,155184.0,7320000.0
2017-02-20,17087,17168,16602,16684,95364,150792.0,7320000.0
2017-02-21,16723,16885,16683,16765,56474,151524.0,7320000.0
2017-02-22,16804,16885,16642,16684,53103,150792.0,7320000.0
2017-02-23,16683,16763,16440,16441,54143,148596.0,7320000.0
2017-02-24,16440,16602,16318,16441,55429,148596.0,7320000.0
2017-02-27,16440,16561,16359,16400,59888,148230.0,7320000.0
2017-02-28,16480,16885,16440,16725,72757,151158.0,7320000.0
2017-03-02,16844,16844,16278,16522,80489,149328.0,7320000.0
2017-03-03,16521,16521,15873,15955,105721,144204.0,7320000.0
2017-03-06,15792,15873,15346,15509,76118,140178.0,7320000.0
2017-03-07,15508,15711,15508,15671,35951,141642.0,7320000.0
2017-03-08,15670,16035,15630,16036,38407,144936.0,7320000.0
2017-03-09,15954,16035,15630,15671,28510,141642.0,7320000.0
2017-03-10,15670,15711,15225,15671,68479,141642.0,7320000.0
2017-03-13,15670,15873,15630,15793,25598,142740.0,7320000.0
2017-03-14,15954,16035,15387,15387,55090,139080.0,7320000.0
2017-03-15,15630,15630,15265,15428,49012,139446.0,7320000.0
2017-03-16,15468,15751,15427,15590,33259,140910.0,7320000.0
2017-03-17,15508,15589,15306,15387,27563,139080.0,7320000.0
2017-03-20,15549,15549,15306,15428,24505,139446.0,7320000.0
2017-03-21,15387,15468,15184,15225,40130,137616.0,7320000.0
2017-03-22,15144,15346,15023,15144,40243,136884.0,7320000.0
2017-03-23,15144,15265,14415,14578,115013,131760.0,7320000.0
2017-03-24,14537,14861,14456,14740,42745,133224.0,7320000.0
2017-03-27,14739,15144,14699,15064,60896,136152.0,7320000.0
2017-03-28,15063,15144,14982,15064,26496,136152.0,7320000.0
2017-03-29,15103,15144,14982,15064,19444,136152.0,7320000.0
2017-03-30,15144,15184,14942,14983,28745,135420.0,7320000.0
2017-03-31,14982,15144,14942,15064,25490,136152.0,7320000.0
2017-04-03,15063,15832,15063,15833,89651,143106.0,7320000.0
2017-04-04,15873,15913,15549,15712,43450,142008.0,7320000.0
2017-04-05,15670,15832,15549,15793,28976,142740.0,7320000.0
2017-04-06,15630,16197,15630,16036,54134,144936.0,7320000.0
2017-04-07,15873,16318,15873,16117,22048,145668.0,7320000.0
2017-04-10,16156,16156,15387,15509,46822,140178.0,7320000.0
2017-04-11,15427,15630,14982,15306,44186,138348.0,7320000.0
2017-04-12,15225,15265,14901,14983,46279,135420.0,7320000.0
2017-04-13,14942,15306,14942,15064,21564,136152.0,7320000.0
2017-04-14,15063,15346,15063,15064,33402,136152.0,7320000.0
2017-04-17,15265,15468,15184,15387,23393,139080.0,7320000.0
2017-04-18,15346,15589,15225,15549,26510,140544.0,7320000.0
2017-04-19,15630,15630,15468,15630,20672,141276.0,7320000.0
2017-04-20,15630,15751,15508,15671,36286,141642.0,7320000.0
2017-04-21,15792,15792,15508,15671,22787,141642.0,7320000.0
2017-04-24,15549,15670,15144,15306,26044,138348.0,7320000.0
2017-04-25,15346,15711,15225,15630,29118,141276.0,7320000.0
2017-04-26,15589,15751,15549,15671,18592,141642.0,7320000.0
2017-04-27,15711,15792,15589,15671,25740,141642.0,7320000.0
2017-04-28,15711,15711,15508,15509,25420,140178.0,7320000.0
2017-05-02,15508,15630,15468,15549,21130,140544.0,7320000.0
