엔에스(217820),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-05-21,5900,6050,5825,6000,24125,58800.0,4900000.0
2019-05-22,6000,6075,5949,6075,25624,59535.0,4900000.0
2019-05-23,6149,6149,5900,6075,39366,59535.0,4900000.0
2019-05-24,6024,6100,5850,6050,20453,59290.0,4900000.0
2019-05-27,6050,6175,5949,5975,22079,58555.0,4900000.0
2019-05-28,5925,6100,5850,6075,24181,59535.0,4900000.0
2019-05-29,6049,6500,6049,6425,89577,62965.0,4900000.0
2019-05-30,6425,6600,6250,6400,60422,62720.0,4900000.0
2019-05-31,6400,6424,6150,6250,36479,61250.0,4900000.0
2019-06-03,6225,6525,6175,6500,32844,63700.0,4900000.0
2019-06-04,6550,6575,6375,6425,28069,62965.0,4900000.0
2019-06-05,6550,6675,6375,6500,39771,63700.0,4900000.0
2019-06-07,6500,6525,6350,6425,26188,62965.0,4900000.0
2019-06-10,6450,6650,6400,6550,44112,64190.0,4900000.0
2019-06-11,6625,6650,6450,6475,26380,63455.0,4900000.0
2019-06-12,6425,6625,6374,6550,31999,64190.0,4900000.0
2019-06-13,6575,6800,6550,6650,96853,65170.0,4900000.0
2019-06-14,6649,6800,6550,6625,33620,64925.0,4900000.0
2019-06-17,6650,6650,6450,6500,34828,63700.0,4900000.0
2019-06-18,6500,6675,6450,6475,36896,63455.0,4900000.0
2019-06-19,6500,6575,6275,6500,28848,63700.0,4900000.0
2019-06-20,6525,6525,6300,6500,48159,63700.0,4900000.0
2019-06-21,6600,6600,6325,6325,40506,61985.0,4900000.0
2019-06-24,6325,6400,6225,6275,16759,61495.0,4900000.0
2019-06-25,6200,6400,6175,6275,24971,61495.0,4900000.0
2019-06-26,6225,6249,5950,6025,47422,59045.0,4900000.0
2019-06-27,6025,6225,5875,6000,54288,58800.0,4900000.0
2019-06-28,6000,6100,5875,5875,19035,57575.0,4900000.0
2019-07-01,6000,6000,5750,5850,19339,57330.0,4900000.0
2019-07-02,5775,5875,5675,5875,22438,57575.0,4900000.0
2019-07-03,5950,5950,5725,5825,21206,57085.0,4900000.0
2019-07-04,5800,5825,5350,5550,56308,54390.0,4900000.0
2019-07-05,5550,5700,5300,5400,46761,52920.0,4900000.0
2019-07-08,5300,5325,4950,4950,88971,48510.0,4900000.0
2019-07-09,4950,5100,4900,4900,26195,48020.0,4900000.0
2019-07-10,4820,5050,4820,5000,18260,49000.0,4900000.0
2019-07-11,4955,5075,4950,4980,13192,48804.0,4900000.0
2019-07-12,4980,5125,4930,5050,19031,49490.0,4900000.0
2019-07-15,5050,5175,4890,4960,25211,48608.0,4900000.0
2019-07-16,4965,5000,4870,4970,14542,48706.0,4900000.0
2019-07-17,4910,4975,4750,4855,17205,47579.0,4900000.0
2019-07-18,4850,5200,4825,4975,37645,48755.0,4900000.0
2019-07-19,5150,5575,4980,5400,121329,52920.0,4900000.0
2019-07-22,5300,5700,5275,5600,47177,54880.0,4900000.0
2019-07-23,5600,5700,5400,5400,20918,52920.0,4900000.0
2019-07-24,5450,5525,5250,5275,33099,51695.0,4900000.0
2019-07-25,5200,5400,4750,5025,41915,49245.0,4900000.0
2019-07-26,4990,6125,4855,5225,386304,51205.0,4900000.0
2019-07-29,5225,5325,4925,4970,51703,48706.0,4900000.0
2019-07-30,4970,5100,4970,4980,36626,48804.0,4900000.0
2019-07-31,4860,5000,4790,4985,33960,48853.0,4900000.0
2019-08-01,4835,5050,4835,4920,29993,48216.0,4900000.0
2019-08-02,4920,4990,4750,4940,46378,48412.0,4900000.0
2019-08-05,4985,4985,4280,4385,71961,42973.0,4900000.0
2019-08-06,4150,4380,3810,4050,89939,39690.0,4900000.0
2019-08-07,4005,4225,4005,4215,23302,41307.0,4900000.0
2019-08-08,4180,4495,4180,4430,28294,43414.0,4900000.0
2019-08-09,4435,4490,4315,4380,9335,42924.0,4900000.0
2019-08-12,4350,4465,4150,4465,13507,43757.0,4900000.0
2019-08-13,4420,4605,4390,4565,13692,44737.0,4900000.0
2019-08-14,4590,4875,4590,4625,32269,45325.0,4900000.0
2019-08-16,4600,4650,4525,4555,8978,44639.0,4900000.0
2019-08-19,4510,4645,4500,4575,14564,44835.0,4900000.0
2019-08-20,4575,4720,4505,4640,16908,45472.0,4900000.0
2019-08-21,4655,4720,4560,4700,10799,46060.0,4900000.0
2019-08-22,4710,4725,4590,4645,8139,45521.0,4900000.0
2019-08-23,4600,4750,4525,4745,13789,46501.0,4900000.0
2019-08-26,4555,4645,4440,4510,19200,44198.0,4900000.0
2019-08-27,4625,4625,4400,4400,8622,43120.0,4900000.0
2019-08-28,4360,4520,4360,4500,12949,44100.0,4900000.0
2019-08-29,4555,4575,4455,4510,6004,44198.0,4900000.0
2019-08-30,4540,4650,4540,4630,9749,45374.0,4900000.0
2019-09-02,4625,4710,4590,4680,13891,45864.0,4900000.0
2019-09-03,4725,6024,4720,5650,999073,55370.0,4900000.0
2019-09-04,5550,5600,5300,5375,235607,52675.0,4900000.0
2019-09-05,5425,5425,5250,5375,104935,52675.0,4900000.0
2019-09-06,5375,5500,5325,5375,115309,52675.0,4900000.0
2019-09-09,5425,6800,5275,6200,1232137,60760.0,4900000.0
2019-09-10,6200,6600,6050,6250,427360,61250.0,4900000.0
2019-09-11,6200,6425,6125,6350,148694,62230.0,4900000.0
2019-09-16,6325,6800,6325,6525,212159,63945.0,4900000.0
2019-09-17,6500,6600,6325,6350,82492,62230.0,4900000.0
2019-09-18,6400,6474,6325,6350,60595,62230.0,4900000.0
2019-09-19,6450,6549,6325,6375,55213,62475.0,4900000.0
2019-09-20,6374,6600,6325,6550,113664,64190.0,4900000.0
2019-09-23,7380,7380,6300,6300,291841,30870.0,4900000.0
2019-09-24,6300,6300,6000,6010,84568,29449.0,4900000.0
2019-09-25,6040,7030,6030,6080,476161,29792.0,4900000.0
2019-09-26,6110,6250,6020,6040,50851,29596.0,4900000.0
2019-09-27,5980,6170,5950,6120,29938,29988.0,4900000.0
2019-09-30,6210,7460,5910,6620,1688247,32438.0,4900000.0
2019-10-01,6540,6640,6280,6500,196954,31850.0,4900000.0
2019-10-02,6360,6470,6300,6300,58949,30870.0,4900000.0
2019-10-04,6240,6320,6150,6200,41567,30380.0,4900000.0
2019-10-07,6100,6110,5840,5870,83347,28763.0,4900000.0
