마이크로텍(227950),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-06-17,1540,1560,1530,1555,40924,29546.0,19000928.0
2019-06-18,1525,1580,1525,1545,42386,29356.0,19000928.0
2019-06-19,1530,1575,1530,1545,34939,29356.0,19000928.0
2019-06-20,1565,1770,1560,1680,1190570,31922.0,19000928.0
2019-06-21,1700,1850,1680,1800,813482,34202.0,19000928.0
2019-06-24,1850,1850,1680,1795,264531,34107.0,19000928.0
2019-06-25,1830,1925,1760,1805,509113,34297.0,19000928.0
2019-06-26,1755,1845,1730,1755,165925,33347.0,19000928.0
2019-06-27,1700,2270,1700,1850,3368090,35152.0,19000928.0
2019-06-28,1825,1985,1825,1935,858777,36767.0,19000928.0
2019-07-01,1885,1990,1815,1820,406544,34582.0,19000928.0
2019-07-02,1815,1890,1700,1860,324210,35342.0,19000928.0
2019-07-03,1825,2200,1825,1920,2034304,36482.0,19000928.0
2019-07-04,1925,2040,1810,1900,727275,36102.0,19000928.0
2019-07-05,1900,1960,1775,1810,648936,34392.0,19000928.0
2019-07-08,1815,1830,1750,1800,160475,34202.0,19000928.0
2019-07-09,1790,1820,1700,1745,280309,33157.0,19000928.0
2019-07-10,1750,1780,1685,1740,259289,33062.0,19000928.0
2019-07-11,1690,1835,1690,1825,301851,34677.0,19000928.0
2019-07-12,1755,1855,1755,1770,145369,33632.0,19000928.0
2019-07-15,1800,1805,1720,1750,51160,33252.0,19000928.0
2019-07-16,1795,1920,1740,1890,337146,35912.0,19000928.0
2019-07-17,1910,2350,1730,1740,3470109,33062.0,19000928.0
2019-07-18,1760,1820,1730,1790,226193,34728.0,19400928.0
2019-07-19,1815,1815,1715,1790,262764,34728.0,19400928.0
2019-07-22,1790,1790,1740,1765,181917,34243.0,19400928.0
2019-07-23,1770,1790,1705,1755,206619,34049.0,19400928.0
2019-07-24,1720,1755,1710,1740,113491,33758.0,19400928.0
2019-07-25,1710,1740,1690,1740,193290,33758.0,19400928.0
2019-07-26,1750,1750,1695,1700,46980,32982.0,19400928.0
2019-07-29,1750,1795,1700,1705,83005,33079.0,19400928.0
2019-07-30,1705,1745,1695,1715,35211,33273.0,19400928.0
2019-07-31,1735,1745,1695,1720,118397,33370.0,19400928.0
2019-08-01,1710,1745,1695,1695,39203,32885.0,19400928.0
2019-08-02,1695,1790,1580,1715,81399,33273.0,19400928.0
2019-08-05,1715,1775,1575,1625,233464,31527.0,19400928.0
2019-08-06,1625,1720,1500,1630,164706,31624.0,19400928.0
2019-08-07,1700,1710,1610,1690,37685,32788.0,19400928.0
2019-08-08,1750,1750,1650,1705,40331,33079.0,19400928.0
2019-08-09,1740,1740,1665,1690,29244,32788.0,19400928.0
2019-08-12,1740,1750,1670,1745,79234,33855.0,19400928.0
2019-08-13,1770,1770,1695,1735,51232,33661.0,19400928.0
2019-08-14,1770,1770,1720,1720,39075,33370.0,19400928.0
2019-08-16,1760,1760,1715,1745,35032,33855.0,19400928.0
2019-08-19,1750,1785,1700,1750,62668,33952.0,19400928.0
2019-08-20,1785,1785,1740,1750,40307,33952.0,19400928.0
2019-08-21,1770,1770,1710,1740,105818,33758.0,19400928.0
2019-08-22,1760,1765,1740,1760,50191,34146.0,19400928.0
2019-08-23,1740,1770,1735,1745,31617,33855.0,19400928.0
2019-08-26,1720,1740,1690,1705,49917,33079.0,19400928.0
2019-08-27,1770,1770,1680,1695,25588,32885.0,19400928.0
2019-08-28,1760,1760,1695,1700,112240,32982.0,19400928.0
2019-08-29,1680,1755,1680,1705,32451,33079.0,19400928.0
2019-08-30,1710,1755,1700,1720,65243,33370.0,19400928.0
2019-09-02,1720,1745,1650,1730,112176,33564.0,19400928.0
2019-09-03,1730,1800,1695,1735,137023,33661.0,19400928.0
2019-09-04,1735,1810,1735,1770,120202,34340.0,19400928.0
2019-09-05,1770,1935,1770,1900,587003,36862.0,19400928.0
2019-09-06,1890,1895,1855,1890,186710,36668.0,19400928.0
2019-09-09,1855,2015,1855,1980,389324,38414.0,19400928.0
2019-09-10,1980,1980,1810,1930,408048,37444.0,19400928.0
2019-09-11,1930,2020,1910,2000,398623,38802.0,19400928.0
2019-09-16,2070,2080,1950,2000,185681,38802.0,19400928.0
2019-09-17,2045,2060,1945,2060,235848,39966.0,19400928.0
2019-09-18,2135,2290,2075,2290,821989,44428.0,19400928.0
2019-09-19,2285,2465,2240,2420,561180,46950.0,19400928.0
2019-09-20,2380,2795,2355,2425,2286059,47047.0,19400928.0
2019-09-23,2800,2800,2460,2705,1752043,52480.0,19400928.0
2019-09-24,2675,2700,2305,2430,2459726,47144.0,19400928.0
2019-09-25,2340,2420,2250,2315,743306,44913.0,19400928.0
2019-09-26,2320,2340,2205,2305,334149,44950.0,19500928.0
2019-09-27,2260,2350,2260,2300,147531,44852.0,19500928.0
2019-09-30,2225,2375,2215,2355,139466,45925.0,19500928.0
2019-10-01,2395,2395,2220,2260,163066,44072.0,19500928.0
2019-10-02,2280,2335,2245,2305,113679,44950.0,19500928.0
2019-10-04,2290,2370,2285,2350,278022,45827.0,19500928.0
2019-10-07,2350,2380,2225,2345,454435,45730.0,19500928.0
