제낙스(065620),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-11-24,6000,6590,5700,6150,341913,110008.0,17887477.0
2011-11-25,6080,6300,6080,6210,112536,111081.0,17887477.0
2011-11-28,6120,6200,5960,6010,83738,107504.0,17887477.0
2011-11-29,6050,6200,5990,6190,66672,110723.0,17887477.0
2011-11-30,6220,6430,6050,6360,88933,113764.0,17887477.0
2011-12-01,6380,6500,6300,6400,97947,114480.0,17887477.0
2011-12-02,6420,6800,6380,6500,317530,116269.0,17887477.0
2011-12-05,6520,6690,6300,6400,67163,114480.0,17887477.0
2011-12-06,6500,6500,6150,6150,63937,110008.0,17887477.0
2011-12-07,6300,6330,6130,6180,60342,110545.0,17887477.0
2011-12-08,6250,6450,6170,6400,68166,114480.0,17887477.0
2011-12-09,6300,6410,6210,6240,41406,111618.0,17887477.0
2011-12-12,6520,6520,5990,6000,104918,107325.0,17887477.0
2011-12-13,6000,6170,5740,5860,112508,104821.0,17887477.0
2011-12-14,6110,6110,5330,5920,115431,105894.0,17887477.0
2011-12-15,5900,5900,5600,5800,33607,103747.0,17887477.0
2011-12-16,5750,6640,5750,6400,194191,114480.0,17887477.0
2011-12-19,6500,7200,5900,6700,436241,119846.0,17887477.0
2011-12-20,6800,7100,6510,6920,223897,123781.0,17887477.0
2011-12-21,7050,7050,6680,7000,233608,125212.0,17887477.0
2011-12-22,6990,6990,6710,6820,121792,121993.0,17887477.0
2011-12-23,6800,7080,6530,7080,239903,126643.0,17887477.0
2011-12-26,7200,7200,6700,6950,174189,124318.0,17887477.0
2011-12-27,6850,7010,6590,6590,91076,117878.0,17887477.0
2011-12-28,6500,6730,6400,6570,86122,117521.0,17887477.0
2011-12-29,6630,7030,6520,6670,276710,119309.0,17887477.0
2012-01-02,6700,6720,6490,6700,69558,119846.0,17887477.0
2012-01-03,6690,7670,6490,7160,565938,128074.0,17887477.0
2012-01-04,7180,7470,7000,7080,204258,126643.0,17887477.0
2012-01-05,7280,7370,7050,7110,158125,127180.0,17887477.0
2012-01-06,7070,7170,6700,6800,124788,121635.0,17887477.0
2012-01-09,6720,7340,6560,7260,308536,129863.0,17887477.0
2012-01-10,7350,7350,6950,7000,98468,125212.0,17887477.0
2012-01-11,7000,7040,6850,6900,80416,123424.0,17887477.0
2012-01-12,6900,7130,6780,7100,133202,127001.0,17887477.0
2012-01-13,7100,7250,7020,7040,74865,125928.0,17887477.0
2012-01-16,7030,7200,6870,6920,104634,123781.0,17887477.0
2012-01-17,6910,6990,6770,6870,92602,122887.0,17887477.0
2012-01-18,6900,7030,6810,6830,53831,122171.0,17887477.0
2012-01-19,6830,6980,6510,6800,116972,121635.0,17887477.0
2012-01-20,6730,6930,6680,6840,47296,122350.0,17887477.0
2012-01-25,6770,6970,6670,6700,51720,119846.0,17887477.0
2012-01-26,6700,6770,6610,6700,33135,119846.0,17887477.0
2012-01-27,6750,6900,6580,6900,111482,123424.0,17887477.0
2012-01-30,6900,7000,6730,6970,88719,124676.0,17887477.0
2012-01-31,7000,7000,6780,7000,94222,125704.0,17957657.0
2012-02-01,7030,7030,6900,7000,64230,125704.0,17957657.0
2012-02-02,7000,7000,6800,6830,93910,122651.0,17957657.0
2012-02-03,6830,6920,6680,6690,57712,120137.0,17957657.0
2012-02-06,6890,6890,6490,6670,70967,119778.0,17957657.0
2012-02-07,6600,7120,6580,6790,171700,121932.0,17957657.0
2012-02-08,6690,6840,6600,6650,54084,119418.0,17957657.0
2012-02-09,6650,6800,6600,6780,82634,121753.0,17957657.0
2012-02-10,6710,6800,6550,6690,104444,120137.0,17957657.0
2012-02-13,6690,6750,6500,6580,68131,118161.0,17957657.0
2012-02-14,6630,6720,6550,6690,89968,120137.0,17957657.0
2012-02-15,6700,7690,6670,7690,508981,138094.0,17957657.0
2012-02-16,8080,8750,7750,8210,738514,147432.0,17957657.0
2012-02-17,8350,8410,7900,8350,355382,149946.0,17957657.0
2012-02-20,8360,8440,8010,8150,192668,146355.0,17957657.0
2012-02-21,8250,8330,8000,8220,185382,147612.0,17957657.0
2012-02-22,8300,8300,7920,8000,174704,143661.0,17957657.0
2012-02-23,8010,8330,7900,7990,139331,143482.0,17957657.0
2012-02-24,8000,8970,7930,8600,426230,154436.0,17957657.0
2012-02-27,8650,8900,8400,8690,255512,156052.0,17957657.0
2012-02-28,8970,8970,8660,8790,102264,157848.0,17957657.0
2012-02-29,8930,9760,8790,9430,284483,169341.0,17957657.0
2012-03-02,9820,10450,9510,10050,301901,180474.0,17957657.0
2012-03-05,10200,10350,9910,10000,165158,179577.0,17957657.0
2012-03-06,9910,10150,9510,10100,157471,181372.0,17957657.0
2012-03-07,9980,10450,9850,10350,169480,185862.0,17957657.0
2012-03-08,10500,10650,10100,10300,127054,184964.0,17957657.0
2012-03-09,10450,10500,9910,9910,121813,177960.0,17957657.0
2012-03-12,9900,10000,9400,9690,144818,174010.0,17957657.0
2012-03-13,9700,9800,9420,9500,99114,170598.0,17957657.0
2012-03-14,9510,9700,9150,9340,159009,167725.0,17957657.0
2012-03-15,9440,9440,8460,9000,445579,161619.0,17957657.0
2012-03-16,9160,10200,8650,9850,233734,176883.0,17957657.0
2012-03-19,9950,10250,9800,9870,220961,177242.0,17957657.0
2012-03-20,9800,9980,9620,9800,63993,175985.0,17957657.0
2012-03-21,9980,9980,9500,9520,85950,170957.0,17957657.0
2012-03-22,9740,9800,9410,9600,74791,172394.0,17957657.0
2012-03-23,9700,9870,9460,9790,62378,175805.0,17957657.0
2012-03-26,9980,10300,9690,9750,141165,175087.0,17957657.0
2012-03-27,9870,9940,9210,9210,132616,165390.0,17957657.0
2012-03-28,9200,9610,9010,9570,120816,171855.0,17957657.0
2012-03-29,9570,9680,9200,9420,74796,169240.0,17966058.0
2012-03-30,9490,9550,9230,9330,30369,167623.0,17966058.0
2012-04-02,9260,9520,9170,9230,53892,165827.0,17966058.0
2012-04-03,9200,9400,8980,9100,57173,163491.0,17966058.0
2012-04-04,9050,9200,8650,8800,72909,158101.0,17966058.0
2012-04-05,8650,9000,8650,8960,30911,160976.0,17966058.0
2012-04-06,9200,9240,8700,9030,17924,162234.0,17966058.0
2012-04-09,9090,9090,8700,8830,57294,158640.0,17966058.0
2012-04-10,8800,9060,8670,9000,45359,161695.0,17966058.0
2012-04-12,9070,9070,8700,8990,36821,161515.0,17966058.0
2012-04-13,9270,9280,8900,9080,24319,163132.0,17966058.0
2012-04-16,8810,9100,8800,9100,32731,163491.0,17966058.0
2012-04-17,9080,9080,8750,8900,47139,159898.0,17966058.0
2012-04-18,8810,8970,8710,8860,55502,159179.0,17966058.0
2012-04-19,8850,8980,8700,8790,19072,157922.0,17966058.0
2012-04-20,8780,8930,8610,8630,23321,155047.0,17966058.0
2012-04-23,8650,9090,8620,8860,46056,159179.0,17966058.0
2012-04-24,8890,8890,8730,8820,30892,158461.0,17966058.0
2012-04-25,8850,8940,8640,8640,37160,155227.0,17966058.0
2012-04-26,8850,9050,7350,7500,146413,134745.0,17966058.0
2012-04-27,7800,8100,7500,8000,69123,143728.0,17966058.0
2012-04-30,8060,8280,7600,8060,38274,144806.0,17966058.0
2012-05-02,8100,8100,7900,7970,33657,143189.0,17966058.0
2012-05-03,7990,8080,7610,7740,31580,139057.0,17966058.0
2012-05-04,7830,7830,7500,7700,43212,138339.0,17966058.0
2012-05-07,7740,8010,7510,7740,16027,139057.0,17966058.0
2012-05-08,7750,7930,7700,7910,24057,142112.0,17966058.0
2012-05-09,8000,8000,7710,7970,21743,143189.0,17966058.0
2012-05-10,8050,8070,7810,7930,27887,142471.0,17966058.0
2012-05-11,7950,8960,7900,8890,116016,159718.0,17966058.0
2012-05-14,8730,9050,8700,8980,65196,161335.0,17966058.0
2012-05-15,8750,9140,8750,8890,24340,159718.0,17966058.0
2012-05-16,8890,9020,8730,8850,22789,159000.0,17966058.0
2012-05-17,8890,8890,8400,8610,32756,154688.0,17966058.0
2012-05-18,8640,8640,8080,8350,23298,150017.0,17966058.0
2012-05-21,8490,8490,8010,8150,35728,146423.0,17966058.0
2012-05-22,8290,8290,7970,8270,52892,148579.0,17966058.0
2012-05-23,8270,8450,7940,8240,36791,148040.0,17966058.0
2012-05-24,8010,8200,7880,8020,38520,144088.0,17966058.0
2012-05-25,7930,8310,7930,8250,27428,148220.0,17966058.0
2012-05-29,8200,9400,8150,9100,103601,163491.0,17966058.0
2012-05-30,9180,9940,8950,9780,216506,175708.0,17966058.0
2012-05-31,10050,10150,9610,9990,137542,179481.0,17966058.0
2012-06-01,9990,11450,9990,11450,362814,205711.0,17966058.0
2012-06-04,12100,13150,11750,12500,440041,224576.0,17966058.0
2012-06-05,12850,13400,11850,12150,335455,218288.0,17966058.0
2012-06-07,12350,12700,12150,12500,185941,224576.0,17966058.0
2012-06-08,12850,12850,11900,11900,141417,213796.0,17966058.0
2012-06-11,11900,12700,11700,12300,104653,220983.0,17966058.0
2012-06-12,12050,12800,12050,12650,108618,227271.0,17966058.0
2012-06-13,12600,13500,12600,13500,177479,242542.0,17966058.0
2012-06-14,13700,15200,13600,14000,322656,251525.0,17966058.0
2012-06-15,14050,14950,13650,13950,171343,250627.0,17966058.0
2012-06-18,14200,14800,14000,14400,142175,258711.0,17966058.0
2012-06-19,14250,14750,14150,14750,97408,264999.0,17966058.0
2012-06-20,14900,15700,14800,15600,171048,280271.0,17966058.0
2012-06-21,15800,17350,15700,17250,258592,309915.0,17966058.0
2012-06-22,17350,17900,16800,17700,258710,317999.0,17966058.0
2012-06-25,17800,18850,17800,18650,199823,335067.0,17966058.0
2012-06-26,18700,18700,15900,16800,649402,301830.0,17966058.0
2012-06-27,17150,17950,16800,17200,177959,309016.0,17966058.0
2012-06-28,17600,17700,15300,15300,211975,274881.0,17966058.0
2012-06-29,15700,17400,13550,17200,539164,309016.0,17966058.0
2012-07-02,17950,18850,17250,18800,347808,337762.0,17966058.0
2012-07-03,19200,19750,18100,18600,197199,334169.0,17966058.0
2012-07-04,18250,18850,17650,18550,118672,333270.0,17966058.0
2012-07-05,18400,18700,17950,18400,77247,330575.0,17966058.0
2012-07-06,18050,18150,17400,18000,100367,323389.0,17966058.0
2012-07-09,18200,18200,16700,17000,90960,305423.0,17966058.0
2012-07-10,16950,17000,14600,15200,265421,273084.0,17966058.0
2012-07-11,14900,16150,13950,15600,246132,280271.0,17966058.0
2012-07-12,15850,15850,14900,15450,115407,277576.0,17966058.0
2012-07-13,15300,15650,14900,15150,61834,272186.0,17966058.0
2012-07-16,15150,15350,14500,15100,100713,271287.0,17966058.0
2012-07-17,15350,16650,14900,15900,182727,285660.0,17966058.0
2012-07-18,16200,16200,14800,15300,98245,274881.0,17966058.0
2012-07-19,15500,15700,14850,15050,42741,270389.0,17966058.0
2012-07-20,14850,15200,14250,14550,96916,261406.0,17966058.0
2012-07-23,14500,14500,13100,14100,146703,253321.0,17966058.0
2012-07-24,14100,14700,13700,13850,84647,248830.0,17966058.0
2012-07-25,13750,13800,12300,12400,180412,222779.0,17966058.0
2012-07-26,12300,14250,12200,14250,223264,256016.0,17966058.0
2012-07-27,14800,15600,14600,15200,169551,273084.0,17966058.0
2012-07-30,15500,15500,14400,14450,92328,259610.0,17966058.0
2012-07-31,14450,14950,13050,13800,176372,247932.0,17966058.0
2012-08-01,13450,14500,13400,14350,47611,257813.0,17966058.0
2012-08-02,14400,14550,13900,14300,36343,256915.0,17966058.0
2012-08-03,14200,14200,13550,13950,68912,250627.0,17966058.0
2012-08-06,14200,14200,13350,13600,46079,244338.0,17966058.0
2012-08-07,13600,13950,13050,13700,57245,246135.0,17966058.0
2012-08-08,13800,13950,13250,13600,81581,244338.0,17966058.0
2012-08-09,13650,13850,12750,13550,90232,243440.0,17966058.0
2012-08-10,13600,13700,13150,13250,51278,238050.0,17966058.0
2012-08-13,13450,14250,13300,14000,102297,251525.0,17966058.0
2012-08-14,14250,14450,13750,13950,56057,250627.0,17966058.0
2012-08-16,13950,14050,13700,14000,23642,251525.0,17966058.0
2012-08-17,14150,14600,13850,14600,93051,262304.0,17966058.0
2012-08-20,14700,14900,14100,14300,61846,256915.0,17966058.0
2012-08-21,14400,14400,13500,13500,84929,242542.0,17966058.0
2012-08-22,13450,13800,13150,13150,86044,236254.0,17966058.0
2012-08-23,13300,13950,13100,13100,97780,235355.0,17966058.0
2012-08-24,13200,13500,13050,13400,49179,240745.0,17966058.0
2012-08-27,13400,13600,13200,13400,46108,240745.0,17966058.0
2012-08-28,13400,13400,12850,13000,75450,233559.0,17966058.0
2012-08-29,13000,13350,12950,13000,40045,233559.0,17966058.0
2012-08-30,13200,13200,12500,12700,61802,228169.0,17966058.0
2012-08-31,12750,13150,12500,13050,55458,234457.0,17966058.0
2012-09-03,12950,13300,12700,12700,39260,228169.0,17966058.0
2012-09-04,12850,13050,12250,12500,73688,224576.0,17966058.0
2012-09-05,12300,12400,11100,12150,188974,218288.0,17966058.0
2012-09-06,12250,12400,11500,12000,53759,215593.0,17966058.0
2012-09-07,12000,12350,10350,11300,209602,203016.0,17966058.0
2012-09-10,11300,11500,9990,10000,239429,179661.0,17966058.0
2012-09-11,10050,11500,10050,11100,212110,199423.0,17966058.0
2012-09-12,11100,11500,10150,10950,110271,196728.0,17966058.0
2012-09-13,11000,11000,10400,10850,52367,194932.0,17966058.0
2012-09-14,10800,11700,10600,11250,161995,202118.0,17966058.0
2012-09-17,11200,11500,11150,11450,22351,205711.0,17966058.0
2012-09-18,11500,11500,11000,11300,47531,203016.0,17966058.0
2012-09-19,11250,11250,10950,11100,46704,199423.0,17966058.0
2012-09-20,11100,11350,10900,11350,27003,203915.0,17966058.0
2012-09-21,11400,11450,11150,11400,33590,204813.0,17966058.0
2012-09-24,11550,11550,11100,11350,34992,203915.0,17966058.0
2012-09-25,11200,13050,11200,13050,221410,234457.0,17966058.0
2012-09-26,13500,13650,12550,12550,192960,225474.0,17966058.0
2012-09-27,12600,13300,12400,13050,90946,234457.0,17966058.0
2012-09-28,12800,13650,12800,13350,84844,239847.0,17966058.0
2012-10-02,13150,14300,13150,14000,80073,251525.0,17966058.0
2012-10-04,14450,14700,13900,14600,106753,262304.0,17966058.0
2012-10-05,14750,15250,14300,14900,121150,267694.0,17966058.0
2012-10-08,14900,15250,14550,14650,74836,263203.0,17966058.0
2012-10-09,14500,14800,12500,13800,103927,247932.0,17966058.0
2012-10-10,14100,14100,12800,13000,80394,233559.0,17966058.0
2012-10-11,12850,14100,12700,14000,58549,251525.0,17966058.0
2012-10-12,14050,14500,13450,13800,37474,247932.0,17966058.0
2012-10-15,13650,13900,13000,13550,82446,243440.0,17966058.0
2012-10-16,13800,13800,12950,13000,45843,233559.0,17966058.0
2012-10-17,13200,13400,12950,13100,25188,235355.0,17966058.0
2012-10-18,13050,13300,12650,12900,35906,231762.0,17966058.0
2012-10-19,12950,12950,11350,12200,159094,219186.0,17966058.0
2012-10-22,12200,12300,11500,12200,63240,219186.0,17966058.0
2012-10-23,12200,13250,12000,13000,56853,233559.0,17966058.0
2012-10-24,13250,13250,12400,12700,47453,228169.0,17966058.0
2012-10-25,12700,12950,12050,12750,27522,229067.0,17966058.0
2012-10-26,12950,13000,12150,13000,29038,233559.0,17966058.0
2012-10-29,13000,13200,12300,12350,23834,221881.0,17966058.0
2012-10-30,11850,12400,11850,12150,26747,218288.0,17966058.0
2012-10-31,12300,12650,12300,12500,7727,224576.0,17966058.0
2012-11-01,12350,12550,11950,12000,34035,215593.0,17966058.0
2012-11-02,12000,12600,11850,12250,24432,220084.0,17966058.0
2012-11-05,12300,12400,12000,12300,13978,220983.0,17966058.0
2012-11-06,12400,12550,12100,12250,14107,220084.0,17966058.0
2012-11-07,12250,12350,11750,11800,70477,211999.0,17966058.0
2012-11-08,11800,12050,11600,11950,56984,214694.0,17966058.0
2012-11-09,12000,12000,11400,11800,54386,211999.0,17966058.0
2012-11-12,11600,11850,11400,11800,41726,213014.0,18052054.0
2012-11-13,11800,11850,11200,11200,31982,202183.0,18052054.0
2012-11-14,11450,11500,10800,11150,44374,201280.0,18052054.0
2012-11-15,10700,11350,10550,11200,30173,202183.0,18052054.0
2012-11-16,11350,11800,11100,11300,17296,203988.0,18052054.0
2012-11-19,10950,11600,10950,11600,30672,209404.0,18052054.0
2012-11-20,11600,11850,11350,11500,29115,207599.0,18052054.0
2012-11-21,11600,11600,10950,11300,44830,203988.0,18052054.0
2012-11-22,11300,11300,10750,11050,32926,199475.0,18052054.0
2012-11-23,10950,11150,10600,11100,34903,200378.0,18052054.0
2012-11-26,11100,11100,10800,10900,17589,196767.0,18052054.0
2012-11-27,10800,10800,10250,10500,63121,189547.0,18052054.0
2012-11-28,10700,10800,10250,10500,41109,189547.0,18052054.0
2012-11-29,10350,11250,10350,10700,43784,193157.0,18052054.0
2012-11-30,10900,12300,10800,12300,158605,222040.0,18052054.0
2012-12-03,12550,13100,12100,12400,123348,223845.0,18052054.0
2012-12-04,12450,13000,11900,12900,73340,232871.0,18052054.0
2012-12-05,12950,13900,12650,12950,220156,233774.0,18052054.0
2012-12-06,13000,13450,12900,13100,56828,236482.0,18052054.0
2012-12-07,13100,13350,12600,12700,43620,229261.0,18052054.0
2012-12-10,12650,12900,12000,12000,59814,216625.0,18052054.0
2012-12-11,12200,13150,12200,12800,138526,231066.0,18052054.0
2012-12-12,12950,13000,12450,12800,38548,231066.0,18052054.0
2012-12-13,12700,12750,12250,12350,63996,222943.0,18052054.0
2012-12-14,12400,12550,11500,12000,109274,216625.0,18052054.0
2012-12-17,12100,12100,11450,11700,49634,215958.0,18457976.0
2012-12-18,11000,11300,10700,10700,134453,197500.0,18457976.0
2012-12-20,10950,11750,10700,11250,95127,207652.0,18457976.0
2012-12-21,11350,11350,10500,10600,81925,195655.0,18457976.0
2012-12-24,10100,10700,10100,10300,81930,190117.0,18457976.0
2012-12-26,10500,10600,9690,9690,181624,178858.0,18457976.0
2012-12-27,9620,10250,9620,9960,67345,183841.0,18457976.0
2012-12-28,9710,10000,9710,9950,29807,183657.0,18457976.0
2013-01-02,9940,10200,9910,10000,39089,184580.0,18457976.0
2013-01-03,10100,10150,9920,9950,28296,183657.0,18457976.0
2013-01-04,11150,11400,11050,11400,106017,210421.0,18457976.0
2013-01-07,11750,12550,11050,11900,284484,219650.0,18457976.0
2013-01-08,11900,12200,11550,12200,72656,225187.0,18457976.0
2013-01-09,12150,12300,11600,11700,67887,215958.0,18457976.0
2013-01-10,12200,12350,11700,12150,131226,224264.0,18457976.0
2013-01-11,12150,12250,11850,12000,69291,221496.0,18457976.0
2013-01-14,12200,12200,11350,11500,69508,212267.0,18457976.0
2013-01-15,11550,11800,11150,11650,53352,215035.0,18457976.0
2013-01-16,11550,12100,11250,12000,66783,221496.0,18457976.0
2013-01-17,11800,11950,11350,11700,27802,215958.0,18457976.0
2013-01-18,11750,11750,11400,11650,11398,215035.0,18457976.0
2013-01-21,11450,11650,11250,11250,29187,207652.0,18457976.0
2013-01-22,11050,11450,10700,10700,54644,197500.0,18457976.0
2013-01-23,10750,11200,10650,10950,49436,202115.0,18457976.0
2013-01-24,10800,11000,10550,10950,40276,202115.0,18457976.0
2013-01-25,10800,10950,10550,10950,16260,202115.0,18457976.0
2013-01-28,10750,10950,10400,10450,33359,192886.0,18457976.0
2013-01-29,10450,10700,10400,10500,26531,193809.0,18457976.0
2013-01-30,10700,10700,10350,10600,19784,195655.0,18457976.0
2013-01-31,10600,10700,10300,10700,21681,197500.0,18457976.0
2013-02-01,10700,10750,10350,10550,24831,194732.0,18457976.0
2013-02-04,10650,10750,10300,10350,22435,191040.0,18457976.0
2013-02-05,10300,10450,9920,10050,75394,185503.0,18457976.0
2013-02-06,9900,10250,9900,10150,33237,187348.0,18457976.0
2013-02-07,10200,11450,10200,10950,103430,202115.0,18457976.0
2013-02-08,10900,11100,10650,10900,24985,201192.0,18457976.0
2013-02-12,11000,11150,10650,10950,35340,202115.0,18457976.0
2013-02-13,11150,11150,10600,10800,20690,199346.0,18457976.0
2013-02-14,10800,10800,10550,10800,12976,199346.0,18457976.0
2013-02-15,10800,11000,10500,10700,27354,197500.0,18457976.0
2013-02-18,10650,10700,10350,10450,35491,192886.0,18457976.0
2013-02-19,10600,10600,10250,10500,39167,193809.0,18457976.0
2013-02-20,10500,11000,10400,10650,46372,196577.0,18457976.0
2013-02-21,10550,10800,10500,10750,23154,198423.0,18457976.0
2013-02-22,10950,10950,10250,10450,39786,192886.0,18457976.0
2013-02-25,10450,10500,10050,10350,35338,191040.0,18457976.0
2013-02-26,10350,10800,10200,10600,53387,195655.0,18457976.0
2013-02-27,10600,10800,10350,10500,37458,193809.0,18457976.0
2013-02-28,10550,11100,10300,10950,66301,202115.0,18457976.0
2013-03-04,10950,10950,10600,10800,21279,199346.0,18457976.0
2013-03-05,10800,10900,10450,10700,66211,197500.0,18457976.0
2013-03-06,10450,10600,10400,10500,34463,193809.0,18457976.0
2013-03-07,10850,11250,10500,10650,50254,196577.0,18457976.0
2013-03-08,10850,10850,10200,10350,77505,191040.0,18457976.0
2013-03-11,10400,10500,10100,10500,28832,193809.0,18457976.0
2013-03-12,10500,10750,10400,10500,57218,193809.0,18457976.0
2013-03-13,10400,10550,10250,10500,29768,193809.0,18457976.0
2013-03-14,10500,10700,10350,10600,38369,195655.0,18457976.0
2013-03-15,10650,11200,10450,11100,110237,204884.0,18457976.0
2013-03-18,11250,11250,10750,10850,40591,200269.0,18457976.0
2013-03-19,10850,10950,10650,10800,29711,199346.0,18457976.0
2013-03-20,10550,10800,10500,10650,41094,196577.0,18457976.0
2013-03-21,10700,10700,10450,10600,29110,195655.0,18457976.0
2013-03-22,10600,10750,10450,10650,34922,196577.0,18457976.0
2013-03-25,10650,10850,10250,10450,49581,192886.0,18457976.0
2013-03-26,10500,10700,10500,10700,28387,197500.0,18457976.0
2013-03-27,10700,10700,10400,10450,28062,192886.0,18457976.0
2013-03-28,10650,10650,10450,10550,18885,194732.0,18457976.0
2013-03-29,10550,10650,10450,10550,23867,194732.0,18457976.0
2013-04-01,10550,10600,10300,10400,40670,191963.0,18457976.0
2013-04-02,10400,10600,10100,10350,42721,191040.0,18457976.0
2013-04-03,10350,10500,10150,10350,32594,191040.0,18457976.0
2013-04-04,10400,10400,9910,10350,47580,191040.0,18457976.0
2013-04-05,10450,10450,9990,10200,39222,188271.0,18457976.0
2013-04-08,10200,10300,9980,10200,30466,188271.0,18457976.0
2013-04-09,10150,10250,10000,10050,31945,185503.0,18457976.0
2013-04-10,10200,10200,9980,10150,22725,187348.0,18457976.0
2013-04-11,10200,10300,10000,10100,23333,186426.0,18457976.0
2013-04-12,10200,10250,10000,10100,24153,186426.0,18457976.0
2013-04-15,10200,10200,10000,10100,11805,186426.0,18457976.0
2013-04-16,10000,10900,10000,10600,73119,195655.0,18457976.0
2013-04-17,10550,10650,10300,10400,34160,191963.0,18457976.0
2013-04-18,10400,10500,10200,10350,27967,191040.0,18457976.0
2013-04-19,10350,10350,10100,10250,29344,189194.0,18457976.0
2013-04-22,10100,10300,10050,10200,28057,188271.0,18457976.0
2013-04-23,10200,10200,9990,10050,43205,185503.0,18457976.0
2013-04-24,10050,10300,10000,10100,56771,186426.0,18457976.0
2013-04-25,10200,10250,9990,10000,51231,184580.0,18457976.0
2013-04-26,9970,10100,9920,10000,29311,184580.0,18457976.0
2013-04-29,10000,10000,9830,9930,60009,183288.0,18457976.0
2013-04-30,10000,10400,9930,10250,61183,189194.0,18457976.0
2013-05-02,10400,11750,10200,11500,265516,212267.0,18457976.0
2013-05-03,11300,12000,11050,11550,121521,213190.0,18457976.0
2013-05-06,11750,11900,11350,11550,53389,213190.0,18457976.0
2013-05-07,11600,11750,11100,11300,56174,208575.0,18457976.0
2013-05-08,11300,11600,11250,11600,45546,214113.0,18457976.0
2013-05-09,11750,11750,11300,11300,53005,208575.0,18457976.0
2013-05-10,11300,11500,11250,11400,24408,210421.0,18457976.0
2013-05-13,11550,11900,11450,11550,28705,213190.0,18457976.0
2013-05-14,11600,11600,11400,11400,27077,210421.0,18457976.0
2013-05-15,11400,11500,11100,11350,39457,209498.0,18457976.0
2013-05-16,11500,11550,11050,11150,55902,205806.0,18457976.0
2013-05-20,11150,11400,10950,11350,38834,209498.0,18457976.0
2013-05-21,11400,11550,11350,11400,25120,210421.0,18457976.0
2013-05-22,11500,11500,11200,11400,29711,210421.0,18457976.0
2013-05-23,11450,11450,11150,11150,23645,205806.0,18457976.0
2013-05-24,11150,11450,11150,11400,50758,210421.0,18457976.0
2013-05-27,11250,11700,11250,11650,46529,215035.0,18457976.0
2013-05-28,11650,12950,11500,12900,150181,238108.0,18457976.0
2013-05-29,12750,13000,12500,12750,86267,235339.0,18457976.0
2013-05-30,12800,13300,12600,12650,86436,233493.0,18457976.0
2013-05-31,12900,12900,12550,12700,28304,234416.0,18457976.0
2013-06-03,12550,12950,12400,12600,54848,232570.0,18457976.0
2013-06-04,12550,12600,11550,11900,91556,219650.0,18457976.0
2013-06-05,11650,11900,11400,11700,31050,215958.0,18457976.0
2013-06-07,11600,11700,11150,11300,30906,208575.0,18457976.0
2013-06-10,11350,11550,10500,10800,94817,199346.0,18457976.0
2013-06-11,10600,11050,10600,10850,24018,200269.0,18457976.0
2013-06-12,10900,10950,10550,10600,34420,195655.0,18457976.0
2013-06-13,10800,10800,10250,10250,38316,189194.0,18457976.0
2013-06-14,10400,10700,10400,10650,14779,196577.0,18457976.0
2013-06-17,10650,10800,10350,10400,26344,191963.0,18457976.0
2013-06-18,10500,10850,10450,10550,20331,194732.0,18457976.0
2013-06-19,10700,10700,10500,10700,17874,197500.0,18457976.0
2013-06-20,10450,10650,10300,10500,27968,193809.0,18457976.0
2013-06-21,10500,10600,10050,10600,40323,195655.0,18457976.0
2013-06-24,10650,10700,10450,10650,12236,196577.0,18457976.0
2013-06-25,10600,10700,9970,10050,60403,185503.0,18457976.0
2013-06-26,10050,10350,10050,10250,27514,189194.0,18457976.0
2013-06-27,10250,10550,10250,10500,22171,195284.0,18598498.0
2013-06-28,10650,10650,10300,10450,10555,194354.0,18598498.0
2013-07-01,10450,10500,10150,10400,21325,193424.0,18598498.0
2013-07-02,10450,10450,10200,10400,9891,193424.0,18598498.0
2013-07-03,10400,10500,10100,10350,34096,192494.0,18598498.0
2013-07-04,10350,10700,10350,10600,19581,197144.0,18598498.0
2013-07-05,10700,10800,10500,10550,20264,196214.0,18598498.0
2013-07-08,10600,10700,10300,10400,20839,193424.0,18598498.0
2013-07-09,10500,10750,10250,10700,29176,199004.0,18598498.0
2013-07-10,10750,10850,10350,10550,23139,196214.0,18598498.0
2013-07-11,10600,10600,10400,10550,23894,196214.0,18598498.0
2013-07-12,10600,10600,10350,10500,20113,195284.0,18598498.0
2013-07-15,10650,11850,10400,11450,168480,212953.0,18598498.0
2013-07-16,11500,11500,10900,11050,109929,205513.0,18598498.0
2013-07-17,10950,11200,10750,11000,45024,204583.0,18598498.0
2013-07-18,10900,11150,10600,10600,44797,197144.0,18598498.0
2013-07-19,10750,10900,10600,10750,25741,199934.0,18598498.0
2013-07-22,10850,10900,10600,10850,6965,201794.0,18598498.0
2013-07-23,10850,10850,10600,10750,29607,199934.0,18598498.0
2013-07-24,10750,10800,10500,10500,35294,195284.0,18598498.0
2013-07-25,10500,10550,10000,10250,93894,190635.0,18598498.0
2013-07-26,10200,10450,10100,10400,27464,193424.0,18598498.0
2013-07-29,10350,10450,10200,10300,25099,191565.0,18598498.0
2013-07-30,10300,10400,10000,10250,26504,190635.0,18598498.0
2013-07-31,10200,10350,10100,10300,21120,192055.0,18646135.0
2013-08-01,10400,10450,10000,10200,36985,190191.0,18646135.0
2013-08-02,10200,10300,10100,10100,23784,188326.0,18646135.0
2013-08-05,10200,10200,9900,10100,56874,188326.0,18646135.0
