바이오스마트(038460),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-04-24,5230,5440,5120,5320,1258748,79253.0,14897200.0
2015-04-27,5470,6110,5460,6110,3042053,91022.0,14897200.0
2015-04-28,6000,6420,5540,5700,3440586,84914.0,14897200.0
2015-04-29,5700,5730,4970,5200,2074590,77465.0,14897200.0
2015-04-30,5200,5340,5010,5030,910670,74933.0,14897200.0
2015-05-04,4930,5030,4450,4570,1189238,68080.0,14897200.0
2015-05-06,4570,4860,4225,4570,1513602,68080.0,14897200.0
2015-05-07,4580,4720,4405,4690,970356,70348.0,14999659.0
2015-05-08,4615,4665,4555,4565,762193,68473.0,14999659.0
2015-05-11,4750,4875,4615,4750,1313670,71248.0,14999659.0
2015-05-12,4845,4845,4570,4600,620913,71001.0,15435009.0
2015-05-13,4685,4685,4440,4555,682693,70306.0,15435009.0
2015-05-14,4600,5220,4530,4970,2338532,76712.0,15435009.0
2015-05-15,4970,5250,4850,5040,1224715,77792.0,15435009.0
2015-05-18,5130,5510,5040,5260,2026985,81188.0,15435009.0
2015-05-19,5340,5440,4975,5030,1161519,77638.0,15435009.0
2015-05-20,5080,5290,5000,5240,1020630,80879.0,15435009.0
2015-05-21,5200,5670,5110,5520,2263550,85201.0,15435009.0
2015-05-22,6340,6340,6340,6340,349573,97858.0,15435009.0
2015-05-26,7290,7290,7290,7290,35304,112521.0,15435009.0
2015-05-27,8380,8380,8340,8380,2667277,129345.0,15435009.0
2015-05-28,9300,9630,8870,9630,4059187,148639.0,15435009.0
2015-05-29,10100,11050,9920,11050,1823519,170557.0,15435009.0
2015-06-01,12100,12700,11250,12700,4106539,196025.0,15435009.0
2015-06-02,0,0,0,12700,0,196025.0,15435009.0
2015-06-03,11800,14500,11600,12700,1661950,196025.0,15435009.0
2015-06-04,12850,14600,12850,14600,873853,225351.0,15435009.0
2015-06-05,14000,15500,14000,15400,824287,251108.0,16305709.0
2015-06-08,16400,17400,14500,14500,801290,236433.0,16305709.0
2015-06-09,14200,15450,13350,15450,820392,256672.0,16613085.0
2015-06-10,15800,16000,14500,15500,489856,257503.0,16613085.0
2015-06-11,15500,15800,13250,13500,1491081,224277.0,16613085.0
2015-06-12,13000,13250,11500,11500,3139077,191050.0,16613085.0
2015-06-15,11250,12250,10800,12150,2358150,201849.0,16613085.0
2015-06-16,12200,13150,11500,12950,1483999,215139.0,16613085.0
2015-06-17,13800,14600,12850,13200,1354259,219293.0,16613085.0
2015-06-18,13100,15900,12950,15900,3586891,264148.0,16613085.0
2015-06-19,16200,17400,14650,15300,2859536,254180.0,16613085.0
2015-06-22,15500,16200,14750,16200,1251050,269132.0,16613085.0
2015-06-23,16650,20200,15750,18250,5848729,303189.0,16613085.0
2015-06-24,18000,19100,17400,18700,2002508,310665.0,16613085.0
2015-06-25,18300,18800,17600,17600,1201013,292390.0,16613085.0
2015-06-26,17200,18100,16400,16700,1619457,277439.0,16613085.0
2015-06-29,15900,17000,15750,15750,1094315,261656.0,16613085.0
2015-06-30,15750,17500,15500,16450,1614133,273285.0,16613085.0
2015-07-01,16950,17100,16250,16500,716410,274116.0,16613085.0
2015-07-02,16750,16850,15050,15350,1439863,255011.0,16613085.0
2015-07-03,15650,16300,15350,15900,819921,264148.0,16613085.0
2015-07-06,15300,15650,14050,14350,888044,238398.0,16613085.0
2015-07-07,14750,15150,12850,13500,1166780,224277.0,16613085.0
2015-07-08,13950,14600,13200,14400,887849,239228.0,16613085.0
2015-07-09,13750,14000,12650,13500,891555,224277.0,16613085.0
2015-07-10,13650,14200,13500,13650,530686,226769.0,16613085.0
2015-07-13,13300,14100,12700,13950,660310,231753.0,16613085.0
2015-07-14,14250,14950,13900,14000,831315,232583.0,16613085.0
2015-07-15,14200,14300,13450,13650,595000,226769.0,16613085.0
2015-07-16,13650,13650,12950,13350,622426,221785.0,16613085.0
2015-07-17,13150,13200,12000,12350,943249,205172.0,16613085.0
2015-07-20,12350,12750,12150,12400,526273,206002.0,16613085.0
2015-07-21,12550,12600,11850,12000,490282,199357.0,16613085.0
2015-07-22,12000,13800,11850,12850,1811030,213478.0,16613085.0
2015-07-23,13000,13050,12400,12800,435376,212647.0,16613085.0
2015-07-24,12650,12850,12000,12100,518374,201018.0,16613085.0
2015-07-27,12300,12500,11950,12050,383535,200188.0,16613085.0
2015-07-28,11600,11800,11000,11500,606204,191050.0,16613085.0
2015-07-29,11550,12150,10750,10800,557205,179421.0,16613085.0
2015-07-30,10550,11000,9770,9770,994112,162310.0,16613085.0
2015-07-31,10000,10400,9530,10250,870086,170284.0,16613085.0
2015-08-03,10250,10300,9300,9450,488627,156994.0,16613085.0
2015-08-04,9240,9790,9080,9720,638765,161479.0,16613085.0
2015-08-05,9730,11050,9580,10200,1569427,169453.0,16613085.0
2015-08-06,10250,10300,9880,9920,627929,164802.0,16613085.0
2015-08-07,9800,10250,9700,10150,351352,168623.0,16613085.0
2015-08-10,10150,10200,9850,9850,218678,163639.0,16613085.0
2015-08-11,9930,10350,9650,9750,495516,161978.0,16613085.0
2015-08-12,9560,9670,8420,8890,943591,147690.0,16613085.0
2015-08-13,8890,9290,8730,9130,384825,151677.0,16613085.0
2015-08-17,9100,9110,8490,8490,365520,141045.0,16613085.0
2015-08-18,8490,8600,7150,7600,1406610,126259.0,16613085.0
2015-08-19,7500,7600,6930,7380,660636,122605.0,16613085.0
2015-08-20,7380,7510,7000,7000,510375,116292.0,16613085.0
2015-08-21,6380,6870,6260,6610,720421,109812.0,16613085.0
2015-08-24,6510,7190,6470,6690,738274,111142.0,16613085.0
2015-08-25,7040,7410,6800,7270,1215780,120777.0,16613085.0
2015-08-26,7260,7970,7140,7580,1565949,125927.0,16613085.0
2015-08-27,7700,8340,7550,7770,1164183,129084.0,16613085.0
2015-08-28,8070,8190,7510,7800,719103,129582.0,16613085.0
2015-08-31,7740,7800,7450,7720,367005,128253.0,16613085.0
2015-09-01,7920,9890,7820,9490,6371630,157658.0,16613085.0
2015-09-02,9350,11300,8720,10400,5229665,172776.0,16613085.0
2015-09-03,10700,10950,9990,10100,1674188,167792.0,16613085.0
2015-09-04,10050,10450,9050,9130,1429121,151677.0,16613085.0
2015-09-07,9030,10050,8730,9400,1770068,156163.0,16613085.0
2015-09-08,9450,10300,9410,10300,1798830,171115.0,16613085.0
2015-09-09,12750,12900,11250,11650,4089112,193542.0,16613085.0
2015-09-10,11400,11500,10850,11400,1667797,189389.0,16613085.0
2015-09-11,11250,11750,10550,10550,1257201,175268.0,16613085.0
2015-09-14,10800,11250,10550,11150,1090857,185236.0,16613085.0
2015-09-15,11400,11600,10600,10700,842685,177760.0,16613085.0
2015-09-16,10900,11100,10150,10300,1110808,171115.0,16613085.0
2015-09-17,10550,10600,9810,9920,1244844,164802.0,16613085.0
2015-09-18,10100,10500,9500,10500,1132173,174437.0,16613085.0
2015-09-21,10200,10300,9900,10000,770498,166131.0,16613085.0
2015-09-22,10250,11350,10050,10850,2336677,180252.0,16613085.0
2015-09-23,10600,11550,10500,10650,1297829,176929.0,16613085.0
2015-09-24,10900,11900,10850,11700,3605899,194373.0,16613085.0
2015-09-25,11800,12350,11100,11500,1836230,191050.0,16613085.0
2015-09-30,11550,11950,11250,11950,1067861,198526.0,16613085.0
2015-10-01,12050,12100,11500,11550,791379,191881.0,16613085.0
2015-10-02,11700,11700,10950,11000,776061,182744.0,16613085.0
2015-10-05,11150,11350,10150,10250,1436108,170284.0,16613085.0
2015-10-06,10250,10450,9340,9360,1667397,155498.0,16613085.0
2015-10-07,9260,9360,8790,9000,890320,149518.0,16613085.0
2015-10-08,9030,9430,8900,9000,697809,149518.0,16613085.0
2015-10-12,9030,9070,8600,8600,546767,142873.0,16613085.0
2015-10-13,8830,9140,8690,8800,599241,146195.0,16613085.0
2015-10-14,8720,8780,8290,8290,551936,137722.0,16613085.0
2015-10-15,8280,8990,8270,8840,595440,146860.0,16613085.0
2015-10-16,8930,9170,8500,8620,577686,143205.0,16613085.0
2015-10-19,8580,8850,8460,8770,269296,145697.0,16613085.0
2015-10-20,8860,8910,8640,8820,327237,146527.0,16613085.0
2015-10-21,9060,9390,8830,8830,785614,146694.0,16613085.0
2015-10-22,8830,8830,8310,8310,450092,138055.0,16613085.0
2015-10-23,8390,8440,8000,8010,316886,133071.0,16613085.0
2015-10-26,8110,8480,7860,8230,533807,136726.0,16613085.0
2015-10-27,8310,8330,8060,8200,210960,136227.0,16613085.0
2015-10-28,8140,8760,8080,8400,500514,139550.0,16613085.0
2015-10-29,8450,8530,8190,8200,200422,136227.0,16613085.0
2015-10-30,8060,8150,7710,7710,369811,128087.0,16613085.0
2015-11-02,7600,7910,7410,7700,258709,127921.0,16613085.0
2015-11-03,7720,7870,7630,7730,164978,128419.0,16613085.0
2015-11-04,7730,7790,7500,7650,151465,127090.0,16613085.0
2015-11-05,7580,8290,7500,8140,535107,135231.0,16613085.0
2015-11-06,8090,8130,7790,7920,317262,131576.0,16613085.0
2015-11-09,7950,8000,7100,7240,332556,120279.0,16613085.0
2015-11-10,7000,7400,6860,7020,268301,116624.0,16613085.0
2015-11-11,7000,7350,7000,7260,184660,120611.0,16613085.0
2015-11-12,7250,7610,7130,7360,188214,122272.0,16613085.0
2015-11-13,7370,8440,7030,7930,1100361,131742.0,16613085.0
2015-11-16,7800,8250,7530,7680,279001,127588.0,16613085.0
2015-11-17,7850,8040,7680,7920,214532,131576.0,16613085.0
2015-11-18,8200,8690,8030,8050,903095,133735.0,16613085.0
2015-11-19,8150,8230,8000,8020,241993,133237.0,16613085.0
2015-11-20,8200,8330,8050,8070,263538,134068.0,16613085.0
2015-11-23,8140,8390,7880,8390,401457,139384.0,16613085.0
2015-11-24,8450,8740,8330,8380,579635,139218.0,16613085.0
2015-11-25,8400,8450,8200,8260,237352,137224.0,16613085.0
2015-11-26,8270,8470,8170,8190,286976,136061.0,16613085.0
2015-11-27,8220,8240,7870,7940,318199,131908.0,16613085.0
2015-11-30,7910,7980,7540,7570,266954,125761.0,16613085.0
2015-12-01,7650,7840,7600,7640,199740,126924.0,16613085.0
2015-12-02,7670,7760,7300,7300,270729,121276.0,16613085.0
2015-12-03,7230,7460,7060,7420,175010,123269.0,16613085.0
2015-12-04,7360,7360,7120,7160,162199,118950.0,16613085.0
2015-12-07,7220,7250,7100,7150,116505,118784.0,16613085.0
2015-12-08,7120,7150,6790,6800,282839,112969.0,16613085.0
2015-12-09,6740,7030,6410,6620,224965,109979.0,16613085.0
2015-12-10,6500,6670,6200,6300,327192,104662.0,16613085.0
2015-12-11,6320,6530,6300,6450,159871,107154.0,16613085.0
2015-12-14,6230,6350,5800,5900,280576,98017.0,16613085.0
2015-12-15,5900,6060,5870,5960,171695,99014.0,16613085.0
2015-12-16,6040,7440,6040,6860,1953510,113966.0,16613085.0
2015-12-17,6990,7380,6870,7050,768488,117122.0,16613085.0
2015-12-18,6880,7140,6780,7000,266999,116292.0,16613085.0
2015-12-21,7000,7380,6960,7290,376827,121109.0,16613085.0
2015-12-22,7520,7520,6900,6940,432744,115295.0,16613085.0
2015-12-23,6940,7290,6750,7000,339710,116292.0,16613085.0
2015-12-24,7010,7160,6900,7000,226502,116292.0,16613085.0
2015-12-28,7000,7180,6920,7170,347687,119116.0,16613085.0
2015-12-29,7180,7390,7130,7350,376529,122106.0,16613085.0
2015-12-30,7350,7370,7150,7190,261634,119448.0,16613085.0
2016-01-04,7190,7230,6760,6760,323620,112304.0,16613085.0
2016-01-05,6680,6710,6480,6640,352926,110311.0,16613085.0
2016-01-06,6650,7180,6600,7040,556283,116956.0,16613085.0
2016-01-07,7040,8000,6910,7640,1706474,126924.0,16613085.0
2016-01-08,7620,7630,7250,7600,590138,126259.0,16613085.0
2016-01-11,7570,8150,7430,7890,1172097,131077.0,16613085.0
2016-01-12,7880,8080,7460,7460,498390,123934.0,16613085.0
2016-01-13,7700,7720,7510,7550,239427,125429.0,16613085.0
2016-01-14,7400,7650,7260,7620,265823,126592.0,16613085.0
2016-01-15,7750,7800,7290,7290,276413,121109.0,16613085.0
2016-01-18,7070,7670,6970,7410,311237,123103.0,16613085.0
2016-01-19,7420,8000,7320,7890,1138613,131077.0,16613085.0
2016-01-20,7830,8490,7790,8280,2434559,137556.0,16613085.0
2016-01-21,8280,9080,8250,8550,2765604,142042.0,16613085.0
2016-01-22,8860,9130,8460,8550,1376269,142042.0,16613085.0
2016-01-25,8580,8860,8360,8400,734517,139550.0,16613085.0
2016-01-26,8390,8650,8090,8100,571136,134566.0,16613085.0
2016-01-27,8240,8290,7750,7830,702450,130080.0,16613085.0
2016-01-28,7800,8480,7770,8460,877813,140547.0,16613085.0
2016-01-29,8500,8640,8210,8300,531726,137889.0,16613085.0
2016-02-01,8360,8430,7950,7960,515441,132240.0,16613085.0
2016-02-02,8030,8300,7980,8250,463569,137058.0,16613085.0
2016-02-03,8100,8250,7990,8010,284219,133071.0,16613085.0
2016-02-04,8030,8330,7980,8310,428891,138055.0,16613085.0
2016-02-05,8370,8590,8120,8150,851359,135397.0,16613085.0
2016-02-11,7750,7840,7070,7070,608542,117455.0,16613085.0
2016-02-12,6940,7130,5790,6040,1093666,100343.0,16613085.0
2016-02-15,6100,6440,6100,6380,458582,105991.0,16613085.0
2016-02-16,6380,6770,6380,6770,275506,112471.0,16613085.0
2016-02-17,6920,6920,6350,6350,408042,105493.0,16613085.0
2016-02-18,6450,6560,6420,6550,251229,108816.0,16613085.0
2016-02-19,6510,6740,6350,6650,224714,110477.0,16613085.0
2016-02-22,6680,6710,6550,6630,184038,110145.0,16613085.0
2016-02-23,6690,6720,6350,6360,269382,105659.0,16613085.0
2016-02-24,6390,6590,6350,6460,157186,107321.0,16613085.0
2016-02-25,6470,6880,6460,6600,498428,109646.0,16613085.0
2016-02-26,6680,6760,6520,6580,227460,109314.0,16613085.0
2016-02-29,6780,6840,6630,6650,352479,110477.0,16613085.0
2016-03-02,6740,6830,6660,6700,198310,111308.0,16613085.0
2016-03-03,6780,6790,6480,6560,255993,108982.0,16613085.0
2016-03-04,6550,6630,6420,6590,226345,109480.0,16613085.0
2016-03-07,6630,7050,6530,6850,656868,113800.0,16613085.0
2016-03-08,6950,7030,6700,6820,343642,113301.0,16613085.0
2016-03-09,6810,6970,6760,6930,229735,115129.0,16613085.0
2016-03-10,6980,7050,6840,6920,198182,114963.0,16613085.0
2016-03-11,6930,6950,6790,6820,168195,113301.0,16613085.0
2016-03-14,6850,6850,6720,6730,170461,111806.0,16613085.0
2016-03-15,6750,6950,6730,6800,198442,112969.0,16613085.0
2016-03-16,6870,7120,6800,7000,486146,116292.0,16613085.0
2016-03-17,7100,7100,6880,6920,201165,114963.0,16613085.0
2016-03-18,7030,7050,6860,6930,172607,115129.0,16613085.0
2016-03-21,6980,7110,6900,6930,255642,115129.0,16613085.0
2016-03-22,6940,7290,6890,7260,460689,120611.0,16613085.0
2016-03-23,7290,7300,7000,7000,364020,116292.0,16613085.0
2016-03-24,6970,7000,6770,6800,256029,112969.0,16613085.0
2016-03-25,6780,6870,6620,6640,249966,110311.0,16613085.0
2016-03-28,6610,6760,6590,6610,180690,109812.0,16613085.0
2016-03-29,6610,6720,6590,6670,176471,110809.0,16613085.0
2016-03-30,6730,6760,6660,6670,117844,110809.0,16613085.0
2016-03-31,6670,6750,6630,6650,129961,110477.0,16613085.0
2016-04-01,6690,6690,6550,6560,224959,108982.0,16613085.0
2016-04-04,6570,6620,6410,6440,182925,106988.0,16613085.0
2016-04-05,6440,6490,6320,6440,155823,106988.0,16613085.0
2016-04-06,6480,6630,6400,6590,252138,109480.0,16613085.0
2016-04-07,6580,6590,6400,6450,241383,107154.0,16613085.0
2016-04-08,6470,6470,6230,6400,273427,106324.0,16613085.0
2016-04-11,6440,6540,6370,6400,144469,106324.0,16613085.0
2016-04-12,6370,6510,6370,6420,137516,106656.0,16613085.0
2016-04-14,6420,6570,6370,6540,181179,108650.0,16613085.0
2016-04-15,6540,6700,6530,6660,220162,110643.0,16613085.0
2016-04-18,6620,6760,6570,6620,197732,109979.0,16613085.0
2016-04-19,6660,6780,6600,6750,178959,112138.0,16613085.0
2016-04-20,6760,6930,6600,6620,253932,109979.0,16613085.0
2016-04-21,6640,6730,6590,6720,127047,111640.0,16613085.0
2016-04-22,6680,6840,6620,6790,209873,112803.0,16613085.0
2016-04-25,6810,7050,6810,6900,494866,114630.0,16613085.0
2016-04-26,6900,7280,6830,7080,676390,117621.0,16613085.0
2016-04-27,7140,7250,6940,6990,400840,116507.0,16667610.0
2016-04-28,7150,7190,6970,7040,172056,117340.0,16667610.0
2016-04-29,7040,7100,6860,6930,132954,115507.0,16667610.0
2016-05-02,7340,8990,7230,8700,12975285,145008.0,16667610.0
2016-05-03,8400,8760,8000,8110,4124298,135174.0,16667610.0
2016-05-04,8010,8100,7400,7600,1645357,126674.0,16667610.0
2016-05-09,7550,7890,7340,7350,942346,122507.0,16667610.0
2016-05-10,7800,7800,7450,7500,702946,125007.0,16667610.0
2016-05-11,7540,7860,7490,7710,585995,128507.0,16667610.0
2016-05-12,7810,7930,7720,7930,652069,132174.0,16667610.0
2016-05-13,7920,7960,7630,7790,374737,129841.0,16667610.0
2016-05-16,7890,7920,7650,7750,311059,129174.0,16667610.0
2016-05-17,7750,7840,7420,7660,412686,127674.0,16667610.0
2016-05-18,7650,7650,7260,7290,364732,121507.0,16667610.0
2016-05-19,7300,7520,7210,7340,308832,122340.0,16667610.0
2016-05-20,7330,7550,7290,7430,275347,123840.0,16667610.0
2016-05-23,7460,7830,7460,7720,429598,128674.0,16667610.0
2016-05-24,7720,7750,7490,7490,300667,124840.0,16667610.0
2016-05-25,7490,7580,7350,7400,243676,123340.0,16667610.0
2016-05-26,7420,7630,7290,7560,244701,126007.0,16667610.0
2016-05-27,7610,7780,7450,7640,285257,127341.0,16667610.0
2016-05-30,7700,7770,7540,7550,246257,125840.0,16667610.0
2016-05-31,7500,7690,7450,7480,190340,124674.0,16667610.0
2016-06-01,7590,7650,7450,7570,196929,126174.0,16667610.0
2016-06-02,7590,8040,7590,7950,932509,133808.0,16831186.0
2016-06-03,8050,8080,7770,7970,456621,134145.0,16831186.0
2016-06-07,8150,8250,7970,8100,958630,136333.0,16831186.0
2016-06-08,9800,10350,9290,9400,12959460,158213.0,16831186.0
2016-06-09,9130,9250,8260,8520,3162282,143402.0,16831186.0
2016-06-10,8460,8840,8250,8250,1428271,138857.0,16831186.0
2016-06-13,8290,8630,8240,8400,1146326,141382.0,16831186.0
2016-06-14,8310,8620,8310,8400,673044,141382.0,16831186.0
2016-06-15,8410,8420,8070,8070,635368,135828.0,16831186.0
2016-06-16,8070,8240,7560,7680,796614,129264.0,16831186.0
2016-06-17,7730,7930,7390,7560,551784,127244.0,16831186.0
2016-06-20,7700,7830,7590,7750,370818,130442.0,16831186.0
2016-06-21,7760,7860,7640,7660,288061,128927.0,16831186.0
2016-06-22,7660,7760,7600,7600,232545,127917.0,16831186.0
2016-06-23,7600,7700,7360,7380,326919,124214.0,16831186.0
2016-06-24,7520,7540,6320,6740,996445,113442.0,16831186.0
2016-06-27,6410,7050,6400,6890,413886,115967.0,16831186.0
2016-06-28,6880,7170,6740,7110,198034,119670.0,16831186.0
2016-06-29,7240,7420,7090,7120,327750,119838.0,16831186.0
2016-06-30,7160,7260,7110,7200,173156,121185.0,16831186.0
2016-07-01,7230,7600,7220,7450,384715,129454.0,17376442.0
2016-07-04,7520,7670,7420,7570,265247,131540.0,17376442.0
2016-07-05,7590,7690,7500,7630,175725,132998.0,17430967.0
2016-07-06,7620,7620,7350,7450,198605,129861.0,17430967.0
2016-07-07,7450,7610,7400,7530,184239,131255.0,17430967.0
2016-07-08,7500,7600,7400,7460,261438,130035.0,17430967.0
2016-07-11,7490,7550,7390,7460,140358,130035.0,17430967.0
2016-07-12,7470,7870,7450,7700,501743,134218.0,17430967.0
2016-07-13,7870,7880,7620,7740,268351,134916.0,17430967.0
2016-07-14,7990,8100,7760,7800,684899,135962.0,17430967.0
2016-07-15,7720,7800,7610,7640,240002,133173.0,17430967.0
2016-07-18,7630,7740,7550,7670,145287,133696.0,17430967.0
2016-07-19,7740,7960,7620,7810,319801,136136.0,17430967.0
2016-07-20,7810,7850,7670,7700,178633,134218.0,17430967.0
2016-07-21,7710,7760,7650,7650,159139,133347.0,17430967.0
2016-07-22,7630,7930,7620,7650,361084,133347.0,17430967.0
2016-07-25,7720,7820,7650,7670,235701,133696.0,17430967.0
2016-07-26,7680,7950,7670,7940,420917,138402.0,17430967.0
2016-07-27,8070,8420,7860,7910,1408955,137879.0,17430967.0
2016-07-28,7990,8130,7910,7940,257613,138402.0,17430967.0
2016-07-29,8010,8010,7740,7740,301484,134916.0,17430967.0
2016-08-01,7750,7870,7710,7710,161494,134393.0,17430967.0
2016-08-02,7710,7760,7370,7400,283730,128989.0,17430967.0
2016-08-03,7390,7390,7120,7210,239177,125677.0,17430967.0
2016-08-04,7290,7330,7190,7210,91941,125677.0,17430967.0
2016-08-05,7260,7260,7050,7050,167957,122888.0,17430967.0
2016-08-08,7040,7200,7010,7040,146362,122714.0,17430967.0
2016-08-09,7040,7200,7040,7100,120479,123760.0,17430967.0
2016-08-10,7160,7210,7100,7130,113197,124283.0,17430967.0
2016-08-11,7140,7180,7050,7060,117895,123063.0,17430967.0
2016-08-12,7060,7170,7050,7070,99435,123237.0,17430967.0
2016-08-16,7250,7400,7100,7130,214089,124283.0,17430967.0
2016-08-17,7100,7160,6850,6920,205846,120622.0,17430967.0
2016-08-18,6900,7010,6710,6840,250881,119228.0,17430967.0
2016-08-19,6890,6890,6750,6800,97476,118531.0,17430967.0
2016-08-22,6830,6850,6580,6600,145811,115044.0,17430967.0
2016-08-23,6600,6980,6600,6670,170306,116265.0,17430967.0
2016-08-24,6730,7060,6720,7000,207492,122017.0,17430967.0
2016-08-25,6970,7030,6840,6970,104152,121494.0,17430967.0
2016-08-26,6960,7120,6920,7090,131797,123586.0,17430967.0
2016-08-29,7060,7070,6820,6830,141387,119054.0,17430967.0
2016-08-30,6790,6930,6790,6860,66065,119576.0,17430967.0
2016-08-31,6860,6900,6710,6760,110063,117833.0,17430967.0
2016-09-01,6710,6950,6600,6860,60404,119576.0,17430967.0
2016-09-02,6840,6960,6800,6920,58383,120622.0,17430967.0
2016-09-05,6950,7050,6900,6950,41004,121145.0,17430967.0
2016-09-06,7000,7000,6880,6880,46840,119925.0,17430967.0
2016-09-07,6890,6890,6700,6700,78782,116787.0,17430967.0
2016-09-08,6660,6740,6620,6680,91124,116439.0,17430967.0
2016-09-09,6630,6680,6500,6540,106851,113999.0,17430967.0
2016-09-12,6460,6530,6150,6150,140541,107200.0,17430967.0
2016-09-13,6180,6400,6180,6300,75350,109815.0,17430967.0
2016-09-19,6310,6510,6310,6490,68539,113127.0,17430967.0
2016-09-20,6440,6660,6440,6580,73786,114696.0,17430967.0
2016-09-21,6640,6860,6600,6710,105046,116962.0,17430967.0
2016-09-22,6730,6760,6630,6680,59137,116439.0,17430967.0
2016-09-23,6700,6830,6630,6820,71835,118879.0,17430967.0
2016-09-26,6830,6860,6720,6860,78638,119576.0,17430967.0
2016-09-27,6720,6820,6680,6790,67560,118356.0,17430967.0
2016-09-28,6800,6840,6680,6690,83838,116613.0,17430967.0
2016-09-29,6700,6770,6620,6680,48847,116439.0,17430967.0
2016-09-30,6670,6670,6500,6510,62273,113476.0,17430967.0
2016-10-04,6520,6610,6490,6540,59404,113999.0,17430967.0
2016-10-05,6540,6640,6520,6580,37880,114696.0,17430967.0
2016-10-06,6600,6700,6540,6650,55632,115916.0,17430967.0
2016-10-07,6590,6700,6440,6470,79277,112778.0,17430967.0
2016-10-10,6400,6470,6180,6360,58582,110861.0,17430967.0
2016-10-11,6360,6440,6230,6250,66667,108944.0,17430967.0
2016-10-12,6280,6340,6230,6270,53571,109292.0,17430967.0
2016-10-13,6390,6430,6200,6200,55280,108072.0,17430967.0
2016-10-14,6180,6410,6180,6400,58016,111558.0,17430967.0
2016-10-17,6360,6430,6270,6370,52562,111035.0,17430967.0
2016-10-18,6310,6350,6230,6230,62978,108595.0,17430967.0
2016-10-19,6240,6280,6100,6110,112632,106503.0,17430967.0
2016-10-20,6080,6170,6020,6020,69299,104934.0,17430967.0
2016-10-21,6020,6090,5910,5960,87243,103889.0,17430967.0
2016-10-24,5940,6020,5850,5870,51948,102320.0,17430967.0
2016-10-25,5880,5920,5650,5670,150391,98834.0,17430967.0
2016-10-26,5640,5770,5300,5460,162165,95173.0,17430967.0
2016-10-27,5470,5570,5470,5500,74413,95870.0,17430967.0
2016-10-28,5500,5580,5430,5430,58859,94650.0,17430967.0
2016-10-31,5380,5430,4670,4680,555693,81577.0,17430967.0
2016-11-01,4400,4830,4400,4715,323330,82187.0,17430967.0
2016-11-02,4675,4715,4350,4420,172629,77045.0,17430967.0
2016-11-03,4305,4520,4305,4435,141906,77306.0,17430967.0
2016-11-04,4410,4955,4390,4760,220231,82971.0,17430967.0
2016-11-07,4910,5040,4780,4790,135896,83494.0,17430967.0
2016-11-08,4810,4860,4735,4780,66470,83320.0,17430967.0
2016-11-09,4780,4875,4275,4450,315886,77568.0,17430967.0
2016-11-10,4605,4855,4570,4855,134355,84627.0,17430967.0
2016-11-11,4840,4900,4755,4850,63601,84540.0,17430967.0
2016-11-14,4820,4910,4805,4870,48644,84889.0,17430967.0
2016-11-15,4810,4905,4780,4800,58951,83669.0,17430967.0
2016-11-16,4800,4990,4800,4965,57310,86545.0,17430967.0
2016-11-17,4965,5100,4905,5090,66117,88724.0,17430967.0
2016-11-18,5120,5150,4885,4945,84957,86196.0,17430967.0
2016-11-21,5000,5000,4680,4700,75673,81926.0,17430967.0
2016-11-22,4715,4745,4610,4630,41244,80705.0,17430967.0
2016-11-23,4630,4675,4495,4515,84350,78701.0,17430967.0
2016-11-24,4590,4590,4465,4505,71869,78527.0,17430967.0
2016-11-25,4415,4555,4415,4550,77702,79311.0,17430967.0
2016-11-28,4560,4600,4425,4510,53006,78614.0,17430967.0
2016-11-29,4430,4540,4430,4535,48222,79049.0,17430967.0
2016-11-30,4535,4560,4450,4495,43183,78352.0,17430967.0
2016-12-01,4455,4575,4450,4520,37235,78788.0,17430967.0
2016-12-02,4485,4570,4460,4460,23033,77742.0,17430967.0
2016-12-05,4405,4445,4215,4215,112718,73472.0,17430967.0
2016-12-06,4210,4340,4210,4320,26104,75302.0,17430967.0
2016-12-07,4320,4950,4295,4610,754898,80357.0,17430967.0
2016-12-08,4580,4615,4430,4445,129121,77481.0,17430967.0
2016-12-09,4445,4510,4440,4495,46391,78352.0,17430967.0
2016-12-12,4535,4930,4510,4745,285330,82710.0,17430967.0
2016-12-13,4710,4825,4705,4780,73486,83320.0,17430967.0
2016-12-14,4780,4800,4690,4730,50435,82448.0,17430967.0
2016-12-15,4700,4835,4600,4805,62081,83756.0,17430967.0
2016-12-16,4805,4835,4650,4720,60911,82274.0,17430967.0
2016-12-19,4755,4800,4650,4790,49748,83494.0,17430967.0
2016-12-20,4790,4885,4700,4760,85936,82971.0,17430967.0
2016-12-21,4760,4815,4710,4750,70198,82797.0,17430967.0
2016-12-22,4750,4970,4730,4775,120220,83233.0,17430967.0
2016-12-23,4770,4940,4740,4835,90025,84279.0,17430967.0
2016-12-26,4840,5930,4775,5330,1169580,92907.0,17430967.0
2016-12-27,5270,5330,5130,5250,284013,91513.0,17430967.0
2016-12-28,5250,5490,5150,5290,346773,92210.0,17430967.0
2016-12-29,5190,5340,5100,5320,156679,92733.0,17430967.0
2017-01-02,5310,5310,5110,5110,103352,89072.0,17430967.0
2017-01-03,5090,5390,5090,5390,130095,93953.0,17430967.0
2017-01-04,5440,5470,5280,5350,110507,93256.0,17430967.0
