유앤아이(056090),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-04-24,9840,9840,9600,9700,9788,75104.0,7742642.0
2019-04-25,9750,9750,9390,9400,14464,72781.0,7742642.0
2019-04-26,9400,9600,9020,9330,28980,72239.0,7742642.0
2019-04-29,9230,9370,9200,9230,3450,71465.0,7742642.0
2019-04-30,9340,9350,9150,9200,10381,71232.0,7742642.0
2019-05-02,9200,9470,9160,9380,10309,72626.0,7742642.0
2019-05-03,9320,9390,9250,9350,5077,72394.0,7742642.0
2019-05-07,9300,9330,9150,9200,8152,71232.0,7742642.0
2019-05-08,8960,9140,8960,9050,9998,70071.0,7742642.0
2019-05-09,9000,9000,8590,8700,55991,67361.0,7742642.0
2019-05-10,8700,8700,8380,8520,31557,65967.0,7742642.0
2019-05-13,8470,8510,8050,8350,16052,64651.0,7742642.0
2019-05-14,8100,8260,8100,8140,9232,63025.0,7742642.0
2019-05-15,8270,8410,8160,8410,19035,65116.0,7742642.0
2019-05-16,8440,8490,8300,8320,11257,64419.0,7742642.0
2019-05-17,8400,8400,8130,8160,9866,63180.0,7742642.0
2019-05-20,8220,8400,8140,8230,23652,63722.0,7742642.0
2019-05-21,8370,8370,8190,8250,14340,63877.0,7742642.0
2019-05-22,8310,8310,8100,8270,4948,64032.0,7742642.0
2019-05-23,8230,8290,8100,8100,14100,62715.0,7742642.0
2019-05-24,8010,8160,7970,8040,13655,62251.0,7742642.0
2019-05-27,7980,8040,7900,7910,6307,61244.0,7742642.0
2019-05-28,7990,8010,7810,7990,11738,61864.0,7742642.0
2019-05-29,7930,8020,7900,7920,5621,61322.0,7742642.0
2019-05-30,7830,7930,7830,7860,5950,60857.0,7742642.0
2019-05-31,7920,8030,7800,8030,18366,62173.0,7742642.0
2019-06-03,7970,8500,7920,8090,24824,62638.0,7742642.0
2019-06-04,8000,8130,8000,8020,9744,62096.0,7742642.0
2019-06-05,8090,8140,8040,8100,9010,62715.0,7742642.0
2019-06-07,8130,8260,8100,8210,3006,63567.0,7742642.0
2019-06-10,8210,8280,8100,8220,7776,63645.0,7742642.0
2019-06-11,8160,8310,8160,8300,10370,64264.0,7742642.0
2019-06-12,8300,8360,8250,8250,3769,63877.0,7742642.0
2019-06-13,8290,8330,8000,8170,7729,63257.0,7742642.0
2019-06-14,8210,8290,8040,8290,5771,64187.0,7742642.0
2019-06-17,8180,10750,8180,9250,1151305,71619.0,7742642.0
2019-06-18,9250,9260,9000,9260,135611,71697.0,7742642.0
2019-06-19,9260,9370,9060,9070,62569,70226.0,7742642.0
2019-06-20,9070,9250,9030,9100,27803,70458.0,7742642.0
2019-06-21,9100,9210,8990,9000,35720,69684.0,7742642.0
2019-06-24,9000,9070,8700,8720,37615,67516.0,7742642.0
2019-06-25,8730,8860,8590,8750,17984,67748.0,7742642.0
2019-06-26,8750,8900,8660,8850,12115,68522.0,7742642.0
2019-06-27,8910,8970,8750,8760,11600,67826.0,7742642.0
2019-06-28,8850,8850,8520,8670,14298,67129.0,7742642.0
2019-07-01,8540,8830,8540,8610,11292,66664.0,7742642.0
2019-07-02,8640,8650,8560,8560,7096,66277.0,7742642.0
2019-07-03,8680,8680,8350,8490,16335,65735.0,7742642.0
2019-07-04,8520,8520,8200,8260,12479,63954.0,7742642.0
2019-07-05,8340,8350,8190,8270,14531,64032.0,7742642.0
2019-07-08,8350,8350,7820,7880,20673,61012.0,7742642.0
2019-07-09,8070,8070,7780,7780,13945,60238.0,7742642.0
2019-07-10,7780,7860,7760,7850,12334,60780.0,7742642.0
2019-07-11,7880,9900,7830,8340,317006,64574.0,7742642.0
2019-07-12,8340,8400,8210,8350,27338,64651.0,7742642.0
2019-07-15,8340,8350,8110,8120,21495,62870.0,7742642.0
2019-07-16,8100,8180,7990,8070,17694,62483.0,7742642.0
2019-07-17,8060,8060,7850,7900,15716,61167.0,7742642.0
2019-07-18,7940,7950,7890,7940,8051,61477.0,7742642.0
2019-07-19,7900,8150,7900,8090,9839,62638.0,7742642.0
2019-07-22,8090,8160,8020,8160,5848,63180.0,7742642.0
2019-07-23,8050,8170,8050,8140,4288,63025.0,7742642.0
2019-07-24,8190,8190,7950,7960,9181,61631.0,7742642.0
2019-07-25,7950,8050,7780,7850,9257,60780.0,7742642.0
2019-07-26,7910,7910,7650,7700,16983,59790.0,7764894.0
2019-07-29,7730,7730,7180,7290,45571,56606.0,7764894.0
2019-07-30,7280,7340,7180,7180,11156,55752.0,7764894.0
2019-07-31,7170,7240,6930,7160,22309,55597.0,7764894.0
2019-08-01,7030,7130,7020,7050,8692,54743.0,7764894.0
2019-08-02,6980,7110,6950,7000,6210,54354.0,7764894.0
2019-08-05,7000,7000,6470,6690,31073,51947.0,7764894.0
2019-08-06,6450,7070,6120,6310,31194,48996.0,7764894.0
2019-08-07,6310,6480,6250,6300,53948,48919.0,7764894.0
2019-08-08,6300,6440,6300,6410,19608,49773.0,7764894.0
2019-08-09,6500,6500,6400,6420,16012,49851.0,7764894.0
2019-08-12,6490,6490,6310,6330,13320,49152.0,7764894.0
2019-08-13,6300,6370,6240,6240,10761,48453.0,7764894.0
2019-08-14,6250,6460,6240,6320,21601,49074.0,7764894.0
2019-08-16,6320,6380,6170,6190,28044,48065.0,7764894.0
2019-08-19,6190,6270,6140,6180,6690,47987.0,7764894.0
2019-08-20,6240,6470,6170,6290,12383,48841.0,7764894.0
2019-08-21,6320,6460,6320,6440,21058,50006.0,7764894.0
2019-08-22,6500,6520,6350,6370,7486,49462.0,7764894.0
2019-08-23,6410,6410,6290,6330,11874,49152.0,7764894.0
2019-08-26,6240,6310,6080,6110,13685,47444.0,7764894.0
2019-08-27,6150,6220,6110,6140,5352,47676.0,7764894.0
2019-08-28,6200,6200,6080,6160,7559,47832.0,7764894.0
2019-08-29,6200,6310,6090,6150,8197,47754.0,7764894.0
2019-08-30,6200,6310,6190,6290,8226,48841.0,7764894.0
2019-09-02,6340,6340,6110,6300,5545,48919.0,7764894.0
2019-09-03,6300,6360,6300,6360,4363,49385.0,7764894.0
2019-09-04,6340,6620,6340,6550,17442,50860.0,7764894.0
2019-09-05,6590,6860,6540,6860,25396,53267.0,7764894.0
2019-09-06,6860,7300,6800,7170,44915,55674.0,7764894.0
2019-09-09,7250,7420,7020,7050,29824,54743.0,7764894.0
2019-09-10,7050,7100,6800,6830,13920,53034.0,7764894.0
2019-09-11,6880,7000,6800,6800,5391,52801.0,7764894.0
2019-09-16,6810,6850,6750,6820,10783,52957.0,7764894.0
2019-09-17,6820,6840,6720,6840,10842,53112.0,7764894.0
2019-09-18,6830,6990,6780,6940,8081,53888.0,7764894.0
2019-09-19,6950,7140,6950,7080,13757,54975.0,7764894.0
2019-09-20,7150,7860,7150,7260,96697,56373.0,7764894.0
2019-09-23,7290,7500,7150,7170,30663,55674.0,7764894.0
2019-09-24,7120,7250,6900,7020,13304,54510.0,7764894.0
2019-09-25,7020,7120,6900,6900,6413,53578.0,7764894.0
2019-09-26,6900,7000,6900,6900,4456,53578.0,7764894.0
2019-09-27,6980,7030,6900,6930,2028,53811.0,7764894.0
2019-09-30,6930,7000,6870,6980,4652,54199.0,7764894.0
2019-10-01,6920,7030,6920,6970,5386,54121.0,7764894.0
2019-10-02,7000,7000,6910,6940,1683,53888.0,7764894.0
2019-10-04,6910,6980,6610,6610,16887,51326.0,7764894.0
2019-10-07,6560,6720,6560,6650,6562,51637.0,7764894.0
