원익IPS(240810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-09-16,27000,27000,26350,26750,248516,1312994.0,49083901.0
2019-09-17,26700,26750,26200,26350,170501,1293361.0,49083901.0
2019-09-18,26300,27400,26300,27250,276284,1337536.0,49083901.0
2019-09-19,27150,28200,27000,27700,366875,1359624.0,49083901.0
2019-09-20,28050,28200,27650,28200,274242,1384166.0,49083901.0
2019-09-23,27950,28550,27850,28050,178517,1376803.0,49083901.0
2019-09-24,28400,29400,27550,27600,543400,1354716.0,49083901.0
2019-09-25,27500,29100,27400,28550,506421,1401345.0,49083901.0
2019-09-26,28950,29250,28200,28550,227556,1401345.0,49083901.0
2019-09-27,28550,28750,27950,28500,274587,1398891.0,49083901.0
2019-09-30,28200,28900,28050,28900,237429,1418525.0,49083901.0
2019-10-01,29250,29350,28550,29250,240182,1435704.0,49083901.0
2019-10-02,28850,29250,28600,28800,203026,1413616.0,49083901.0
2019-10-04,28500,29150,28450,28750,175379,1411162.0,49083901.0
2019-10-07,29100,29500,28700,29200,340189,1433250.0,49083901.0
