삼성공조(006660),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-01-27,10950,10950,10700,10850,4927,88171.0,8126314.0
2015-01-28,10750,11250,10700,11000,8153,89389.0,8126314.0
2015-01-29,11100,11600,10900,11550,25960,93859.0,8126314.0
2015-01-30,11600,11700,11250,11550,5772,93859.0,8126314.0
2015-02-02,11550,11850,11350,11650,7579,94672.0,8126314.0
2015-02-03,11650,12050,11450,11800,8332,95891.0,8126314.0
2015-02-04,11900,12500,11700,12400,22283,100766.0,8126314.0
2015-02-05,12100,12650,12100,12500,13374,101579.0,8126314.0
2015-02-06,12350,12500,12150,12200,6524,99141.0,8126314.0
2015-02-09,12050,12300,12050,12200,5414,99141.0,8126314.0
2015-02-10,12200,12250,11950,12150,6475,98735.0,8126314.0
2015-02-11,11950,12200,11950,12000,9176,97516.0,8126314.0
2015-02-12,11800,12400,11750,12300,13862,99954.0,8126314.0
2015-02-13,12400,12700,12000,12600,14705,102392.0,8126314.0
2015-02-16,12600,12650,12150,12150,19898,98735.0,8126314.0
2015-02-17,12300,12300,11700,11950,17058,97109.0,8126314.0
2015-02-23,12200,13000,12000,12650,45062,102798.0,8126314.0
2015-02-24,12650,12650,12300,12550,10674,101985.0,8126314.0
2015-02-25,12450,12550,12000,12000,154001,97516.0,8126314.0
2015-02-26,12050,12200,11800,12100,49278,98328.0,8126314.0
2015-02-27,12100,12200,11850,12050,7583,97922.0,8126314.0
2015-03-02,12050,12050,11700,11850,14980,96297.0,8126314.0
2015-03-03,11750,11950,11600,11750,18044,95484.0,8126314.0
2015-03-04,11750,11900,11550,11900,25722,96703.0,8126314.0
2015-03-05,11900,12100,11700,11850,57434,96297.0,8126314.0
2015-03-06,11850,12150,11750,11900,25997,96703.0,8126314.0
2015-03-09,11900,11950,11750,11800,9138,95891.0,8126314.0
2015-03-10,11800,12300,11750,12250,22894,99547.0,8126314.0
2015-03-11,12200,12350,11950,12250,8906,99547.0,8126314.0
2015-03-12,12050,12300,11950,11950,8031,97109.0,8126314.0
2015-03-13,11950,12000,11700,11850,13630,96297.0,8126314.0
2015-03-16,11750,11900,11600,11650,16731,94672.0,8126314.0
2015-03-17,11950,11950,11650,11650,12629,94672.0,8126314.0
2015-03-18,11700,11900,11500,11650,11528,94672.0,8126314.0
2015-03-19,11650,11800,11550,11700,5158,95078.0,8126314.0
2015-03-20,11600,11800,11000,11250,33166,91421.0,8126314.0
2015-03-23,11300,11500,11250,11450,12934,93046.0,8126314.0
2015-03-24,11350,11450,11000,11150,14477,90608.0,8126314.0
2015-03-25,11200,11200,10950,11150,24372,90608.0,8126314.0
2015-03-26,11150,11350,11000,11200,11823,91015.0,8126314.0
2015-03-27,11150,11500,11150,11400,27703,92640.0,8126314.0
2015-03-30,11300,11550,11300,11350,16321,92234.0,8126314.0
2015-03-31,11550,11700,11400,11550,13623,93859.0,8126314.0
2015-04-01,11700,11700,11300,11300,14690,91827.0,8126314.0
2015-04-02,11300,11450,11100,11400,12994,92640.0,8126314.0
2015-04-03,11500,11550,11300,11500,14752,93453.0,8126314.0
2015-04-06,11700,11700,11400,11500,20055,93453.0,8126314.0
2015-04-07,11550,11650,11300,11350,15628,92234.0,8126314.0
2015-04-08,11450,11550,11250,11350,17291,92234.0,8126314.0
2015-04-09,11400,11500,11200,11350,33376,92234.0,8126314.0
2015-04-10,11300,11600,11300,11450,26793,93046.0,8126314.0
2015-04-13,11600,11600,11350,11450,21837,93046.0,8126314.0
2015-04-14,11450,11700,11450,11650,19230,94672.0,8126314.0
2015-04-15,11650,12000,11650,11950,25429,97109.0,8126314.0
2015-04-16,12000,12300,11750,11850,36829,96297.0,8126314.0
2015-04-17,12200,12600,11850,12450,35248,101173.0,8126314.0
2015-04-20,12250,12450,12000,12250,24599,99547.0,8126314.0
2015-04-21,12150,12900,12050,12550,37265,101985.0,8126314.0
2015-04-22,12500,12650,11800,12450,21926,101173.0,8126314.0
2015-04-23,12450,12600,12050,12350,35195,100360.0,8126314.0
2015-04-24,12650,12750,12250,12450,12819,101173.0,8126314.0
2015-04-27,12550,12550,12100,12150,18992,98735.0,8126314.0
2015-04-28,12200,12500,12000,12050,14463,97922.0,8126314.0
2015-04-29,12050,12250,11900,12050,19614,97922.0,8126314.0
2015-04-30,12300,12300,11900,12050,6106,97922.0,8126314.0
2015-05-04,12150,12150,11700,11750,11420,95484.0,8126314.0
2015-05-06,11750,11800,11250,11550,24200,93859.0,8126314.0
2015-05-07,11500,11550,11150,11300,23378,91827.0,8126314.0
2015-05-08,11450,11500,11200,11400,12051,92640.0,8126314.0
2015-05-11,11450,11800,11450,11750,7114,95484.0,8126314.0
2015-05-12,12300,12300,11800,12050,198257,97922.0,8126314.0
2015-05-13,12050,12500,12000,12150,20406,98735.0,8126314.0
2015-05-14,12300,12300,11900,12150,21559,98735.0,8126314.0
2015-05-15,12050,12250,11750,11850,13513,96297.0,8126314.0
2015-05-18,12000,12000,11550,11800,16275,95891.0,8126314.0
2015-05-19,11950,12000,11300,11500,21477,93453.0,8126314.0
2015-05-20,11500,11750,11450,11650,6395,94672.0,8126314.0
2015-05-21,11700,11750,11500,11650,8991,94672.0,8126314.0
2015-05-22,11750,11750,11550,11700,7520,95078.0,8126314.0
2015-05-26,11700,11800,11500,11650,18851,94672.0,8126314.0
2015-05-27,11550,11600,11500,11600,4611,94265.0,8126314.0
2015-05-28,11600,11650,11450,11550,1322,93859.0,8126314.0
2015-05-29,11600,11700,11450,11600,12219,94265.0,8126314.0
2015-06-01,11850,11850,11350,11550,16668,93859.0,8126314.0
2015-06-02,11450,11700,11200,11300,10812,91827.0,8126314.0
2015-06-03,11200,11300,10950,11300,23915,91827.0,8126314.0
2015-06-04,11100,11150,11000,11000,9048,89389.0,8126314.0
2015-06-05,10800,11050,10800,10900,6611,88577.0,8126314.0
2015-06-08,10800,10800,10500,10700,17720,86952.0,8126314.0
2015-06-09,10800,10900,10600,10600,16118,86139.0,8126314.0
2015-06-10,10750,10900,10600,10800,9429,87764.0,8126314.0
2015-06-11,11000,11200,10900,11000,5344,89389.0,8126314.0
2015-06-12,11000,11250,10800,10950,7137,88983.0,8126314.0
2015-06-15,10850,10950,10750,10900,11605,88577.0,8126314.0
2015-06-16,10800,11100,10800,11100,4534,90202.0,8126314.0
2015-06-17,11150,11150,10700,11100,6257,90202.0,8126314.0
2015-06-18,10900,11050,10850,10950,6892,88983.0,8126314.0
2015-06-19,11000,11150,10900,11100,4379,90202.0,8126314.0
2015-06-22,10900,11100,10600,10850,8239,88171.0,8126314.0
2015-06-23,10800,11150,10800,11000,2320,89389.0,8126314.0
2015-06-24,10850,11150,10850,11000,7883,89389.0,8126314.0
2015-06-25,10950,11100,10850,10900,6567,88577.0,8126314.0
2015-06-26,10850,11100,10800,10800,2901,87764.0,8126314.0
2015-06-29,10600,10900,10600,10800,12581,87764.0,8126314.0
2015-06-30,10750,10900,10500,10650,15807,86545.0,8126314.0
2015-07-01,10650,10750,10550,10700,6135,86952.0,8126314.0
2015-07-02,10700,10850,10700,10800,5369,87764.0,8126314.0
2015-07-03,10800,10950,10750,10800,3210,87764.0,8126314.0
2015-07-06,10800,10800,10500,10500,19327,85326.0,8126314.0
2015-07-07,10600,10600,10350,10500,5397,85326.0,8126314.0
2015-07-08,10550,10750,10500,10700,35741,86952.0,8126314.0
2015-07-09,10900,10900,10550,10650,9637,86545.0,8126314.0
2015-07-10,10800,10900,10700,10850,978,88171.0,8126314.0
2015-07-13,10900,10950,10650,10850,3264,88171.0,8126314.0
2015-07-14,10900,10950,10650,10750,2223,87358.0,8126314.0
2015-07-15,10800,11100,10700,11050,17528,89796.0,8126314.0
2015-07-16,11150,11250,11000,11100,5332,90202.0,8126314.0
2015-07-17,11200,11250,10950,11000,8529,89389.0,8126314.0
2015-07-20,11100,11150,10850,10850,3836,88171.0,8126314.0
2015-07-21,11000,11350,10850,11050,9230,89796.0,8126314.0
2015-07-22,11200,11300,10800,11000,9465,89389.0,8126314.0
2015-07-23,11050,11100,10750,10800,5035,87764.0,8126314.0
2015-07-24,10900,10950,10650,10800,11303,87764.0,8126314.0
2015-07-27,10700,10800,10650,10800,6355,87764.0,8126314.0
2015-07-28,10750,10750,10400,10650,10072,86545.0,8126314.0
2015-07-29,10800,10800,10650,10800,5383,87764.0,8126314.0
2015-07-30,10800,10850,10600,10800,6895,87764.0,8126314.0
2015-07-31,10800,10800,10500,10500,7441,85326.0,8126314.0
2015-08-03,10500,10700,10200,10600,11734,86139.0,8126314.0
2015-08-04,10550,10600,10400,10550,4022,85733.0,8126314.0
2015-08-05,10550,10600,10450,10550,2215,85733.0,8126314.0
2015-08-06,10600,10600,10400,10500,9076,85326.0,8126314.0
2015-08-07,10500,10500,10350,10450,4014,84920.0,8126314.0
2015-08-10,10500,10500,9930,9930,45983,80694.0,8126314.0
2015-08-11,9910,10150,9910,9990,15167,81182.0,8126314.0
2015-08-12,10050,10050,9930,9990,1287,81182.0,8126314.0
2015-08-13,9930,10000,9930,10000,3546,81263.0,8126314.0
2015-08-17,10100,10200,9930,9940,6023,80776.0,8126314.0
2015-08-18,10100,10150,9870,9940,6339,80776.0,8126314.0
2015-08-19,9940,9990,9440,9720,18751,78988.0,8126314.0
2015-08-20,9410,9880,9410,9660,1908,78500.0,8126314.0
2015-08-21,9400,9650,9260,9640,8541,78338.0,8126314.0
2015-08-24,9550,9550,9100,9300,11269,75575.0,8126314.0
2015-08-25,9150,9500,9150,9390,13156,76306.0,8126314.0
2015-08-26,9390,9600,9330,9600,3057,78013.0,8126314.0
2015-08-27,9660,9790,9600,9790,1129,79557.0,8126314.0
2015-08-28,9790,9860,9610,9850,4288,80044.0,8126314.0
2015-08-31,9850,9890,9720,9800,1224,79638.0,8126314.0
2015-09-01,9810,9890,9710,9880,998,80288.0,8126314.0
2015-09-02,9900,9900,9710,9880,7291,80288.0,8126314.0
2015-09-03,9900,9970,9900,9970,3323,81019.0,8126314.0
2015-09-04,9990,9990,9800,9900,3186,80451.0,8126314.0
2015-09-07,9720,9900,9650,9670,5737,78581.0,8126314.0
2015-09-08,9800,9800,9650,9740,7097,79150.0,8126314.0
2015-09-09,10050,10050,9730,9780,4926,79475.0,8126314.0
2015-09-10,9780,9930,9750,9800,3179,79638.0,8126314.0
2015-09-11,9800,9850,9750,9800,3187,79638.0,8126314.0
2015-09-14,9780,9940,9760,9800,2115,79638.0,8126314.0
2015-09-15,9920,9920,9710,9800,764,79638.0,8126314.0
2015-09-16,9800,9960,9800,9900,4960,80451.0,8126314.0
2015-09-17,9900,10050,9880,9940,2611,80776.0,8126314.0
2015-09-18,9960,9970,9810,9810,7280,79719.0,8126314.0
2015-09-21,9810,9840,9780,9810,3988,79719.0,8126314.0
2015-09-22,10000,10000,9650,9870,5743,80207.0,8126314.0
2015-09-23,9960,9960,9760,9860,3934,80125.0,8126314.0
2015-09-24,9890,9890,9790,9890,835,80369.0,8126314.0
2015-09-25,9900,9900,9800,9860,1363,80125.0,8126314.0
2015-09-30,9860,9920,9860,9920,2730,80613.0,8126314.0
2015-10-01,9950,9950,9860,9930,3271,80694.0,8126314.0
2015-10-02,9960,9970,9870,9930,3499,80694.0,8126314.0
2015-10-05,9980,10000,9940,9980,3483,81101.0,8126314.0
2015-10-06,9950,9970,9850,9950,1660,80857.0,8126314.0
2015-10-07,9950,9950,9780,9880,3851,80288.0,8126314.0
2015-10-08,9880,9890,9810,9890,4500,80369.0,8126314.0
2015-10-12,9870,10150,9870,9990,5256,81182.0,8126314.0
2015-10-13,10000,10000,9930,9970,7450,81019.0,8126314.0
2015-10-14,9980,10100,9970,10050,5276,81669.0,8126314.0
2015-10-15,10050,10100,9980,10100,7065,82076.0,8126314.0
2015-10-16,10100,10450,10100,10400,6855,84514.0,8126314.0
2015-10-19,10450,10600,10350,10600,9745,86139.0,8126314.0
2015-10-20,10600,10800,10450,10700,14424,86952.0,8126314.0
2015-10-21,10700,10750,10450,10450,8298,84920.0,8126314.0
2015-10-22,10350,10550,10350,10500,2916,85326.0,8126314.0
2015-10-23,10400,10600,10350,10500,2162,85326.0,8126314.0
2015-10-26,10500,10500,10200,10200,3442,82888.0,8126314.0
2015-10-27,10050,10400,9920,10400,9450,84514.0,8126314.0
2015-10-28,10400,10450,10250,10400,6649,84514.0,8126314.0
2015-10-29,10400,10800,10250,10450,8401,84920.0,8126314.0
2015-10-30,10450,10450,10150,10450,8403,84920.0,8126314.0
2015-11-02,10450,10700,10300,10700,3876,86952.0,8126314.0
2015-11-03,10700,10900,10700,10800,19468,87764.0,8126314.0
2015-11-04,10850,10950,10600,10750,7275,87358.0,8126314.0
2015-11-05,10550,10650,10400,10500,4454,85326.0,8126314.0
2015-11-06,10400,10450,10300,10450,3813,84920.0,8126314.0
2015-11-09,10450,10450,10100,10100,7056,82076.0,8126314.0
2015-11-10,10000,10000,9660,9830,11046,79882.0,8126314.0
2015-11-11,9830,10050,9830,10000,1432,81263.0,8126314.0
2015-11-12,9850,10200,9810,10150,2719,82482.0,8126314.0
2015-11-13,9930,10200,9900,10200,5926,82888.0,8126314.0
2015-11-16,9930,10150,9810,10000,4354,81263.0,8126314.0
2015-11-17,10000,10000,9870,9980,7730,81101.0,8126314.0
2015-11-18,9980,10050,9890,9980,35469,81101.0,8126314.0
2015-11-19,9880,10100,9860,9980,5029,81101.0,8126314.0
2015-11-20,9950,10050,9880,9990,3093,81182.0,8126314.0
2015-11-23,10000,10050,9930,9980,1172,81101.0,8126314.0
2015-11-24,9980,10000,9920,9990,3034,81182.0,8126314.0
2015-11-25,9910,9960,9900,9920,3271,80613.0,8126314.0
2015-11-26,9920,9980,9890,9980,3998,81101.0,8126314.0
2015-11-27,9960,10000,9890,9950,5898,80857.0,8126314.0
2015-11-30,9950,9980,9910,9980,2465,81101.0,8126314.0
2015-12-01,9900,10000,9900,10000,1767,81263.0,8126314.0
2015-12-02,9920,10050,9920,10000,2016,81263.0,8126314.0
2015-12-03,9950,10000,9920,9980,2637,81101.0,8126314.0
2015-12-04,9890,9990,9890,9970,2505,81019.0,8126314.0
2015-12-07,9970,9990,9870,9990,3776,81182.0,8126314.0
2015-12-08,9920,10250,9920,10150,8380,82482.0,8126314.0
2015-12-09,10150,10550,9970,10450,42674,84920.0,8126314.0
2015-12-10,10500,10650,10250,10400,16034,84514.0,8126314.0
2015-12-11,10350,10500,10250,10400,7626,84514.0,8126314.0
2015-12-14,10300,10400,10150,10300,4577,83701.0,8126314.0
2015-12-15,10200,10400,10200,10250,3972,83295.0,8126314.0
2015-12-16,10400,10500,10250,10400,7076,84514.0,8126314.0
2015-12-17,10400,10450,10250,10400,9183,84514.0,8126314.0
2015-12-18,10250,10450,10250,10400,4412,84514.0,8126314.0
2015-12-21,10500,10500,10250,10500,8865,85326.0,8126314.0
2015-12-22,10400,10750,10400,10650,9283,86545.0,8126314.0
2015-12-23,10500,10700,10300,10400,7585,84514.0,8126314.0
2015-12-24,10300,10350,10150,10150,7763,82482.0,8126314.0
2015-12-28,10150,10300,10000,10200,5765,82888.0,8126314.0
2015-12-29,10200,10350,10050,10250,4791,83295.0,8126314.0
2015-12-30,10150,10550,10050,10450,4496,84920.0,8126314.0
2016-01-04,10450,10500,10350,10400,4279,84514.0,8126314.0
2016-01-05,10300,10400,10250,10400,6819,84514.0,8126314.0
2016-01-06,10400,10450,10150,10250,5859,83295.0,8126314.0
2016-01-07,10200,10450,10150,10200,4777,82888.0,8126314.0
2016-01-08,10200,10200,9910,10000,4431,81263.0,8126314.0
2016-01-11,10000,10100,9970,10100,2346,82076.0,8126314.0
2016-01-12,9940,10100,9940,10000,3006,81263.0,8126314.0
2016-01-13,10000,10100,9960,10000,4792,81263.0,8126314.0
2016-01-14,10000,10050,9920,9930,8398,80694.0,8126314.0
2016-01-15,10050,10050,9960,9990,2656,81182.0,8126314.0
2016-01-18,9990,10050,9830,9910,4515,80532.0,8126314.0
2016-01-19,9910,9940,9850,9920,3735,80613.0,8126314.0
2016-01-20,9780,9880,9550,9610,19955,78094.0,8126314.0
2016-01-21,9510,9700,9510,9700,1406,78825.0,8126314.0
2016-01-22,9700,9720,9550,9710,3474,78907.0,8126314.0
2016-01-25,9710,10000,9710,9950,6588,80857.0,8126314.0
2016-01-26,9980,9980,9820,9950,1338,80857.0,8126314.0
2016-01-27,9990,10000,9950,10000,3791,81263.0,8126314.0
2016-01-28,9910,10000,9860,10000,2556,81263.0,8126314.0
2016-01-29,9910,10100,9910,10050,4104,81669.0,8126314.0
2016-02-01,9940,10150,9940,10000,8263,81263.0,8126314.0
2016-02-02,10000,10150,10000,10100,3861,82076.0,8126314.0
2016-02-03,10250,10250,10050,10150,5296,82482.0,8126314.0
2016-02-04,10200,10300,10050,10300,1685,83701.0,8126314.0
2016-02-05,10300,10350,10150,10350,2360,84107.0,8126314.0
2016-02-11,10150,10250,10050,10200,3996,82888.0,8126314.0
2016-02-12,10100,10100,9910,9910,15718,80532.0,8126314.0
2016-02-15,9950,10200,9950,10200,2393,82888.0,8126314.0
2016-02-16,10200,10350,10200,10300,3146,83701.0,8126314.0
2016-02-17,10300,10350,10100,10100,3577,82076.0,8126314.0
2016-02-18,10100,10200,9950,10050,4097,81669.0,8126314.0
2016-02-19,10000,10100,9960,10000,3703,81263.0,8126314.0
2016-02-22,10100,10350,10100,10200,2808,82888.0,8126314.0
2016-02-23,10150,10300,10000,10050,2573,81669.0,8126314.0
2016-02-24,10050,10150,9970,10100,2036,82076.0,8126314.0
2016-02-25,10100,10150,9970,9970,3136,81019.0,8126314.0
2016-02-26,9980,10400,9950,10000,8790,81263.0,8126314.0
2016-02-29,10000,10050,9890,9940,5334,80776.0,8126314.0
2016-03-02,9950,10050,9930,10050,7879,81669.0,8126314.0
2016-03-03,10000,10150,9970,10050,6766,81669.0,8126314.0
2016-03-04,10150,10250,9980,10250,14331,83295.0,8126314.0
2016-03-07,10250,10250,10100,10200,6624,82888.0,8126314.0
2016-03-08,10100,10150,9960,10000,5557,81263.0,8126314.0
2016-03-09,10000,10000,9960,10000,2264,81263.0,8126314.0
2016-03-10,10000,10100,9960,10050,4584,81669.0,8126314.0
2016-03-11,10050,10150,10050,10150,2478,82482.0,8126314.0
2016-03-14,10150,10150,10000,10100,2448,82076.0,8126314.0
2016-03-15,10000,10200,10000,10100,4647,82076.0,8126314.0
2016-03-16,10100,10200,10000,10100,4078,82076.0,8126314.0
2016-03-17,10100,10150,10050,10150,2686,82482.0,8126314.0
2016-03-18,10150,10200,10000,10100,4408,82076.0,8126314.0
2016-03-21,10150,10300,10150,10250,11702,83295.0,8126314.0
2016-03-22,10300,10300,10100,10200,6400,82888.0,8126314.0
2016-03-23,10250,10250,10100,10200,13705,82888.0,8126314.0
2016-03-24,10250,10250,10150,10200,1442,82888.0,8126314.0
2016-03-25,10200,10300,10100,10200,3984,82888.0,8126314.0
2016-03-28,10200,10200,9980,10000,10268,81263.0,8126314.0
2016-03-29,10000,10100,9990,10100,5137,82076.0,8126314.0
2016-03-30,10100,10150,10000,10100,6473,82076.0,8126314.0
2016-03-31,10100,10100,10000,10000,8218,81263.0,8126314.0
2016-04-01,10000,10150,10000,10150,4974,82482.0,8126314.0
2016-04-04,10150,10250,10050,10200,1301,82888.0,8126314.0
2016-04-05,10150,10150,10100,10150,4310,82482.0,8126314.0
2016-04-06,10200,10200,10050,10050,8035,81669.0,8126314.0
2016-04-07,10050,10150,10050,10150,8801,82482.0,8126314.0
2016-04-08,10050,10150,10050,10150,4750,82482.0,8126314.0
2016-04-11,10150,10200,10050,10150,4218,82482.0,8126314.0
2016-04-12,10150,10200,10000,10150,8115,82482.0,8126314.0
2016-04-14,10150,10250,10100,10250,8485,83295.0,8126314.0
2016-04-15,10250,10350,10050,10300,9409,83701.0,8126314.0
2016-04-18,10350,10350,10200,10300,6123,83701.0,8126314.0
2016-04-19,10300,10400,10200,10300,7438,83701.0,8126314.0
2016-04-20,10300,10400,10250,10400,7644,84514.0,8126314.0
2016-04-21,10400,10450,10300,10400,6111,84514.0,8126314.0
2016-04-22,10400,10450,10300,10450,8708,84920.0,8126314.0
2016-04-25,10450,10450,10200,10200,9887,82888.0,8126314.0
2016-04-26,10200,10300,10150,10300,13166,83701.0,8126314.0
2016-04-27,10250,10450,10200,10350,4628,84107.0,8126314.0
2016-04-28,10400,10400,10200,10250,4721,83295.0,8126314.0
2016-04-29,10250,10300,10200,10300,6981,83701.0,8126314.0
2016-05-02,10250,10350,10200,10200,4198,82888.0,8126314.0
2016-05-03,10200,10250,10050,10150,6737,82482.0,8126314.0
2016-05-04,10150,10150,10100,10150,12247,82482.0,8126314.0
2016-05-09,10200,10250,10100,10200,6216,82888.0,8126314.0
2016-05-10,10200,10250,10050,10200,11085,82888.0,8126314.0
2016-05-11,10250,10250,10100,10200,8525,82888.0,8126314.0
2016-05-12,10200,10200,10050,10150,8911,82482.0,8126314.0
2016-05-13,10150,10150,10000,10050,19832,81669.0,8126314.0
2016-05-16,10050,10100,10000,10100,5700,82076.0,8126314.0
2016-05-17,10100,10100,9990,10050,11108,81669.0,8126314.0
2016-05-18,10000,10050,9970,10000,8075,81263.0,8126314.0
2016-05-19,10000,10100,10000,10050,8494,81669.0,8126314.0
2016-05-20,10100,10200,10000,10100,9795,82076.0,8126314.0
2016-05-23,10150,10150,10050,10050,8685,81669.0,8126314.0
2016-05-24,10150,10150,10050,10150,4283,82482.0,8126314.0
2016-05-25,10300,10300,10100,10200,4235,82888.0,8126314.0
2016-05-26,10200,10200,10100,10200,6513,82888.0,8126314.0
2016-05-27,10250,10250,10100,10200,3872,82888.0,8126314.0
2016-05-30,10200,10200,10150,10200,6499,82888.0,8126314.0
2016-05-31,10150,10200,10100,10200,3607,82888.0,8126314.0
2016-06-01,10250,10250,10150,10250,3049,83295.0,8126314.0
2016-06-02,10300,10300,10150,10200,1937,82888.0,8126314.0
2016-06-03,10150,10250,10000,10150,26180,82482.0,8126314.0
2016-06-07,10200,10200,10100,10200,1953,82888.0,8126314.0
2016-06-08,10200,10200,10100,10200,2754,82888.0,8126314.0
2016-06-09,10150,10200,10150,10200,1374,82888.0,8126314.0
2016-06-10,10100,10200,10100,10150,2632,82482.0,8126314.0
2016-06-13,10200,10500,10100,10350,26052,84107.0,8126314.0
2016-06-14,10400,10400,10150,10350,8141,84107.0,8126314.0
2016-06-15,10350,10350,10200,10200,9510,82888.0,8126314.0
2016-06-16,10200,10350,10100,10250,7869,83295.0,8126314.0
2016-06-17,10300,10300,10150,10300,31108,83701.0,8126314.0
2016-06-20,10350,10350,10150,10250,7859,83295.0,8126314.0
2016-06-21,10250,10250,10150,10250,5171,83295.0,8126314.0
2016-06-22,10150,10300,10150,10300,2316,83701.0,8126314.0
2016-06-23,10300,10300,10150,10250,5306,83295.0,8126314.0
2016-06-24,10250,10250,9820,10000,14241,81263.0,8126314.0
2016-06-27,9950,10000,9800,10000,10657,81263.0,8126314.0
2016-06-28,10000,10200,9950,10200,3482,82888.0,8126314.0
2016-06-29,10100,10150,10000,10150,8160,82482.0,8126314.0
2016-06-30,10150,10150,10050,10150,1412,82482.0,8126314.0
2016-07-01,10200,10200,10000,10100,5136,82076.0,8126314.0
2016-07-04,10200,10200,10050,10150,2537,82482.0,8126314.0
2016-07-05,10150,10150,10000,10100,2927,82076.0,8126314.0
2016-07-06,10100,10100,10000,10050,2542,81669.0,8126314.0
2016-07-07,10050,10100,10000,10100,7155,82076.0,8126314.0
2016-07-08,10100,10100,10000,10050,1697,81669.0,8126314.0
2016-07-11,10050,10100,10000,10000,3291,81263.0,8126314.0
2016-07-12,10000,10100,10000,10050,4043,81669.0,8126314.0
2016-07-13,10100,10100,10050,10100,1142,82076.0,8126314.0
2016-07-14,10150,10150,10050,10100,2096,82076.0,8126314.0
2016-07-15,10100,10200,10050,10100,18101,82076.0,8126314.0
2016-07-18,10150,10200,10000,10050,9542,81669.0,8126314.0
2016-07-19,10050,10100,10000,10050,4979,81669.0,8126314.0
2016-07-20,10050,10100,10050,10100,2392,82076.0,8126314.0
2016-07-21,10150,10150,10050,10050,1629,81669.0,8126314.0
2016-07-22,10050,10150,10050,10150,2058,82482.0,8126314.0
2016-07-25,10150,10150,10050,10100,1452,82076.0,8126314.0
2016-07-26,10200,10200,10100,10150,1896,82482.0,8126314.0
2016-07-27,10050,10200,10050,10050,4244,81669.0,8126314.0
2016-07-28,10050,10150,10050,10050,4688,81669.0,8126314.0
2016-07-29,10050,10150,10000,10150,3992,82482.0,8126314.0
2016-08-01,10100,10150,10050,10050,1899,81669.0,8126314.0
2016-08-02,10050,10200,10000,10150,7699,82482.0,8126314.0
2016-08-03,10100,10150,10050,10150,1961,82482.0,8126314.0
2016-08-04,10200,10300,10100,10250,6305,83295.0,8126314.0
2016-08-05,10250,10300,10100,10250,2821,83295.0,8126314.0
2016-08-08,10200,10350,10200,10250,5751,83295.0,8126314.0
2016-08-09,10200,10350,10150,10200,13891,82888.0,8126314.0
2016-08-10,10200,10300,10150,10250,4962,83295.0,8126314.0
2016-08-11,10250,10250,10150,10250,4386,83295.0,8126314.0
2016-08-12,10250,10400,10150,10350,10046,84107.0,8126314.0
2016-08-16,10400,10450,10250,10300,6486,83701.0,8126314.0
2016-08-17,10400,13300,10300,11750,525441,95484.0,8126314.0
2016-08-18,11900,12100,11400,12100,131491,98328.0,8126314.0
2016-08-19,11950,12100,11550,11800,55001,95891.0,8126314.0
2016-08-22,11800,12050,11550,12050,38693,97922.0,8126314.0
2016-08-23,12100,12250,11500,11800,46128,95891.0,8126314.0
2016-08-24,11850,11850,11600,11800,18325,95891.0,8126314.0
2016-08-25,11900,11900,11000,11400,43198,92640.0,8126314.0
2016-08-26,11250,11350,11000,11150,17455,90608.0,8126314.0
2016-08-29,10950,11150,10950,10950,11973,88983.0,8126314.0
2016-08-30,11000,11200,10900,11150,16683,90608.0,8126314.0
2016-08-31,11150,11150,10750,10950,21319,88983.0,8126314.0
2016-09-01,10950,11050,10750,10900,9667,88577.0,8126314.0
2016-09-02,11050,11350,10850,11350,7922,92234.0,8126314.0
2016-09-05,11250,11300,11000,11300,11042,91827.0,8126314.0
2016-09-06,11100,11250,11100,11250,6042,91421.0,8126314.0
2016-09-07,11300,11750,11250,11550,37709,93859.0,8126314.0
2016-09-08,11500,11900,11450,11800,20508,95891.0,8126314.0
2016-09-09,11650,11850,11400,11450,17838,93046.0,8126314.0
2016-09-12,11450,11550,11150,11250,11002,91421.0,8126314.0
2016-09-13,11250,11550,11250,11250,10835,91421.0,8126314.0
2016-09-19,11250,11750,11200,11300,19013,91827.0,8126314.0
2016-09-20,11300,11450,11150,11400,14058,92640.0,8126314.0
2016-09-21,11550,11550,11200,11400,5521,92640.0,8126314.0
2016-09-22,11650,11650,11200,11450,6778,93046.0,8126314.0
2016-09-23,11500,13700,11300,11700,260046,95078.0,8126314.0
2016-09-26,11550,12150,11500,11900,35298,96703.0,8126314.0
2016-09-27,11900,12150,11650,12000,27068,97516.0,8126314.0
2016-09-28,11900,12100,11850,11850,11539,96297.0,8126314.0
2016-09-29,11900,12000,11750,11900,8068,96703.0,8126314.0
2016-09-30,11900,11900,11600,11750,10600,95484.0,8126314.0
2016-10-04,11600,11950,11600,11800,8863,95891.0,8126314.0
2016-10-05,11800,11900,11500,11800,21115,95891.0,8126314.0
2016-10-06,11800,11850,11650,11750,4397,95484.0,8126314.0
2016-10-07,11750,11750,11550,11650,5509,94672.0,8126314.0
2016-10-10,11700,11950,11550,11650,7004,94672.0,8126314.0
2016-10-11,11650,11800,11550,11700,4103,95078.0,8126314.0
2016-10-12,11700,11850,11650,11750,6929,95484.0,8126314.0
2016-10-13,11750,11950,11400,11450,25651,93046.0,8126314.0
2016-10-14,11400,11700,11400,11700,7026,95078.0,8126314.0
