한국콜마(161890),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-07-12,58300,58700,57600,57800,69022,1291639.0,22346698.0
2019-07-15,59000,59000,56000,56000,142267,1281346.0,22881180.0
2019-07-16,56200,58300,56000,58000,126564,1327108.0,22881180.0
2019-07-17,57700,57800,56300,56800,61659,1299651.0,22881180.0
2019-07-18,56300,56700,55600,55700,87512,1274482.0,22881180.0
2019-07-19,57500,57500,56000,56800,56565,1299651.0,22881180.0
2019-07-22,56100,56600,55600,56400,69312,1290499.0,22881180.0
2019-07-23,56400,56800,56000,56700,48829,1297363.0,22881180.0
2019-07-24,56300,56900,55900,56000,43772,1281346.0,22881180.0
2019-07-25,55600,56300,53800,56200,114414,1285922.0,22881180.0
2019-07-26,56000,57500,55600,56300,88990,1288210.0,22881180.0
2019-07-29,55800,56900,54600,54900,75068,1256177.0,22881180.0
2019-07-30,54600,55300,54400,54900,47168,1256177.0,22881180.0
2019-07-31,54100,55700,54100,55400,87250,1267617.0,22881180.0
2019-08-01,55100,55100,53800,54100,74571,1237872.0,22881180.0
2019-08-02,53100,53900,52600,52600,104433,1203550.0,22881180.0
2019-08-05,50700,52000,49600,50000,164166,1144059.0,22881180.0
2019-08-06,49000,50800,47350,49800,153346,1139483.0,22881180.0
2019-08-07,49200,50400,47700,48150,126085,1101729.0,22881180.0
2019-08-08,48850,51300,48100,50200,211229,1148635.0,22881180.0
2019-08-09,49000,49700,47100,47750,627663,1092576.0,22881180.0
2019-08-12,46800,47550,45850,46900,687962,1073127.0,22881180.0
2019-08-13,46500,48300,46250,46500,470894,1063975.0,22881180.0
2019-08-14,46850,47200,43350,43550,1061414,996475.0,22881180.0
2019-08-16,43900,45450,43600,44050,583257,1007916.0,22881180.0
2019-08-19,44650,44700,43650,44000,305258,1006772.0,22881180.0
2019-08-20,44350,45100,44200,44900,362444,1027365.0,22881180.0
2019-08-21,44800,45000,44100,44400,291831,1015924.0,22881180.0
2019-08-22,44650,45050,44250,44300,359046,1013636.0,22881180.0
2019-08-23,43700,44000,43400,43550,270670,996475.0,22881180.0
2019-08-26,42550,42550,41700,42100,271050,963298.0,22881180.0
2019-08-27,42450,42850,41950,42000,206971,961010.0,22881180.0
2019-08-28,42000,42200,41600,42150,206370,964442.0,22881180.0
2019-08-29,42400,43350,42350,42850,308915,980459.0,22881180.0
2019-08-30,43400,43650,43050,43400,241504,993043.0,22881180.0
2019-09-02,43450,43800,43300,43500,117525,995331.0,22881180.0
2019-09-03,43300,44550,43300,44500,351059,1018213.0,22881180.0
2019-09-04,44150,44550,44050,44450,227786,1017068.0,22881180.0
2019-09-05,44800,46300,44700,45500,514383,1041094.0,22881180.0
2019-09-06,45600,45800,44650,44750,195065,1023933.0,22881180.0
2019-09-09,44800,45100,44100,44150,168844,1010204.0,22881180.0
2019-09-10,44400,44600,43950,44500,151529,1018213.0,22881180.0
2019-09-11,44500,44600,43900,44000,328582,1006772.0,22881180.0
2019-09-16,44250,44750,44250,44750,260800,1023933.0,22881180.0
2019-09-17,44800,45750,44500,45150,263947,1033085.0,22881180.0
2019-09-18,45200,45250,44800,44900,146504,1027365.0,22881180.0
2019-09-19,44900,45100,44500,44550,139369,1019357.0,22881180.0
2019-09-20,44550,44750,44100,44650,114724,1021645.0,22881180.0
2019-09-23,44550,44700,44150,44250,98413,1012492.0,22881180.0
2019-09-24,44200,44550,44200,44350,118225,1014780.0,22881180.0
2019-09-25,44450,44550,43300,43350,203272,991899.0,22881180.0
2019-09-26,43750,44100,42950,43250,113359,989611.0,22881180.0
2019-09-27,43500,44100,43100,43200,145457,988467.0,22881180.0
2019-09-30,43200,43400,42000,42200,199505,965586.0,22881180.0
2019-10-01,41900,42900,41900,42550,175933,973594.0,22881180.0
2019-10-02,42100,42200,41550,41550,210509,950713.0,22881180.0
2019-10-04,41350,41350,39100,39250,505181,898086.0,22881180.0
2019-10-07,39300,40700,39300,40500,243462,926688.0,22881180.0
