SK디앤디(210980),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-11-28,26000,27550,26000,27200,75230,439416.0,16155000.0
2018-11-29,27500,27700,26850,27450,41462,443455.0,16155000.0
2018-11-30,27450,28550,27200,28550,48561,461225.0,16155000.0
2018-12-03,28550,28750,27950,28500,54342,460418.0,16155000.0
2018-12-04,28150,28700,27750,27850,35976,449917.0,16155000.0
2018-12-05,27800,27800,26900,27100,30723,437800.0,16155000.0
2018-12-06,27100,28050,27000,28000,244477,452340.0,16155000.0
2018-12-07,28050,28850,27550,28100,23295,453956.0,16155000.0
2018-12-10,28250,28250,26950,27650,32158,446686.0,16155000.0
2018-12-11,27650,27900,27200,27500,26405,444262.0,16155000.0
2018-12-12,27500,28400,27250,28300,33428,457186.0,16155000.0
2018-12-13,28550,28550,27900,27900,16853,450724.0,16155000.0
2018-12-14,27900,28400,26900,27000,21609,436185.0,16155000.0
2018-12-17,27000,27400,26550,27400,17148,442647.0,16155000.0
2018-12-18,27250,27400,26850,26900,17482,434570.0,16155000.0
2018-12-19,27050,27350,26750,27250,12724,440224.0,16155000.0
2018-12-20,27250,27450,26800,26950,17163,435377.0,16155000.0
2018-12-21,26900,27150,26700,26700,18708,431338.0,16155000.0
2018-12-24,26700,27200,26100,26600,15010,429723.0,16155000.0
2018-12-26,26000,26550,25900,26050,18000,420838.0,16155000.0
2018-12-27,25900,27200,25850,27200,13570,439416.0,16155000.0
2018-12-28,26950,27200,26500,26750,18720,432146.0,16155000.0
2019-01-02,26900,27300,26650,27200,22386,439416.0,16155000.0
2019-01-03,27200,27200,25900,26150,29503,422453.0,16155000.0
2019-01-04,26400,26400,25250,26200,24581,423261.0,16155000.0
2019-01-07,26200,27000,25950,26250,16411,424069.0,16155000.0
2019-01-08,26000,26750,26000,26700,16715,431338.0,16155000.0
2019-01-09,26350,27300,26350,26650,13629,506088.0,18990164.0
2019-01-10,26750,26950,26050,26950,19893,511785.0,18990164.0
2019-01-11,26950,27500,26800,27450,15329,521280.0,18990164.0
2019-01-14,27450,28050,27450,27800,11198,527927.0,18990164.0
2019-01-15,27800,28250,27800,27850,24460,528876.0,18990164.0
2019-01-16,27800,28300,27700,28300,12217,537422.0,18990164.0
2019-01-17,28400,28400,27650,27650,7560,525078.0,18990164.0
2019-01-18,27700,29350,27450,29350,36164,557361.0,18990164.0
2019-01-21,28800,29200,28500,29000,33376,550715.0,18990164.0
2019-01-22,29000,29150,28700,28900,19972,548816.0,18990164.0
2019-01-23,28900,29350,28400,28950,19496,549765.0,18990164.0
2019-01-24,28950,29550,28750,29500,39823,560210.0,18990164.0
2019-01-25,29500,29600,29150,29400,18530,558311.0,18990164.0
2019-01-28,29400,29600,29050,29200,15395,554513.0,18990164.0
2019-01-29,29200,29200,28900,29100,14030,552614.0,18990164.0
2019-01-30,28900,29350,28450,29000,16832,550715.0,18990164.0
2019-01-31,29200,29600,28800,29600,20283,562109.0,18990164.0
2019-02-01,29600,29650,29250,29550,8891,561159.0,18990164.0
2019-02-07,30100,30550,29750,30550,40835,580150.0,18990164.0
2019-02-08,30550,30550,30000,30500,15268,579200.0,18990164.0
2019-02-11,30500,30650,29750,30300,15424,575402.0,18990164.0
2019-02-12,30300,30850,30200,30350,12561,576351.0,18990164.0
2019-02-13,30350,30500,30150,30400,13300,577301.0,18990164.0
2019-02-14,30600,30600,30000,30200,6646,573503.0,18990164.0
2019-02-15,30000,30500,29450,29750,24781,564957.0,18990164.0
2019-02-18,29800,30400,29800,30100,13650,571604.0,18990164.0
2019-02-19,29750,30200,29700,29900,9173,567806.0,18990164.0
2019-02-20,29850,30600,29700,30500,16020,579200.0,18990164.0
2019-02-21,30500,30750,29950,30150,16085,572553.0,18990164.0
2019-02-22,30000,30450,29850,30300,11703,575402.0,18990164.0
2019-02-25,30300,30650,30250,30600,15952,581099.0,18990164.0
2019-02-26,30750,30750,30050,30300,21982,575402.0,18990164.0
2019-02-27,30100,30350,30000,30050,12068,570654.0,18990164.0
2019-02-28,30300,30300,29600,30050,15911,570654.0,18990164.0
2019-03-04,29850,30350,29750,29850,17667,566856.0,18990164.0
2019-03-05,29800,30150,29600,29700,11793,564008.0,18990164.0
2019-03-06,29850,30200,29750,30000,11629,569705.0,18990164.0
2019-03-07,30000,30200,29600,29950,14651,568755.0,18990164.0
2019-03-08,29950,30050,29500,30000,12460,569705.0,18990164.0
2019-03-11,30000,30200,29750,30000,11458,569705.0,18990164.0
2019-03-12,30200,30400,30000,30350,12981,576351.0,18990164.0
2019-03-13,30450,31000,30300,31000,27802,588695.0,18990164.0
2019-03-14,30900,31650,30850,31450,23063,597241.0,18990164.0
2019-03-15,31450,31850,31400,31800,25829,603887.0,18990164.0
2019-03-18,31800,32100,31700,31850,14475,604837.0,18990164.0
2019-03-19,31850,31950,31300,31500,26066,598190.0,18990164.0
2019-03-20,31000,31650,30600,31550,17337,599140.0,18990164.0
2019-03-21,31600,31950,31350,31750,11872,602938.0,18990164.0
2019-03-22,31750,31850,30900,31200,4029,592493.0,18990164.0
2019-03-25,31050,31050,29950,30600,16384,581099.0,18990164.0
2019-03-26,30600,30650,29750,30600,16068,581099.0,18990164.0
2019-03-27,30900,30900,30000,30650,13420,582049.0,18990164.0
2019-03-28,30800,30800,30000,30650,15300,582049.0,18990164.0
2019-03-29,30150,31200,30150,30500,9481,579200.0,18990164.0
2019-04-01,30500,30950,29800,29850,14810,566856.0,18990164.0
2019-04-02,30150,30150,28500,29500,22639,560210.0,18990164.0
2019-04-03,29350,29900,29350,29650,8966,563058.0,18990164.0
2019-04-04,29650,29950,29000,29650,15982,563058.0,18990164.0
2019-04-05,29900,29900,29050,29200,12302,554513.0,18990164.0
2019-04-08,29200,29650,29000,29250,11219,555462.0,18990164.0
2019-04-09,29300,29600,29150,29500,11486,560210.0,18990164.0
2019-04-10,29250,29950,29200,29650,15758,563058.0,18990164.0
2019-04-11,29300,29950,29300,29600,11323,562109.0,18990164.0
2019-04-12,29600,29750,29100,29650,16559,563058.0,18990164.0
2019-04-15,29900,30050,29350,30000,15751,569705.0,18990164.0
2019-04-16,29900,30500,29550,30200,20424,573503.0,18990164.0
2019-04-17,30600,31200,30000,30900,21850,586796.0,18990164.0
2019-04-18,31200,31250,30300,30550,10538,580150.0,18990164.0
2019-04-19,30550,30700,29500,29500,24072,560210.0,18990164.0
2019-04-22,29500,31200,29500,29900,46845,567806.0,18990164.0
2019-04-23,30100,30850,30100,30850,12401,585847.0,18990164.0
2019-04-24,31200,31200,30050,30200,8701,573503.0,18990164.0
2019-04-25,30200,30600,29450,30000,14157,569705.0,18990164.0
2019-04-26,30450,30450,29300,29500,9067,560210.0,18990164.0
2019-04-29,29500,29750,29000,29500,14359,560210.0,18990164.0
2019-04-30,29200,29550,29100,29500,7499,560210.0,18990164.0
2019-05-02,29750,30400,29600,30100,19531,571604.0,18990164.0
2019-05-03,30100,30450,29600,29950,16097,568755.0,18990164.0
2019-05-07,29750,30200,29500,30000,24496,569705.0,18990164.0
2019-05-08,30000,30400,29700,30350,10453,576351.0,18990164.0
2019-05-09,30500,30500,29700,30050,16980,570654.0,18990164.0
2019-05-10,30050,31200,29750,30000,28162,569705.0,18990164.0
2019-05-13,29700,30400,29300,29400,16339,558311.0,18990164.0
2019-05-14,28800,30250,28700,30150,10589,572553.0,18990164.0
2019-05-15,29700,30100,29150,29800,29777,565907.0,18990164.0
2019-05-16,29750,30000,29300,29600,8524,562109.0,18990164.0
2019-05-17,29600,29900,29500,29500,6454,560210.0,18990164.0
2019-05-20,29250,29550,28400,29250,45914,555462.0,18990164.0
2019-05-21,29550,29550,28850,28950,6487,549765.0,18990164.0
2019-05-22,28950,29200,28550,28550,5911,542169.0,18990164.0
2019-05-23,28400,28750,27550,28300,11042,537422.0,18990164.0
2019-05-24,28100,28350,27500,27700,6083,526028.0,18990164.0
2019-05-27,27700,28200,27250,27350,8422,519381.0,18990164.0
2019-05-28,27600,29050,27250,29050,10207,551664.0,18990164.0
2019-05-29,28900,30000,28150,29650,17725,563058.0,18990164.0
2019-05-30,29750,30750,29350,29900,20662,567806.0,18990164.0
2019-05-31,29950,30900,29350,29550,25719,561159.0,18990164.0
2019-06-03,29450,30300,28400,29100,10526,552614.0,18990164.0
2019-06-04,29100,29500,28600,29100,6642,552614.0,18990164.0
2019-06-05,29000,29400,28350,28750,7772,545967.0,18990164.0
2019-06-07,28750,28750,28200,28250,6765,536472.0,18990164.0
2019-06-10,28100,28500,28050,28250,7161,536472.0,18990164.0
2019-06-11,28100,28800,28100,28550,2977,542169.0,18990164.0
2019-06-12,28700,28850,28250,28550,8677,542169.0,18990164.0
2019-06-13,28500,28800,28000,28800,13157,546917.0,18990164.0
2019-06-14,28600,28900,28200,28700,13082,545018.0,18990164.0
2019-06-17,28700,29100,28200,28200,17250,535523.0,18990164.0
2019-06-18,28200,28250,27300,27450,18658,521280.0,18990164.0
2019-06-19,27450,27850,27300,27400,14681,520330.0,18990164.0
2019-06-20,27300,28000,27300,27950,12875,530775.0,18990164.0
2019-06-21,27900,28100,27400,27700,9613,526028.0,18990164.0
2019-06-24,27450,27650,27400,27600,8765,524129.0,18990164.0
2019-06-25,27500,27800,27150,27250,22418,517482.0,18990164.0
2019-06-26,27000,27250,26750,27150,13366,515583.0,18990164.0
2019-06-27,26850,28200,26850,27550,18156,523179.0,18990164.0
2019-06-28,27300,28200,27250,28050,14119,532674.0,18990164.0
2019-07-01,27900,28850,27700,28050,7087,532674.0,18990164.0
2019-07-02,27900,28100,26800,27550,14454,523179.0,18990164.0
2019-07-03,27300,27850,27150,27300,13174,518431.0,18990164.0
2019-07-04,27150,27500,27000,27400,7586,520330.0,18990164.0
2019-07-05,27050,27150,25850,26200,28432,497542.0,18990164.0
2019-07-08,26400,26400,25000,26000,22555,493744.0,18990164.0
2019-07-09,25750,25900,25200,25500,9349,484249.0,18990164.0
2019-07-10,25500,25500,24200,25200,41900,478552.0,18990164.0
2019-07-11,25200,25550,24800,25100,9116,476653.0,18990164.0
2019-07-12,25100,25650,24400,24500,26197,465259.0,18990164.0
2019-07-15,24700,24850,24500,24800,5832,470956.0,18990164.0
2019-07-16,24800,25800,24650,25200,23687,478552.0,18990164.0
2019-07-17,25250,26100,24850,25500,20323,484249.0,18990164.0
2019-07-18,25600,26950,24200,26250,25010,498492.0,18990164.0
2019-07-19,26250,26350,25800,26150,5891,496593.0,18990164.0
2019-07-22,26250,26400,25950,26200,3391,497542.0,18990164.0
2019-07-23,25950,26200,25650,25700,7817,488047.0,18990164.0
2019-07-24,25700,26500,25700,26150,5609,496593.0,18990164.0
2019-07-25,25850,26300,25450,26250,6145,498492.0,18990164.0
2019-07-26,27000,27000,25450,26650,10293,506088.0,18990164.0
2019-07-29,26750,26750,25800,25850,7124,490896.0,18990164.0
2019-07-30,25550,26250,25300,25500,7279,484249.0,18990164.0
2019-07-31,25500,25800,25250,25350,4904,481401.0,18990164.0
2019-08-01,25100,25750,25050,25150,3396,477603.0,18990164.0
2019-08-02,25300,25600,24650,25300,3360,480451.0,18990164.0
2019-08-05,25050,25650,24600,24650,11642,468108.0,18990164.0
2019-08-06,24150,25500,23150,24900,25042,472855.0,18990164.0
2019-08-07,25000,25200,24500,24500,5532,465259.0,18990164.0
2019-08-08,24800,25100,24000,24500,9333,465259.0,18990164.0
2019-08-09,24600,24800,24350,24700,8750,469057.0,18990164.0
2019-08-12,24750,24750,23000,23850,37730,452915.0,18990164.0
2019-08-13,23850,24800,23250,24700,14754,469057.0,18990164.0
2019-08-14,24800,25550,24650,25450,7659,483300.0,18990164.0
2019-08-16,25300,26250,25250,26200,9833,497542.0,18990164.0
2019-08-19,26200,27000,26000,27000,16231,512734.0,18990164.0
2019-08-20,27000,27600,26950,27400,13424,520330.0,18990164.0
2019-08-21,27750,27750,27100,27500,7828,522230.0,18990164.0
2019-08-22,27500,27900,27500,27900,11167,529826.0,18990164.0
2019-08-23,27450,27900,27350,27900,3460,529826.0,18990164.0
2019-08-26,27500,28000,26000,27900,15467,529826.0,18990164.0
2019-08-27,27900,27950,27450,27500,9815,522230.0,18990164.0
2019-08-28,28000,28000,27250,27400,3490,520330.0,18990164.0
2019-08-29,27400,27650,27150,27450,4778,521280.0,18990164.0
2019-08-30,27850,27950,27150,27500,5428,522230.0,18990164.0
2019-09-02,27500,27500,27050,27150,1751,515583.0,18990164.0
2019-09-03,27500,27500,26500,26650,5448,506088.0,18990164.0
2019-09-04,26950,27450,26500,26600,5798,505138.0,18990164.0
2019-09-05,26950,27300,26650,27050,14579,513684.0,18990164.0
2019-09-06,26700,27650,26350,27400,9138,520330.0,18990164.0
2019-09-09,27300,27500,27100,27350,5936,519381.0,18990164.0
2019-09-10,27450,27450,26950,27350,5943,519381.0,18990164.0
2019-09-11,27100,27900,27100,27450,6919,521280.0,18990164.0
2019-09-16,27800,27800,27050,27600,6635,524129.0,18990164.0
2019-09-17,27450,27750,27300,27600,7533,524129.0,18990164.0
2019-09-18,27700,29000,27700,28650,33706,544068.0,18990164.0
2019-09-19,28650,29350,28650,28850,19501,547866.0,18990164.0
2019-09-20,29650,29650,28400,28950,13527,549765.0,18990164.0
2019-09-23,28700,29250,28250,28600,5482,543119.0,18990164.0
2019-09-24,28600,28950,28200,28500,1573,541220.0,18990164.0
2019-09-25,28500,28700,27250,27550,11081,523179.0,18990164.0
2019-09-26,27600,27900,27050,27150,8262,515583.0,18990164.0
2019-09-27,27350,27850,26600,27050,4109,513684.0,18990164.0
2019-09-30,27300,28000,27000,27650,2056,525078.0,18990164.0
2019-10-01,28000,28100,27650,28100,4438,533624.0,18990164.0
2019-10-02,28250,28500,28000,28400,6471,539321.0,18990164.0
2019-10-04,28400,28400,28000,28050,2365,532674.0,18990164.0
2019-10-07,27600,28350,27500,27850,2749,528876.0,18990164.0
