디와이(013570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-11-19,10096,10226,9922,9966,157599,362568.0,31665308.0
2013-11-20,9965,10270,9965,10183,178092,370484.0,31665308.0
2013-11-21,10183,10226,10052,10053,120570,365734.0,31665308.0
2013-11-22,10139,10313,10096,10314,91038,375234.0,31665308.0
2013-11-25,10313,10444,10139,10357,124400,376817.0,31665308.0
2013-11-26,10226,10357,10096,10183,106943,370484.0,31665308.0
2013-11-27,10183,10357,10096,10270,103327,373651.0,31665308.0
2013-11-28,10357,10575,10270,10401,158120,378400.0,31665308.0
2013-11-29,10487,10575,10400,10531,125151,383150.0,31665308.0
2013-12-02,10531,10662,10400,10488,105055,381567.0,31665308.0
2013-12-03,10531,10531,10270,10314,160731,375234.0,31665308.0
2013-12-04,10270,10444,10270,10357,95581,376817.0,31665308.0
2013-12-05,10357,10400,10009,10096,138091,367318.0,31665308.0
2013-12-06,10096,10313,10009,10183,65600,370484.0,31665308.0
2013-12-09,10270,10313,9574,9661,333722,351485.0,31665308.0
2013-12-10,9748,9748,9443,9487,158801,345152.0,31665308.0
2013-12-11,9443,9791,9356,9400,143770,341985.0,31665308.0
2013-12-12,9400,9530,9182,9400,181999,341985.0,31665308.0
2013-12-13,9400,9443,9138,9226,149931,335652.0,31665308.0
2013-12-16,9225,9312,9008,9052,195661,329319.0,31665308.0
2013-12-17,9138,9182,8877,9095,222043,330902.0,31665308.0
2013-12-18,9138,9312,9008,9313,206557,338819.0,31665308.0
2013-12-19,9400,9443,9138,9269,152286,337236.0,31665308.0
2013-12-20,9356,9443,9269,9400,121280,341985.0,31665308.0
2013-12-23,9400,9443,9269,9356,107568,340402.0,31665308.0
2013-12-24,9400,9574,9225,9574,183064,348318.0,31665308.0
2013-12-26,9574,9617,9400,9531,163826,346735.0,31665308.0
2013-12-27,9443,9661,9356,9574,193187,348318.0,31665308.0
2013-12-30,9574,9835,9443,9792,150889,356235.0,31665308.0
2014-01-02,9791,9791,9443,9444,121102,343569.0,31665308.0
2014-01-03,9356,9487,9312,9356,90166,340402.0,31665308.0
2014-01-06,9356,9443,9269,9356,90762,340402.0,31665308.0
2014-01-07,9269,9574,9269,9487,77762,345152.0,31665308.0
2014-01-08,9530,9530,9095,9313,251527,338819.0,31665308.0
2014-01-09,9225,9356,9182,9269,130623,337236.0,31665308.0
2014-01-10,9312,9400,9182,9269,143157,337236.0,31665308.0
2014-01-13,9312,9400,9269,9313,121290,338819.0,31665308.0
2014-01-14,9269,9400,9095,9139,180422,332486.0,31665308.0
2014-01-15,9225,9443,9051,9444,208581,343569.0,31665308.0
2014-01-16,9443,9487,9225,9269,181693,337236.0,31665308.0
2014-01-17,9182,9182,9051,9182,179323,334069.0,31665308.0
2014-01-20,9095,9182,8964,9052,204838,329319.0,31665308.0
2014-01-21,9008,9225,9008,9182,348566,334069.0,31665308.0
2014-01-22,9138,9182,9095,9139,87342,332486.0,31665308.0
2014-01-23,9182,9443,9182,9313,215840,338819.0,31665308.0
2014-01-24,9182,9269,9051,9052,176863,329319.0,31665308.0
2014-01-27,8877,9008,8790,8965,183632,326153.0,31665308.0
2014-01-28,9008,9269,8921,9139,197011,332486.0,31665308.0
2014-01-29,9225,9269,9095,9182,176568,334069.0,31665308.0
2014-02-03,9225,9312,9182,9313,165101,338819.0,31665308.0
2014-02-04,9225,9269,9095,9226,155062,335652.0,31665308.0
2014-02-05,9269,9443,9225,9444,208274,343569.0,31665308.0
2014-02-06,9487,9574,9400,9444,233693,343569.0,31665308.0
2014-02-07,9443,9530,9400,9531,119340,346735.0,31665308.0
2014-02-10,9617,9661,9443,9618,160859,349902.0,31665308.0
2014-02-11,9617,9791,9530,9705,168577,353068.0,31665308.0
2014-02-12,9791,9791,9574,9618,143213,349902.0,31665308.0
2014-02-13,9574,9617,9312,9356,227361,340402.0,31665308.0
2014-02-14,9400,9617,9356,9574,115864,348318.0,31665308.0
2014-02-17,9661,9704,9312,9400,227397,341985.0,31665308.0
2014-02-18,9400,9487,9312,9400,105670,341985.0,31665308.0
2014-02-19,9400,9487,9269,9487,159861,345152.0,31665308.0
2014-02-20,9443,9530,9356,9356,131092,340402.0,31665308.0
2014-02-21,9400,9530,9356,9487,149268,345152.0,31665308.0
2014-02-24,9487,9617,9487,9574,132486,348318.0,31665308.0
2014-02-25,9617,9617,9443,9487,126681,345152.0,31665308.0
2014-02-26,9487,9487,9182,9313,300867,338819.0,31665308.0
2014-02-27,9312,9312,9225,9269,114574,337236.0,31665308.0
2014-02-28,9312,9400,9269,9269,136977,337236.0,31665308.0
2014-03-03,9269,9312,9225,9313,148634,338819.0,31665308.0
2014-03-04,9225,9269,9051,9139,206668,332486.0,31665308.0
2014-03-05,9182,9400,9182,9356,171655,340402.0,31665308.0
2014-03-06,9312,9704,9312,9661,380140,351485.0,31665308.0
2014-03-07,9704,9835,9487,9574,261031,348318.0,31665308.0
2014-03-10,9487,9574,9138,9226,436044,335652.0,31665308.0
2014-03-11,9269,9269,8877,9008,579660,327736.0,31665308.0
2014-03-12,8964,9051,8877,8965,261350,326153.0,31665308.0
2014-03-13,9008,9182,8964,9095,189623,330902.0,31665308.0
2014-03-14,8964,9051,8921,8921,192761,324569.0,31665308.0
2014-03-17,8921,8964,8747,8834,277906,321403.0,31665308.0
2014-03-18,8877,8964,8790,8921,226531,324569.0,31665308.0
2014-03-19,9008,9008,8747,8834,235321,321403.0,31665308.0
2014-03-20,8790,8834,8660,8678,246649,315703.0,31665308.0
2014-03-21,8703,8747,8494,8582,336991,312220.0,31665308.0
2014-03-24,8634,8834,8616,8791,303218,319820.0,31665308.0
2014-03-25,8703,8877,8694,8878,131682,322986.0,31665308.0
2014-03-26,8921,8964,8834,8965,171871,326153.0,31665308.0
2014-03-27,8921,8964,8834,8878,139071,322986.0,31665308.0
2014-03-28,8834,9051,8834,8921,142630,324569.0,31665308.0
2014-03-31,9008,9008,8834,8921,81285,324569.0,31665308.0
2014-04-01,8877,8964,8834,8921,165507,324569.0,31665308.0
2014-04-02,8921,8964,8703,8834,323541,321403.0,31665308.0
2014-04-03,8790,8877,8703,8704,227236,316653.0,31665308.0
2014-04-04,8747,8964,8703,8921,122274,324569.0,31665308.0
2014-04-07,8877,9095,8834,9052,243277,329319.0,31665308.0
2014-04-08,9008,9138,8964,9008,129825,327736.0,31665308.0
2014-04-09,9051,9138,8964,9008,190321,327736.0,31665308.0
2014-04-10,9051,9095,8964,9008,126937,327736.0,31665308.0
2014-04-11,8921,8964,8834,8878,156434,322986.0,31665308.0
2014-04-14,8834,8964,8834,8878,131930,322986.0,31665308.0
2014-04-15,8921,8964,8790,8834,172377,321403.0,31665308.0
2014-04-16,8877,8921,8834,8834,109461,321403.0,31665308.0
2014-04-17,8921,8921,8747,8834,209544,321403.0,31665308.0
2014-04-18,8834,8877,8747,8878,200982,322986.0,31665308.0
2014-04-21,8921,8921,8834,8878,97298,322986.0,31665308.0
2014-04-22,8877,8877,8790,8834,56150,321403.0,31665308.0
2014-04-23,8834,8834,8703,8747,180409,318236.0,31665308.0
2014-04-24,8703,8747,8651,8747,116016,318236.0,31665308.0
2014-04-25,8651,8703,8581,8599,156362,312853.0,31665308.0
2014-04-28,8599,8703,8529,8704,118008,316653.0,31665308.0
2014-04-29,8686,8695,8625,8678,74825,315703.0,31665308.0
2014-04-30,8660,8747,8599,8651,115176,314753.0,31665308.0
2014-05-02,8642,8686,8494,8564,184687,311587.0,31665308.0
2014-05-07,8564,8581,8268,8303,178269,302087.0,31665308.0
2014-05-08,8303,8346,8190,8269,133499,300820.0,31665308.0
2014-05-09,8242,8329,8242,8242,90741,299870.0,31665308.0
2014-05-12,8242,8285,8103,8129,204811,295754.0,31665308.0
2014-05-13,8259,8442,8172,8390,141908,305254.0,31665308.0
2014-05-14,8407,8460,8355,8382,69875,304937.0,31665308.0
2014-05-15,8390,8520,8381,8443,70368,307153.0,31665308.0
2014-05-16,8416,8468,8312,8338,74651,303354.0,31665308.0
2014-05-19,8346,8399,8146,8155,136180,296704.0,31665308.0
2014-05-20,8155,8242,8103,8147,172118,296387.0,31665308.0
2014-05-21,8181,8259,8137,8216,115136,298921.0,31665308.0
2014-05-22,8233,8355,8181,8347,116281,303670.0,31665308.0
2014-05-23,8346,8399,8285,8286,113135,301454.0,31665308.0
2014-05-26,8320,8338,8216,8269,84245,300820.0,31665308.0
2014-05-27,8320,8442,8155,8443,155861,307153.0,31665308.0
2014-05-28,8399,8834,8364,8747,361931,318236.0,31665308.0
2014-05-29,8747,8790,8616,8747,202941,318236.0,31665308.0
2014-05-30,8964,9138,8877,8921,513145,324569.0,31665308.0
2014-06-02,8964,9008,8790,8921,159486,324569.0,31665308.0
2014-06-03,8877,8964,8703,8834,263631,321403.0,31665308.0
2014-06-05,8790,8834,8634,8791,191241,319820.0,31665308.0
2014-06-09,8790,8921,8695,8834,150606,321403.0,31665308.0
2014-06-10,8790,8877,8590,8625,273232,313803.0,31665308.0
2014-06-11,8634,8790,8634,8747,264733,318236.0,31665308.0
2014-06-12,8747,8747,8599,8747,164162,318236.0,31665308.0
2014-06-13,8703,8703,8616,8651,85750,314753.0,31665308.0
2014-06-16,8642,8703,8355,8512,296341,309687.0,31665308.0
2014-06-17,8529,8790,8529,8791,183793,319820.0,31665308.0
2014-06-18,8790,8834,8703,8791,117975,319820.0,31665308.0
2014-06-19,8790,8834,8695,8747,94542,318236.0,31665308.0
2014-06-20,8747,8921,8677,8878,209614,322986.0,31665308.0
2014-06-23,9051,9051,8877,8965,245237,326153.0,31665308.0
2014-06-24,8964,8964,8747,8878,137299,322986.0,31665308.0
2014-06-25,8877,8877,8703,8791,97914,319820.0,31665308.0
2014-06-26,8790,8834,8660,8704,95610,316653.0,31665308.0
2014-06-27,8747,8747,8634,8651,192600,314753.0,31665308.0
2014-06-30,8695,8747,8660,8704,238798,316653.0,31665308.0
2014-07-01,8634,8747,8634,8643,223274,314437.0,31665308.0
2014-07-02,8686,8921,8660,8878,383772,322986.0,31665308.0
2014-07-03,8921,8921,8747,8834,168772,321403.0,31665308.0
2014-07-04,8877,8921,8834,8834,176105,321403.0,31665308.0
2014-07-07,9095,9095,8747,8878,448927,322986.0,31665308.0
2014-07-08,8834,8921,8747,8878,256132,322986.0,31665308.0
2014-07-09,8834,8877,8747,8834,116532,321403.0,31665308.0
2014-07-10,8921,8964,8790,8921,248477,324569.0,31665308.0
2014-07-11,8877,8964,8790,8878,164458,322986.0,31665308.0
2014-07-14,8877,8921,8694,8921,296549,324569.0,31665308.0
2014-07-15,8921,9008,8747,8747,244059,318236.0,31665308.0
2014-07-16,8747,8747,8433,8547,447429,310953.0,31665308.0
2014-07-17,8607,8607,8355,8373,375736,304620.0,31665308.0
2014-07-18,8372,8468,8303,8399,124603,305570.0,31665308.0
2014-07-21,8399,8477,8399,8434,122239,306837.0,31665308.0
2014-07-22,8468,8468,8381,8416,82748,306204.0,31665308.0
2014-07-23,8442,8442,8399,8425,156559,306520.0,31665308.0
2014-07-24,8460,8460,8137,8234,347357,299554.0,31665308.0
2014-07-25,8268,8303,8190,8242,152108,299870.0,31665308.0
2014-07-28,8242,8285,8207,8286,182022,301454.0,31665308.0
2014-07-29,8242,8346,8207,8329,197950,303037.0,31665308.0
2014-07-30,8355,8355,8216,8312,135957,302404.0,31665308.0
2014-07-31,8338,8338,8225,8286,123585,301454.0,31665308.0
2014-08-01,8259,8477,8216,8469,243126,308103.0,31665308.0
2014-08-04,8477,8486,8251,8286,236488,301454.0,31665308.0
2014-08-05,8303,8312,8155,8190,292119,297971.0,31665308.0
2014-08-06,8146,8207,8120,8155,84950,296704.0,31665308.0
2014-08-07,8155,8190,8111,8112,74785,295121.0,31665308.0
2014-08-08,8120,8146,7920,8121,175387,295437.0,31665308.0
2014-08-11,8129,8172,8059,8121,81029,295437.0,31665308.0
2014-08-12,8137,8303,8137,8208,201867,298604.0,31665308.0
2014-08-13,8190,8251,8155,8199,129640,298287.0,31665308.0
2014-08-14,8198,8259,8172,8225,98998,299237.0,31665308.0
2014-08-18,8224,8372,8216,8321,237284,302720.0,31665308.0
2014-08-19,8303,8346,8233,8269,122811,300820.0,31665308.0
2014-08-20,8277,8372,8268,8338,119032,303354.0,31665308.0
2014-08-21,8338,8381,8198,8199,106664,298287.0,31665308.0
2014-08-22,8181,8242,8172,8234,57311,299554.0,31665308.0
2014-08-25,8268,8320,8190,8216,71795,298921.0,31665308.0
2014-08-26,8216,8285,8164,8277,69409,301137.0,31665308.0
2014-08-27,8277,8329,8172,8269,146685,300820.0,31665308.0
2014-08-28,8251,8294,8042,8077,161972,293854.0,31665308.0
2014-08-29,8103,8155,7876,7886,219506,286888.0,31665308.0
2014-09-01,7842,7894,7589,7651,291496,278338.0,31665308.0
2014-09-02,7659,7711,7528,7564,179948,275172.0,31665308.0
2014-09-03,7563,7659,7528,7590,156380,276121.0,31665308.0
2014-09-04,7589,7702,7502,7616,142480,277071.0,31665308.0
2014-09-05,7659,7728,7598,7668,174991,278971.0,31665308.0
2014-09-11,7711,7772,7641,7685,107152,279605.0,31665308.0
2014-09-12,7702,7755,7615,7755,127076,282138.0,31665308.0
2014-09-15,7772,7824,7702,7781,97468,283088.0,31665308.0
2014-09-16,7746,7833,7624,7685,142045,279605.0,31665308.0
2014-09-17,7711,7781,7650,7781,127882,283088.0,31665308.0
2014-09-18,7755,7911,7563,7590,244958,276121.0,31665308.0
2014-09-19,7633,7685,7615,7677,64078,279288.0,31665308.0
2014-09-22,7676,7702,7589,7685,86262,279605.0,31665308.0
2014-09-23,7685,7694,7572,7659,68847,278655.0,31665308.0
2014-09-24,7589,7763,7589,7738,130506,281505.0,31665308.0
2014-09-25,7763,7929,7746,7912,180103,287838.0,31665308.0
2014-09-26,7894,7946,7824,7929,140913,288471.0,31665308.0
2014-09-29,7929,7937,7755,7833,83557,284988.0,31665308.0
2014-09-30,7789,7859,7659,7703,122648,280238.0,31665308.0
2014-10-01,7702,7702,7311,7311,293548,265989.0,31665308.0
2014-10-02,7189,7363,7137,7355,191956,267572.0,31665308.0
2014-10-06,7337,7528,7328,7494,125817,272638.0,31665308.0
2014-10-07,7485,7537,7206,7215,134924,262505.0,31665308.0
2014-10-08,7137,7319,7137,7320,47672,266305.0,31665308.0
2014-10-10,7311,7319,7197,7259,107677,264089.0,31665308.0
2014-10-13,7180,7267,6884,6919,185749,251739.0,31665308.0
2014-10-14,6962,7084,6675,7076,228321,257439.0,31665308.0
2014-10-15,7006,7084,6936,7006,94408,254906.0,31665308.0
2014-10-16,6919,7058,6893,6972,92092,253639.0,31665308.0
2014-10-17,6919,7119,6780,6780,251045,246673.0,31665308.0
2014-10-20,6815,6954,6806,6876,126952,250156.0,31665308.0
2014-10-21,6849,6936,6849,6893,81967,250789.0,31665308.0
2014-10-22,6919,7023,6849,6876,132485,250156.0,31665308.0
2014-10-23,6806,6945,6788,6841,119330,248889.0,31665308.0
2014-10-24,6841,6936,6806,6867,62904,249839.0,31665308.0
2014-10-27,6875,7015,6814,6972,90223,253639.0,31665308.0
2014-10-28,6936,7041,6814,6867,107719,249839.0,31665308.0
2014-10-29,6875,6954,6832,6885,120299,250473.0,31665308.0
2014-10-30,6902,6928,6658,6824,163226,248256.0,31665308.0
2014-10-31,6841,7006,6736,6841,173948,248889.0,31665308.0
2014-11-03,6806,6936,6780,6919,104343,251739.0,31665308.0
2014-11-04,6858,6962,6623,6763,192842,246039.0,31665308.0
2014-11-05,6815,6815,6614,6737,160691,245089.0,31665308.0
2014-11-06,6684,6771,6649,6693,119953,243506.0,31665308.0
2014-11-07,6693,6849,6684,6719,108157,244456.0,31665308.0
2014-11-10,6745,7006,6745,6928,145576,252056.0,31665308.0
2014-11-11,6945,7023,6875,6972,107603,253639.0,31665308.0
2014-11-12,7032,7084,6910,7050,185539,256489.0,31665308.0
2014-11-13,7128,7328,7058,7120,216538,259022.0,31665308.0
2014-11-14,7145,7145,6962,6989,81748,254272.0,31665308.0
2014-11-17,7015,7067,6980,7050,43062,256489.0,31665308.0
2014-11-18,7067,7093,6954,7076,59834,257439.0,31665308.0
2014-11-19,7067,7163,7067,7146,90744,259972.0,31665308.0
2014-11-20,7145,7163,7015,7041,101478,256172.0,31665308.0
2014-11-21,7006,7084,6910,6946,157068,252689.0,31665308.0
2014-11-24,7006,7137,6971,7015,147534,255222.0,31665308.0
2014-11-25,6989,7084,6919,6954,186231,253006.0,31665308.0
2014-11-26,6893,6936,6580,6580,648723,239390.0,31665308.0
2014-11-27,0,0,0,6580,0,239390.0,31665308.0
2014-11-28,0,0,0,6580,0,,
2014-12-01,0,0,0,6580,0,,
2014-12-02,0,0,0,6580,0,,
2014-12-03,0,0,0,6580,0,,
2014-12-04,0,0,0,6580,0,,
2014-12-05,0,0,0,6580,0,,
2014-12-08,0,0,0,6580,0,,
2014-12-09,0,0,0,6580,0,,
2014-12-10,0,0,0,6580,0,,
2014-12-11,0,0,0,6580,0,,
2014-12-12,0,0,0,6580,0,,
2014-12-15,0,0,0,6580,0,,
2014-12-16,0,0,0,6580,0,,
2014-12-17,0,0,0,6580,0,,
2014-12-18,0,0,0,6580,0,,
2014-12-19,0,0,0,6580,0,,
2014-12-22,0,0,0,6580,0,,
2014-12-23,0,0,0,6580,0,,
2014-12-24,0,0,0,6580,0,,
2014-12-26,0,0,0,6580,0,,
2014-12-29,0,0,0,6580,0,,
2014-12-30,0,0,0,6580,0,,
2015-01-02,0,0,0,6580,0,,
2015-01-05,0,0,0,6580,0,,
2015-01-06,0,0,0,6580,0,,
2015-01-07,0,0,0,6580,0,,
2015-01-08,0,0,0,6580,0,,
2015-01-09,0,0,0,6580,0,,
2015-01-12,0,0,0,6580,0,,
2015-01-13,0,0,0,6580,0,,
2015-01-14,0,0,0,6580,0,,
2015-01-15,6580,6580,5600,5650,3437079,116523.0,20623600.0
2015-01-16,5730,6430,5650,6260,3471496,129104.0,20623600.0
2015-01-19,6350,6440,5890,5950,1230020,122710.0,20623600.0
2015-01-20,6050,6200,5900,5900,668615,121679.0,20623600.0
2015-01-21,5900,6160,5730,5840,1018609,120442.0,20623600.0
2015-01-22,5850,6120,5850,5930,599990,122298.0,20623600.0
2015-01-23,5990,6180,5980,6070,602620,125185.0,20623600.0
2015-01-26,6160,6230,6060,6100,370783,125804.0,20623600.0
2015-01-27,6200,6570,6160,6450,772410,133022.0,20623600.0
2015-01-28,6510,6750,6330,6400,507853,131991.0,20623600.0
2015-01-29,6450,6980,6420,6700,543448,138178.0,20623600.0
2015-01-30,6770,6860,6470,6620,336923,136528.0,20623600.0
2015-02-02,6540,6950,6540,6880,285912,141890.0,20623600.0
2015-02-03,6950,6950,6600,6720,205515,138591.0,20623600.0
2015-02-04,6770,6800,6550,6730,231359,138797.0,20623600.0
2015-02-05,6810,6950,6660,6740,292628,139003.0,20623600.0
2015-02-06,6790,6900,6730,6870,176512,141684.0,20623600.0
2015-02-09,6920,6930,6800,6830,142074,140859.0,20623600.0
2015-02-10,6870,6970,6720,6800,153224,140240.0,20623600.0
2015-02-11,6850,6870,6550,6630,248959,136734.0,20623600.0
2015-02-12,6630,6710,6420,6530,185170,134672.0,20623600.0
2015-02-13,6570,6700,6440,6530,311621,134672.0,20623600.0
2015-02-16,6540,6580,6300,6310,218402,130135.0,20623600.0
2015-02-17,6330,6420,6160,6410,202100,132197.0,20623600.0
2015-02-23,6430,6570,6400,6550,194044,135085.0,20623600.0
2015-02-24,6560,6580,6450,6450,137953,133022.0,20623600.0
2015-02-25,6510,6540,6450,6490,100766,133847.0,20623600.0
2015-02-26,6540,6690,6490,6630,199113,136734.0,20623600.0
2015-02-27,6640,6770,6640,6730,223406,138797.0,20623600.0
2015-03-02,6730,6770,6630,6700,150910,138178.0,20623600.0
2015-03-03,6700,6750,6630,6690,178747,137972.0,20623600.0
2015-03-04,6750,7010,6750,6990,484593,144159.0,20623600.0
2015-03-05,7080,7220,7070,7150,299172,147459.0,20623600.0
2015-03-06,7200,7200,6990,7050,168798,145396.0,20623600.0
2015-03-09,6970,7020,6800,6860,155220,141478.0,20623600.0
2015-03-10,6820,7430,6820,7350,396689,151583.0,20623600.0
2015-03-11,7270,7320,6980,7080,294026,146015.0,20623600.0
2015-03-12,7070,7280,7040,7170,193395,147871.0,20623600.0
2015-03-13,7150,7390,7120,7320,236422,150965.0,20623600.0
2015-03-16,7340,7430,7250,7380,227521,152202.0,20623600.0
2015-03-17,7400,7640,7330,7600,346527,156739.0,20623600.0
2015-03-18,7670,7700,7450,7550,144715,155708.0,20623600.0
2015-03-19,7620,7900,7480,7790,369928,160658.0,20623600.0
2015-03-20,7800,7900,7660,7730,101117,159420.0,20623600.0
2015-03-23,7810,7810,7630,7730,99599,159420.0,20623600.0
2015-03-24,7740,7790,7490,7670,124892,158183.0,20623600.0
2015-03-25,7700,7970,7670,7800,211013,160864.0,20623600.0
2015-03-26,7750,7960,7750,7850,99406,161895.0,20623600.0
2015-03-27,7850,7970,7710,7880,82969,162514.0,20623600.0
2015-03-30,7880,7900,7660,7730,107335,159420.0,20623600.0
2015-03-31,7770,8120,7710,7920,327269,163339.0,20623600.0
2015-04-01,7920,8200,7820,7830,234644,161483.0,20623600.0
2015-04-02,7910,7990,7760,7910,144145,163133.0,20623600.0
2015-04-03,7870,7980,7830,7920,94139,163339.0,20623600.0
2015-04-06,7720,8040,7720,8000,65549,164989.0,20623600.0
2015-04-07,8010,8100,7920,8070,107539,166432.0,20623600.0
2015-04-08,8070,8180,8030,8110,70479,167257.0,20623600.0
2015-04-09,8240,8240,8100,8130,87562,167670.0,20623600.0
2015-04-10,8090,8190,8000,8010,114898,165195.0,20623600.0
2015-04-13,8100,8270,8050,8270,138109,170557.0,20623600.0
2015-04-14,8400,8400,8100,8120,145773,167464.0,20623600.0
2015-04-15,8090,8200,8050,8100,100135,167051.0,20623600.0
2015-04-16,8100,8210,7940,8040,145665,165814.0,20623600.0
2015-04-17,8040,8260,7990,8260,134408,170351.0,20623600.0
2015-04-20,8260,8440,8090,8390,176252,173032.0,20623600.0
2015-04-21,8470,8470,8320,8430,110132,173857.0,20623600.0
2015-04-22,8340,8490,8080,8310,168757,171382.0,20623600.0
2015-04-23,8270,8480,8230,8350,185327,172207.0,20623600.0
2015-04-24,8260,8470,8260,8360,114533,172413.0,20623600.0
2015-04-27,8320,8420,8230,8350,80592,172207.0,20623600.0
2015-04-28,8360,8500,8320,8490,168786,175094.0,20623600.0
2015-04-29,8520,8610,8360,8370,108565,172620.0,20623600.0
2015-04-30,8350,8470,8300,8340,96606,172001.0,20623600.0
2015-05-04,8330,8330,8120,8310,159880,171382.0,20623600.0
2015-05-06,8310,8310,7870,7890,175580,162720.0,20623600.0
2015-05-07,7960,7960,7700,7870,93913,162308.0,20623600.0
2015-05-08,7860,8240,7860,8210,82356,169320.0,20623600.0
2015-05-11,8250,8290,8130,8240,96623,169938.0,20623600.0
2015-05-12,8230,8290,8030,8040,113225,165814.0,20623600.0
2015-05-13,8030,8170,8030,8060,81423,166226.0,20623600.0
2015-05-14,8060,8220,8030,8090,77311,166845.0,20623600.0
2015-05-15,8090,8100,7970,8010,88241,165195.0,20623600.0
2015-05-18,8010,8060,7750,7790,121456,160658.0,20623600.0
2015-05-19,7840,7840,7590,7620,146156,157152.0,20623600.0
2015-05-20,7650,8060,7580,7870,209243,162308.0,20623600.0
2015-05-21,7870,7900,7560,7780,79046,160452.0,20623600.0
2015-05-22,7820,7840,7680,7760,89362,160039.0,20623600.0
2015-05-26,7700,7790,7460,7500,208526,154677.0,20623600.0
2015-05-27,7510,7510,7090,7110,197587,146634.0,20623600.0
2015-05-28,7180,7180,6720,6760,507940,139416.0,20623600.0
2015-05-29,6550,6840,6550,6820,259088,140653.0,20623600.0
2015-06-01,6710,6830,6550,6690,228088,137972.0,20623600.0
2015-06-02,6680,6770,6350,6500,260312,134053.0,20623600.0
2015-06-03,6580,6580,6330,6400,211108,131991.0,20623600.0
2015-06-04,6350,6470,6350,6360,106184,131166.0,20623600.0
2015-06-05,6350,6390,6270,6320,82416,130341.0,20623600.0
2015-06-08,6390,6390,6040,6100,255022,125804.0,20623600.0
2015-06-09,6080,6300,6060,6130,125265,126423.0,20623600.0
2015-06-10,6150,6240,6060,6110,174914,126010.0,20623600.0
2015-06-11,6190,6550,6130,6490,791095,133847.0,20623600.0
2015-06-12,6500,6650,6240,6330,291506,130547.0,20623600.0
2015-06-15,6200,6330,6080,6110,171929,126010.0,20623600.0
2015-06-16,6120,6140,5900,5910,219458,121885.0,20623600.0
2015-06-17,5950,6050,5940,6050,107587,124773.0,20623600.0
2015-06-18,6050,6050,5930,6000,144967,123742.0,20623600.0
2015-06-19,6050,6230,5960,6190,200855,127660.0,20623600.0
2015-06-22,6340,6400,6240,6350,190752,130960.0,20623600.0
2015-06-23,6430,6450,6300,6390,155687,131785.0,20623600.0
2015-06-24,6490,6510,6320,6400,138687,131991.0,20623600.0
2015-06-25,6400,6420,6310,6340,148734,130754.0,20623600.0
2015-06-26,6370,6410,6280,6370,106696,131372.0,20623600.0
2015-06-29,6280,6350,6150,6240,109363,128691.0,20623600.0
2015-06-30,6130,6320,6130,6310,149547,130135.0,20623600.0
2015-07-01,6310,6410,6270,6340,144219,130754.0,20623600.0
2015-07-02,6340,6490,6340,6430,99994,132610.0,20623600.0
2015-07-03,6430,6440,6290,6310,95391,130135.0,20623600.0
2015-07-06,6220,6390,6110,6250,85920,128898.0,20623600.0
2015-07-07,6260,6310,6140,6280,64669,129516.0,20623600.0
2015-07-08,6300,6410,6230,6280,80339,129516.0,20623600.0
2015-07-09,6250,6260,6030,6230,95083,128485.0,20623600.0
2015-07-10,6210,6380,6140,6190,85441,127660.0,20623600.0
2015-07-13,6250,6280,6200,6260,40105,129104.0,20623600.0
2015-07-14,6310,6320,6190,6230,85836,128485.0,20623600.0
2015-07-15,6230,6290,6160,6240,82563,128691.0,20623600.0
2015-07-16,6200,7450,6200,7150,785971,147459.0,20623600.0
2015-07-17,7150,7170,6770,6870,210987,141684.0,20623600.0
2015-07-20,6810,7060,6810,6860,148917,141478.0,20623600.0
2015-07-21,6890,6990,6860,6900,53197,142303.0,20623600.0
2015-07-22,6900,7010,6820,6920,57946,142715.0,20623600.0
2015-07-23,6900,6990,6840,6900,65157,142303.0,20623600.0
2015-07-24,6850,6950,6710,6800,57573,140240.0,20623600.0
2015-07-27,6710,6770,6540,6560,61125,135291.0,20623600.0
2015-07-28,6550,6560,6340,6420,84865,132404.0,20623600.0
2015-07-29,6440,6500,6350,6490,37241,133847.0,20623600.0
2015-07-30,6370,6580,6370,6560,75349,135291.0,20623600.0
2015-07-31,6490,6540,6390,6490,69248,133847.0,20623600.0
2015-08-03,6440,6530,6390,6390,24194,131785.0,20623600.0
2015-08-04,6390,6530,6380,6480,57087,133641.0,20623600.0
2015-08-05,6510,6730,6480,6610,56733,136322.0,20623600.0
2015-08-06,6610,6700,6610,6700,38026,138178.0,20623600.0
2015-08-07,6700,6700,6500,6530,62730,134672.0,20623600.0
2015-08-10,6480,6530,6320,6340,56712,130754.0,20623600.0
2015-08-11,6390,6400,6240,6340,39452,130754.0,20623600.0
2015-08-12,6300,6300,6090,6190,70314,127660.0,20623600.0
2015-08-13,6200,6480,6180,6320,29448,130341.0,20623600.0
2015-08-17,6340,6370,6270,6320,35874,130341.0,20623600.0
2015-08-18,6350,6350,6210,6280,37069,129516.0,20623600.0
2015-08-19,6260,6320,6020,6200,57663,127866.0,20623600.0
2015-08-20,6040,6180,5750,5870,180351,121061.0,20623600.0
2015-08-21,5630,5700,4995,5110,276280,105387.0,20623600.0
2015-08-24,4720,5190,4720,4975,149507,102602.0,20623600.0
2015-08-25,4975,5240,4945,5190,116035,107036.0,20623600.0
