AJ렌터카(068400),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-06-12,10850,11100,10750,11000,80056,243609.0,22146300.0
2019-06-13,10950,11100,10750,11000,80209,243609.0,22146300.0
2019-06-14,10900,11050,10750,10800,36053,239180.0,22146300.0
2019-06-17,10950,10950,10650,10800,53540,239180.0,22146300.0
2019-06-18,10700,10850,10650,10700,48875,236965.0,22146300.0
2019-06-19,10700,10850,10650,10700,47173,236965.0,22146300.0
2019-06-20,10700,10950,10700,10700,78075,236965.0,22146300.0
2019-06-21,10850,10850,10200,10650,67151,235858.0,22146300.0
2019-06-24,10650,10700,10550,10550,29446,233643.0,22146300.0
2019-06-25,10450,10650,10400,10450,45401,231429.0,22146300.0
2019-06-26,10450,10600,10350,10500,33502,232536.0,22146300.0
2019-06-27,10500,10500,10350,10450,50294,231429.0,22146300.0
2019-06-28,10350,10550,10350,10450,57574,231429.0,22146300.0
2019-07-01,10450,11150,10350,11050,238185,244717.0,22146300.0
2019-07-02,10900,11400,10900,11150,240421,246931.0,22146300.0
2019-07-03,11200,11350,11100,11150,73394,246931.0,22146300.0
2019-07-04,11150,11400,11000,11100,100055,245824.0,22146300.0
2019-07-05,11200,11300,11050,11150,45578,246931.0,22146300.0
2019-07-08,11150,11150,10500,10650,125713,235858.0,22146300.0
2019-07-09,10550,10800,10500,10700,114880,236965.0,22146300.0
2019-07-10,10600,10800,10550,10750,55210,238073.0,22146300.0
2019-07-11,10750,10950,10700,10900,53279,241395.0,22146300.0
2019-07-12,10850,10900,10800,10900,24549,241395.0,22146300.0
2019-07-15,10850,10900,10550,10700,72853,236965.0,22146300.0
2019-07-16,10700,11300,10650,11200,210954,248039.0,22146300.0
2019-07-17,11150,11550,11100,11300,238850,250253.0,22146300.0
2019-07-18,11350,11450,11100,11200,72170,248039.0,22146300.0
2019-07-19,11100,11350,11100,11250,57494,249146.0,22146300.0
2019-07-22,11250,11650,11200,11550,145743,255790.0,22146300.0
2019-07-23,11450,11650,11350,11500,70138,254682.0,22146300.0
2019-07-24,11500,11500,11300,11400,55114,252468.0,22146300.0
2019-07-25,11400,11400,10950,11100,126095,245824.0,22146300.0
2019-07-26,10900,11000,10700,10850,66691,240287.0,22146300.0
2019-07-29,10850,10850,10250,10300,110257,228107.0,22146300.0
2019-07-30,10200,10600,10200,10350,101587,229214.0,22146300.0
2019-07-31,10250,10450,9990,10350,117093,229214.0,22146300.0
2019-08-01,10150,10850,10150,10450,82084,231429.0,22146300.0
2019-08-02,10450,10800,10250,10650,102294,235858.0,22146300.0
2019-08-05,10650,10800,10000,10100,140132,223678.0,22146300.0
2019-08-06,9820,10150,9700,9710,253205,215041.0,22146300.0
2019-08-07,9690,10050,9630,9770,119358,216369.0,22146300.0
2019-08-08,9780,10100,9780,10100,105708,223678.0,22146300.0
2019-08-09,10150,10600,10150,10550,130110,233643.0,22146300.0
2019-08-12,10450,10800,10450,10800,79109,239180.0,22146300.0
2019-08-13,10650,11150,10650,10950,109776,242502.0,22146300.0
2019-08-14,10900,11100,10850,10950,90346,242502.0,22146300.0
2019-08-16,10900,10900,10500,10800,60326,239180.0,22146300.0
2019-08-19,10800,10950,10650,10800,49854,239180.0,22146300.0
2019-08-20,10700,10900,10650,10800,33592,239180.0,22146300.0
2019-08-21,10750,10850,10650,10750,72963,238073.0,22146300.0
2019-08-22,10750,10750,10500,10550,54011,233643.0,22146300.0
2019-08-23,10500,10650,10450,10500,51755,232536.0,22146300.0
2019-08-26,10400,10400,10100,10100,88723,223678.0,22146300.0
2019-08-27,10200,10350,10050,10200,83022,225892.0,22146300.0
2019-08-28,10150,10400,10150,10400,49503,230322.0,22146300.0
2019-08-29,10350,10600,10350,10500,37950,232536.0,22146300.0
2019-08-30,10500,10900,10400,10750,132410,238073.0,22146300.0
2019-09-02,10650,11000,10500,10850,77858,240287.0,22146300.0
2019-09-03,10800,10900,10650,10750,54251,238073.0,22146300.0
2019-09-04,10750,10750,10600,10700,59412,236965.0,22146300.0
2019-09-05,10750,10900,10650,10700,91419,236965.0,22146300.0
2019-09-06,10750,10800,10550,10600,48089,234751.0,22146300.0
2019-09-09,10550,10650,10500,10550,25619,233643.0,22146300.0
2019-09-10,10500,10650,10500,10550,41832,233643.0,22146300.0
2019-09-11,10550,10800,10500,10800,52436,239180.0,22146300.0
2019-09-16,10900,10950,10800,10950,105429,242502.0,22146300.0
2019-09-17,10950,11250,10900,11250,125770,249146.0,22146300.0
2019-09-18,11300,12450,11250,12400,815528,274614.0,22146300.0
2019-09-19,12300,12450,12050,12100,377061,267970.0,22146300.0
2019-09-20,12200,12600,11900,12450,332991,275721.0,22146300.0
2019-09-23,12500,12500,11900,12250,220453,271292.0,22146300.0
2019-09-24,12600,12600,11500,12100,1023627,267970.0,22146300.0
2019-09-25,12200,12200,11750,11800,197665,261326.0,22146300.0
2019-09-26,12000,12400,12000,12100,292632,267970.0,22146300.0
2019-09-27,12100,12350,12000,12300,126536,272399.0,22146300.0
2019-09-30,12400,12900,12250,12500,427857,276829.0,22146300.0
2019-10-01,12550,12650,12350,12450,168331,275721.0,22146300.0
2019-10-02,12400,12400,12200,12300,98539,272399.0,22146300.0
2019-10-04,12400,12400,11850,12000,202939,265756.0,22146300.0
2019-10-07,12100,12150,11900,12050,89006,266863.0,22146300.0
