롯데정밀화학(004000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2000-09-15,11800,11850,10850,11100,318480,286380.0,25800000.0
2000-09-18,10300,10500,9450,9750,348290,251550.0,25800000.0
2000-09-19,9460,10300,9450,9540,479840,246132.0,25800000.0
2000-09-20,9710,10300,9600,10300,512540,265740.0,25800000.0
2000-09-21,10250,10400,9700,9800,314920,252840.0,25800000.0
2000-09-22,9750,9800,9020,9200,257840,237360.0,25800000.0
2000-09-25,9300,9700,9250,9600,186120,247680.0,25800000.0
2000-09-26,9650,9990,9460,9700,261140,250260.0,25800000.0
2000-09-27,9700,10200,9700,10150,220130,261870.0,25800000.0
2000-09-28,10250,10350,9850,9860,193590,254388.0,25800000.0
2000-09-29,10000,10250,9900,10050,183060,259290.0,25800000.0
2000-10-02,9900,11250,9810,11000,858820,283800.0,25800000.0
2000-10-04,11000,11400,10600,11000,620410,283800.0,25800000.0
2000-10-05,11000,11150,10700,10700,235780,276060.0,25800000.0
2000-10-06,10850,11900,10850,11500,1143810,296700.0,25800000.0
2000-10-09,12000,12200,11200,11250,750310,290250.0,25800000.0
2000-10-10,11500,11600,11050,11450,286310,295410.0,25800000.0
2000-10-11,11000,11250,10050,10600,333520,273480.0,25800000.0
2000-10-12,10300,10950,10050,10200,316740,263160.0,25800000.0
2000-10-13,9950,9950,9500,9910,324640,255678.0,25800000.0
2000-10-16,10850,10850,10300,10500,275840,270900.0,25800000.0
2000-10-17,10250,10400,9600,9600,267560,247680.0,25800000.0
2000-10-18,9660,9980,9400,9980,233490,257484.0,25800000.0
2000-10-19,10100,10350,9960,10100,213920,260580.0,25800000.0
2000-10-20,10300,11100,10200,10700,621040,276060.0,25800000.0
2000-10-23,10850,10850,10200,10300,277420,265740.0,25800000.0
2000-10-24,10500,10750,10150,10600,280520,273480.0,25800000.0
2000-10-25,10800,10800,10300,10350,130010,267030.0,25800000.0
2000-10-26,10100,10200,9970,10150,147370,261870.0,25800000.0
2000-10-27,10050,10300,9920,9920,153680,255936.0,25800000.0
2000-10-30,10000,10000,9610,9610,126940,247938.0,25800000.0
2000-10-31,9420,10100,9200,9950,237310,256710.0,25800000.0
2000-11-01,10150,10950,10000,10850,563260,279930.0,25800000.0
2000-11-02,10700,11150,10600,10850,649540,279930.0,25800000.0
2000-11-03,10950,11300,10600,10800,481700,278640.0,25800000.0
2000-11-06,10600,11600,10600,11200,729810,288960.0,25800000.0
2000-11-07,11200,11650,10800,10950,641310,282510.0,25800000.0
2000-11-08,11050,11150,10700,11150,350070,287670.0,25800000.0
2000-11-09,11150,11500,11000,11450,290320,295410.0,25800000.0
2000-11-10,11450,11550,11300,11400,257900,294120.0,25800000.0
2000-11-13,11000,11100,10600,10650,226490,274770.0,25800000.0
2000-11-14,10600,10900,10600,10800,165350,278640.0,25800000.0
2000-11-15,11000,11100,10700,10900,284000,281220.0,25800000.0
2000-11-16,10700,10850,10450,10650,221340,274770.0,25800000.0
2000-11-17,10500,10600,10400,10550,130850,272190.0,25800000.0
2000-11-20,10400,10550,10250,10300,120920,265740.0,25800000.0
2000-11-21,10200,10550,10000,10200,254440,263160.0,25800000.0
2000-11-22,10050,10400,10050,10050,133610,259290.0,25800000.0
2000-11-23,9980,10050,9760,9800,174030,252840.0,25800000.0
2000-11-24,10000,10100,9800,10100,118710,260580.0,25800000.0
2000-11-27,10300,10350,10100,10250,222450,264450.0,25800000.0
2000-11-28,10200,10250,9900,9900,177940,255420.0,25800000.0
2000-11-29,9810,9890,9560,9560,195170,246648.0,25800000.0
2000-11-30,9800,9800,9360,9500,168580,245100.0,25800000.0
2000-12-01,9310,9560,9140,9490,156290,244842.0,25800000.0
2000-12-04,9410,9650,9070,9090,228690,234522.0,25800000.0
2000-12-05,9150,9270,9090,9270,171580,239166.0,25800000.0
2000-12-06,9550,9640,9270,9270,279570,239166.0,25800000.0
2000-12-07,9250,9290,9120,9200,113220,237360.0,25800000.0
2000-12-08,9200,9600,9150,9600,210960,247680.0,25800000.0
2000-12-11,9750,9950,9700,9750,296870,251550.0,25800000.0
2000-12-12,9810,9980,9560,9580,241410,247164.0,25800000.0
2000-12-13,9620,9880,9520,9750,287970,251550.0,25800000.0
2000-12-14,9690,10000,9680,9900,279770,255420.0,25800000.0
2000-12-15,9810,9940,9700,9700,124400,250260.0,25800000.0
2000-12-18,9700,9740,9580,9640,125330,248712.0,25800000.0
2000-12-19,9650,9750,9450,9450,144430,243810.0,25800000.0
2000-12-20,9310,9400,9060,9080,246010,234264.0,25800000.0
2000-12-21,9000,9000,8610,8850,154430,228330.0,25800000.0
2000-12-22,9010,9010,8700,8700,137070,224460.0,25800000.0
2000-12-26,8910,9100,8770,9100,222390,234780.0,25800000.0
2001-01-02,8800,9080,8700,9000,170840,232200.0,25800000.0
2001-01-03,9000,9290,8850,9100,210900,234780.0,25800000.0
2001-01-04,9490,9700,9380,9450,574910,243810.0,25800000.0
2001-01-05,9400,9900,9210,9900,1163580,255420.0,25800000.0
2001-01-08,9830,10500,9700,10200,947990,263160.0,25800000.0
2001-01-09,10300,10900,9930,10800,776120,278640.0,25800000.0
2001-01-10,11000,11200,9850,9850,971010,254130.0,25800000.0
2001-01-11,9910,10200,9750,9860,437660,254388.0,25800000.0
2001-01-12,10100,10700,10100,10300,873320,265740.0,25800000.0
2001-01-15,10350,11050,10250,10700,1053390,276060.0,25800000.0
2001-01-16,10700,10800,10250,10250,530230,264450.0,25800000.0
2001-01-17,10550,11750,10550,11750,4121680,303150.0,25800000.0
2001-01-18,12100,12250,11250,11250,3607770,290250.0,25800000.0
2001-01-19,11500,12150,11350,11850,2031450,305730.0,25800000.0
2001-01-22,12000,12500,11800,12100,1212030,312180.0,25800000.0
2001-01-26,12000,12150,11000,11000,808400,283800.0,25800000.0
2001-01-29,11000,11200,10700,11100,575180,286380.0,25800000.0
2001-01-30,11200,11350,10700,10800,633200,278640.0,25800000.0
2001-01-31,10900,11150,10650,11100,542520,286380.0,25800000.0
2001-02-01,11050,11800,10800,11150,828070,287670.0,25800000.0
2001-02-02,11200,11600,11150,11300,559820,291540.0,25800000.0
2001-02-05,11200,11600,10700,10800,772900,278640.0,25800000.0
2001-02-06,10900,11050,10650,10850,350800,279930.0,25800000.0
2001-02-07,10750,10750,10350,10350,355910,267030.0,25800000.0
2001-02-08,10550,10850,10400,10800,381500,278640.0,25800000.0
2001-02-09,10800,11350,10600,11300,839880,291540.0,25800000.0
2001-02-12,11600,12000,11400,11500,1284320,296700.0,25800000.0
2001-02-13,11700,11700,11100,11300,525660,291540.0,25800000.0
2001-02-14,11300,11650,11200,11600,514110,299280.0,25800000.0
2001-02-15,11750,11750,11450,11500,344850,296700.0,25800000.0
2001-02-16,11550,11900,11450,11600,634900,299280.0,25800000.0
2001-02-19,11600,11700,11300,11450,287440,295410.0,25800000.0
2001-02-20,11500,12400,11300,11900,1157550,307020.0,25800000.0
2001-02-21,11850,11900,11550,11750,367050,303150.0,25800000.0
2001-02-22,11400,11600,11150,11250,367350,290250.0,25800000.0
2001-02-23,11050,11450,11050,11300,250960,291540.0,25800000.0
2001-02-26,11300,11450,11300,11400,210850,294120.0,25800000.0
2001-02-27,11500,11600,11100,11100,284290,286380.0,25800000.0
2001-02-28,10900,11200,10900,11100,178810,286380.0,25800000.0
2001-03-02,11100,11100,10600,10800,222330,278640.0,25800000.0
2001-03-05,10400,10900,10400,10900,184450,281220.0,25800000.0
2001-03-06,10850,10950,10650,10800,164980,278640.0,25800000.0
2001-03-07,10900,11100,10600,10600,327690,273480.0,25800000.0
2001-03-08,10850,10900,10750,10900,136690,281220.0,25800000.0
2001-03-09,10800,11250,10600,10900,395370,281220.0,25800000.0
2001-03-12,10750,10800,10600,10700,172800,276060.0,25800000.0
2001-03-13,10400,10400,10100,10150,268640,261870.0,25800000.0
2001-03-14,10350,10500,10250,10350,147780,267030.0,25800000.0
2001-03-15,10000,10200,9900,10100,189160,260580.0,25800000.0
2001-03-16,10200,10200,9980,9980,257790,257484.0,25800000.0
2001-03-19,9910,10200,9860,9980,119850,257484.0,25800000.0
2001-03-20,10100,10200,9950,9960,122750,256968.0,25800000.0
2001-03-21,9770,9930,9760,9850,170410,254130.0,25800000.0
2001-03-22,9800,9850,9740,9760,113020,251808.0,25800000.0
2001-03-23,10000,10200,9900,9900,369570,255420.0,25800000.0
2001-03-26,10050,10350,10000,10250,237430,264450.0,25800000.0
2001-03-27,10300,10350,10050,10150,190810,261870.0,25800000.0
2001-03-28,10250,10350,10050,10100,134130,260580.0,25800000.0
2001-03-29,10000,10200,10000,10100,144980,260580.0,25800000.0
2001-03-30,10200,10250,9870,9990,126330,257742.0,25800000.0
2001-04-02,9950,10000,9880,9970,96980,257226.0,25800000.0
2001-04-03,9870,10150,9810,9980,271920,257484.0,25800000.0
2001-04-04,9940,10150,9850,9920,105730,255936.0,25800000.0
2001-04-06,10150,10300,9990,10100,175160,260580.0,25800000.0
2001-04-09,10050,10050,9930,9930,86710,256194.0,25800000.0
2001-04-10,9970,9970,9800,9800,102890,252840.0,25800000.0
2001-04-11,9910,10150,9840,10150,193730,261870.0,25800000.0
2001-04-12,10250,10850,10100,10600,471540,273480.0,25800000.0
2001-04-13,10700,10850,10500,10600,207210,273480.0,25800000.0
2001-04-16,10550,11100,10450,10900,300780,281220.0,25800000.0
2001-04-17,10900,11100,10650,10850,225510,279930.0,25800000.0
2001-04-18,11000,11150,10800,11100,434710,286380.0,25800000.0
2001-04-19,11300,11450,10800,10900,561810,281220.0,25800000.0
2001-04-20,10950,11100,10700,10800,250560,278640.0,25800000.0
2001-04-23,10950,11100,10750,10850,381950,279930.0,25800000.0
2001-04-24,10800,11150,10800,10950,358920,282510.0,25800000.0
2001-04-25,11000,11500,10900,11500,497900,296700.0,25800000.0
2001-04-26,11500,11800,11300,11350,666720,292830.0,25800000.0
2001-04-27,11350,11450,11100,11150,166220,287670.0,25800000.0
2001-04-30,11400,11700,11300,11650,457230,300570.0,25800000.0
2001-05-02,11900,12200,11550,11800,642540,304440.0,25800000.0
2001-05-03,11900,11900,11400,11650,266000,300570.0,25800000.0
2001-05-04,11700,11950,11500,11900,365480,307020.0,25800000.0
2001-05-07,12000,12550,11900,12500,808360,322500.0,25800000.0
2001-05-08,12500,12600,12300,12500,501510,322500.0,25800000.0
2001-05-09,12500,12750,12200,12250,411630,316050.0,25800000.0
2001-05-10,12250,12800,12200,12800,496210,330240.0,25800000.0
2001-05-11,12900,13200,12700,12900,678620,332820.0,25800000.0
2001-05-14,12700,13000,12450,13000,378260,335400.0,25800000.0
2001-05-15,12950,13000,12700,12850,183320,331530.0,25800000.0
2001-05-16,12800,12800,12400,12500,378440,322500.0,25800000.0
2001-05-17,12700,13100,12650,12950,612540,334110.0,25800000.0
2001-05-18,12900,13200,12500,13050,519300,336690.0,25800000.0
2001-05-21,13350,13850,13350,13400,644950,345720.0,25800000.0
2001-05-22,13800,13800,13100,13150,625730,339270.0,25800000.0
2001-05-23,13150,13300,13050,13150,294510,339270.0,25800000.0
2001-05-24,13000,13400,12750,13400,429720,345720.0,25800000.0
2001-05-25,13400,13650,13200,13550,364630,349590.0,25800000.0
2001-05-28,13400,14150,13350,13900,765240,358620.0,25800000.0
2001-05-29,14000,14000,13750,13900,418570,358620.0,25800000.0
2001-05-30,14000,14200,13550,14200,278950,366360.0,25800000.0
2001-05-31,13800,14200,13600,13800,354030,356040.0,25800000.0
2001-06-01,13800,13950,13200,13450,261270,347010.0,25800000.0
2001-06-04,13600,13600,13250,13400,146270,345720.0,25800000.0
2001-06-05,13400,13550,13000,13000,254300,335400.0,25800000.0
2001-06-07,12950,13100,12700,13000,270510,335400.0,25800000.0
2001-06-08,13250,13500,13000,13400,322240,345720.0,25800000.0
2001-06-11,13200,13250,12900,13000,181450,335400.0,25800000.0
2001-06-12,12800,13200,12800,12900,187320,332820.0,25800000.0
2001-06-13,12900,13250,12900,13250,164710,341850.0,25800000.0
2001-06-14,13300,13450,13300,13450,215620,347010.0,25800000.0
2001-06-15,13200,13300,13050,13300,237840,343140.0,25800000.0
2001-06-18,13300,13900,13200,13550,565770,349590.0,25800000.0
2001-06-19,13550,13700,13150,13300,243140,343140.0,25800000.0
2001-06-20,13350,13600,12600,12700,447750,327660.0,25800000.0
2001-06-21,12800,12800,12550,12650,248490,326370.0,25800000.0
2001-06-22,12800,12950,12650,12900,224740,332820.0,25800000.0
2001-06-25,12750,13000,12650,12900,273790,332820.0,25800000.0
2001-06-26,13000,13200,12750,12850,252810,331530.0,25800000.0
2001-06-27,12800,13050,12650,13000,210400,335400.0,25800000.0
2001-06-28,13000,13700,12900,13500,425390,348300.0,25800000.0
2001-06-29,13800,13800,13400,13450,335370,347010.0,25800000.0
2001-07-02,13600,13800,13450,13500,414970,348300.0,25800000.0
2001-07-03,13600,13650,13250,13500,204810,348300.0,25800000.0
2001-07-04,13500,13650,13200,13500,229020,348300.0,25800000.0
2001-07-05,13450,13700,13350,13400,264690,345720.0,25800000.0
2001-07-06,13200,13250,12900,13150,312890,339270.0,25800000.0
2001-07-09,12900,13150,12750,13000,357960,335400.0,25800000.0
2001-07-10,12850,13100,12850,12950,141410,334110.0,25800000.0
2001-07-11,12800,12800,12500,12500,371480,322500.0,25800000.0
2001-07-12,12600,12750,12500,12500,324750,322500.0,25800000.0
2001-07-13,12750,12850,12400,12400,276210,319920.0,25800000.0
2001-07-16,12400,12500,11900,12050,170190,310890.0,25800000.0
2001-07-18,12150,12200,12000,12000,226830,309600.0,25800000.0
2001-07-19,11850,12150,11850,12150,197600,313470.0,25800000.0
2001-07-20,12100,12250,11850,11850,235830,305730.0,25800000.0
2001-07-23,11800,11950,11400,11950,239740,308310.0,25800000.0
2001-07-24,11750,12300,11700,12300,162290,317340.0,25800000.0
2001-07-25,12100,12350,12050,12250,113880,316050.0,25800000.0
2001-07-26,12250,12400,12150,12200,78540,314760.0,25800000.0
2001-07-27,12400,12400,12250,12300,95730,317340.0,25800000.0
2001-07-30,12350,12350,12100,12100,90900,312180.0,25800000.0
2001-07-31,12000,12300,12000,12300,81380,317340.0,25800000.0
2001-08-01,12100,12700,12100,12700,195290,327660.0,25800000.0
2001-08-02,12700,12800,12450,12700,128030,327660.0,25800000.0
2001-08-03,12700,12700,12500,12600,142310,325080.0,25800000.0
2001-08-06,12500,12700,12450,12600,107440,325080.0,25800000.0
2001-08-07,12450,12750,12450,12750,74760,328950.0,25800000.0
2001-08-08,12700,12700,12500,12550,69470,323790.0,25800000.0
2001-08-09,12400,12550,12300,12300,101000,317340.0,25800000.0
2001-08-10,12300,12500,12250,12500,210300,322500.0,25800000.0
2001-08-13,12600,12650,12250,12500,302280,322500.0,25800000.0
2001-08-14,12500,12700,12400,12700,243020,327660.0,25800000.0
2001-08-16,12650,13200,12550,13000,277300,335400.0,25800000.0
2001-08-17,13050,13150,12800,12850,156680,331530.0,25800000.0
2001-08-20,12650,12650,12300,12350,179140,318630.0,25800000.0
2001-08-21,12400,12550,12250,12550,101790,323790.0,25800000.0
2001-08-22,12400,12550,12300,12500,76040,322500.0,25800000.0
2001-08-23,12500,12600,12350,12350,127070,318630.0,25800000.0
2001-08-24,12400,12500,12250,12350,68690,318630.0,25800000.0
2001-08-27,12450,12700,12450,12500,150230,322500.0,25800000.0
2001-08-28,12600,12650,12400,12450,56330,321210.0,25800000.0
2001-08-29,12400,12400,12100,12150,131930,313470.0,25800000.0
2001-08-30,11900,12000,11850,12000,82070,309600.0,25800000.0
2001-08-31,11550,11650,11300,11450,243680,295410.0,25800000.0
2001-09-03,11550,11550,10950,11000,108840,283800.0,25800000.0
2001-09-04,11000,11150,10700,11150,152790,287670.0,25800000.0
2001-09-05,10950,11550,10900,11300,136860,291540.0,25800000.0
2001-09-06,11300,11600,11300,11400,154920,294120.0,25800000.0
2001-09-07,11150,11400,11150,11300,65020,291540.0,25800000.0
2001-09-10,11100,11400,11000,11100,118840,286380.0,25800000.0
2001-09-11,11300,11300,10950,11100,57860,286380.0,25800000.0
2001-09-12,9450,9990,9450,9450,345890,243810.0,25800000.0
2001-09-13,9610,9900,9600,9900,265890,255420.0,25800000.0
2001-09-14,9900,9900,9000,9350,192530,241230.0,25800000.0
2001-09-17,9300,9340,7950,7950,455040,205110.0,25800000.0
2001-09-18,8680,9030,8520,9000,312010,232200.0,25800000.0
2001-09-19,9030,9340,8950,9200,210760,237360.0,25800000.0
2001-09-20,9010,9100,8910,8960,172420,231168.0,25800000.0
2001-09-21,8710,9050,8620,9050,148360,233490.0,25800000.0
2001-09-24,9050,9290,9050,9270,83580,239166.0,25800000.0
2001-09-25,9570,9630,9080,9080,276480,234264.0,25800000.0
2001-09-26,9210,9460,9200,9390,220640,242262.0,25800000.0
2001-09-27,9150,9450,9150,9410,81910,242778.0,25800000.0
2001-09-28,9510,10400,9510,10400,219400,268320.0,25800000.0
2001-10-04,10600,10600,10100,10400,373460,268320.0,25800000.0
2001-10-05,10500,10550,10300,10400,181420,268320.0,25800000.0
2001-10-08,10200,10350,10100,10300,198490,265740.0,25800000.0
2001-10-09,10200,10500,10200,10400,160550,268320.0,25800000.0
2001-10-10,10400,10600,10250,10300,129890,265740.0,25800000.0
2001-10-11,10600,10850,10500,10550,237700,272190.0,25800000.0
2001-10-12,10800,11000,10500,10700,188170,276060.0,25800000.0
2001-10-15,10700,11150,10600,10900,245380,281220.0,25800000.0
2001-10-16,11100,11100,10850,10900,145160,281220.0,25800000.0
2001-10-17,11050,11050,10800,11000,226810,283800.0,25800000.0
2001-10-18,10850,11600,10800,11300,327360,291540.0,25800000.0
2001-10-19,11300,11350,11100,11300,92530,291540.0,25800000.0
2001-10-22,11400,11400,11100,11300,196840,291540.0,25800000.0
2001-10-23,11450,11500,11300,11350,150160,292830.0,25800000.0
2001-10-24,11300,11500,11300,11400,118090,294120.0,25800000.0
2001-10-25,11500,11550,11250,11250,149200,290250.0,25800000.0
2001-10-26,11450,11450,11200,11400,96210,294120.0,25800000.0
2001-10-29,11400,11450,11300,11300,94750,291540.0,25800000.0
2001-10-30,11300,11300,11100,11100,123640,286380.0,25800000.0
2001-10-31,11100,11250,11100,11200,68110,288960.0,25800000.0
2001-11-01,11300,11850,11200,11800,265410,304440.0,25800000.0
2001-11-02,11950,12050,11700,11800,200440,304440.0,25800000.0
2001-11-05,12000,12000,11750,11900,124110,307020.0,25800000.0
2001-11-06,12000,12250,11700,12100,355450,312180.0,25800000.0
2001-11-07,12200,12200,11950,11950,244400,308310.0,25800000.0
2001-11-08,12000,12350,11950,12000,228130,309600.0,25800000.0
2001-11-09,12050,12200,12000,12100,247150,312180.0,25800000.0
2001-11-12,12200,12350,12050,12150,167350,313470.0,25800000.0
2001-11-13,12100,12550,12000,12450,312240,321210.0,25800000.0
2001-11-14,12600,12650,12500,12600,260870,325080.0,25800000.0
2001-11-15,12700,12700,12450,12600,223830,325080.0,25800000.0
2001-11-16,12600,12900,12500,12700,249030,327660.0,25800000.0
2001-11-19,12700,13100,12700,12800,314800,330240.0,25800000.0
2001-11-20,12950,12950,12650,12900,284870,332820.0,25800000.0
2001-11-21,12800,12900,12600,12700,133410,327660.0,25800000.0
2001-11-22,12600,12750,12450,12750,193800,328950.0,25800000.0
2001-11-23,12750,13700,12650,13450,602820,347010.0,25800000.0
2001-11-26,13600,13950,13500,13900,337470,358620.0,25800000.0
2001-11-27,13900,14000,13200,13350,304610,344430.0,25800000.0
2001-11-28,13100,13250,12300,12300,329600,317340.0,25800000.0
2001-11-29,12250,12550,12000,12500,238980,322500.0,25800000.0
2001-11-30,12700,13100,12550,12550,435090,323790.0,25800000.0
2001-12-03,12800,13250,12750,13200,424270,340560.0,25800000.0
2001-12-04,13100,13400,12950,13300,277990,343140.0,25800000.0
2001-12-05,13400,14200,13400,13800,927710,356040.0,25800000.0
2001-12-06,14300,14300,13450,13900,615830,358620.0,25800000.0
2001-12-07,13900,14000,13700,14000,271140,361200.0,25800000.0
2001-12-10,13800,14050,13500,13600,350790,350880.0,25800000.0
2001-12-11,13250,14050,13250,14050,305130,362490.0,25800000.0
2001-12-12,14050,15050,13850,14650,742460,377970.0,25800000.0
2001-12-13,14700,14900,14300,14900,541880,384420.0,25800000.0
2001-12-14,14700,15600,14650,14900,684710,384420.0,25800000.0
