크라운해태홀딩스(005740),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2000-12-21,860,860,860,861,20,21349.0,1326000.0
2000-12-22,761,855,761,855,20,21216.0,1326000.0
2000-12-26,962,962,962,962,40,23868.0,1326000.0
2001-01-02,860,1042,860,1043,30,25857.0,1326000.0
2001-01-03,1042,1042,1042,1043,0,,
2001-01-04,935,935,935,936,20,23205.0,1326000.0
2001-01-05,908,908,908,909,420,22542.0,1326000.0
2001-01-08,908,908,908,909,0,,
2001-01-09,908,908,908,909,0,,
2001-01-10,882,882,882,882,40,21879.0,1326000.0
2001-01-11,882,882,882,882,0,,
2001-01-12,962,962,962,962,100,23868.0,1326000.0
2001-01-15,962,962,962,962,0,,
2001-01-16,962,962,962,962,0,,
2001-01-17,962,962,962,962,0,,
2001-01-18,935,935,935,936,0,23205.0,1326000.0
2001-01-19,935,935,908,909,30,22542.0,1326000.0
2001-01-22,908,908,908,909,0,,
2001-01-26,908,908,908,909,0,,
2001-01-29,882,882,882,882,10,21879.0,1326000.0
2001-01-30,908,908,908,909,20,22542.0,1326000.0
2001-01-31,908,908,908,909,0,,
2001-02-01,935,935,935,936,10,23205.0,1326000.0
2001-02-02,908,908,908,909,140,22542.0,1326000.0
2001-02-05,882,882,882,882,10,,
2001-02-06,882,882,882,882,0,,
2001-02-07,962,962,962,962,20,23868.0,1326000.0
2001-02-08,935,935,935,936,0,,
2001-02-09,935,935,935,936,0,,
2001-02-12,935,935,935,936,0,,
2001-02-13,935,935,935,936,0,,
2001-02-14,935,935,935,936,0,,
2001-02-15,935,935,935,936,0,,
2001-02-16,935,935,935,936,0,,
2001-02-19,935,935,935,936,0,,
2001-02-20,935,935,935,936,0,,
2001-02-21,801,801,801,802,10,19890.0,1326000.0
2001-02-22,855,855,855,855,0,21216.0,1326000.0
2001-02-23,855,855,855,855,0,,
2001-02-26,908,908,908,909,20,22542.0,1326000.0
2001-02-27,908,908,908,909,0,,
2001-02-28,935,935,935,936,30,23205.0,1326000.0
2001-03-02,935,935,935,936,0,,
2001-03-05,935,935,935,936,0,,
2001-03-06,935,935,935,936,0,,
2001-03-07,935,935,935,936,30,23205.0,1326000.0
2001-03-08,935,935,935,936,0,,
2001-03-09,935,935,935,936,0,,
2001-03-12,935,935,935,936,10,,
2001-03-13,935,935,935,936,0,,
2001-03-14,935,935,935,936,0,,
2001-03-15,935,935,935,936,0,,
2001-03-16,935,935,935,936,0,,
2001-03-19,935,935,935,936,0,,
2001-03-20,828,935,828,936,30,23205.0,1326000.0
2001-03-21,935,935,935,936,0,,
2001-03-22,935,935,935,936,0,,
2001-03-23,935,935,935,936,0,,
2001-03-26,935,935,935,936,0,,
2001-03-27,932,932,932,933,520,23139.0,1326000.0
2001-03-28,807,989,807,989,50,24531.0,1326000.0
2001-03-29,989,989,989,989,20,,
2001-03-30,989,989,989,989,0,,
2001-04-02,930,930,930,930,0,23072.0,1326000.0
2001-04-03,930,930,930,930,10,23072.0,1326000.0
2001-04-04,834,930,834,930,70,23072.0,1326000.0
2001-04-06,930,930,930,930,0,23072.0,1326000.0
2001-04-09,930,930,930,930,0,,
2001-04-10,930,930,930,930,0,,
2001-04-11,930,930,930,930,0,,
2001-04-12,930,930,930,930,0,,
2001-04-13,930,930,930,930,0,,
2001-04-16,930,930,930,930,0,,
2001-04-17,930,930,930,930,0,,
2001-04-18,930,930,930,930,0,,
2001-04-19,930,930,930,930,0,,
2001-04-20,930,930,930,930,0,,
2001-04-23,930,930,930,930,0,,
2001-04-24,930,930,930,930,0,,
2001-04-25,930,930,930,930,0,,
2001-04-26,930,930,930,930,0,,
2001-04-27,930,930,930,930,0,,
2001-04-30,930,930,930,930,0,,
2001-05-02,930,930,930,930,0,,
2001-05-03,930,930,930,930,0,,
2001-05-04,930,930,930,930,0,,
2001-05-07,930,930,930,930,0,,
2001-05-08,930,930,930,930,0,,
2001-05-09,930,930,930,930,0,,
2001-05-10,930,930,930,930,0,,
2001-05-11,930,930,930,930,0,,
2001-05-14,930,930,930,930,0,,
2001-05-15,930,930,930,930,0,,
2001-05-16,930,930,930,930,0,,
2001-05-17,930,930,930,930,0,,
2001-05-18,930,930,930,930,0,,
2001-05-21,930,930,930,930,0,,
2001-05-22,930,930,930,930,0,,
2001-05-23,930,930,930,930,0,,
2001-05-24,930,930,930,930,0,,
2001-05-25,930,930,930,930,0,,
2001-05-28,930,930,930,930,0,,
2001-05-29,930,930,930,930,0,,
2001-05-30,930,930,930,930,0,,
2001-05-31,930,930,930,930,0,,
2001-06-01,930,930,930,930,0,,
2001-06-04,930,930,930,930,0,,
2001-06-05,930,930,930,930,0,,
2001-06-07,930,930,930,930,0,,
2001-06-08,930,930,930,930,0,,
2001-06-11,930,930,930,930,0,,
2001-06-12,930,930,930,930,0,,
2001-06-13,930,930,930,930,0,,
2001-06-14,930,930,930,930,0,,
2001-06-15,930,930,930,930,0,,
2001-06-18,930,930,930,930,0,,
2001-06-19,930,930,930,930,0,,
2001-06-20,930,930,930,930,0,,
2001-06-21,930,930,930,930,0,,
2001-06-22,930,930,930,930,0,,
2001-06-25,930,930,930,930,0,,
2001-06-26,930,930,930,930,0,,
2001-06-27,930,930,930,930,0,,
2001-06-28,930,930,930,930,0,,
2001-06-29,930,930,930,930,0,,
2001-07-02,930,930,930,930,0,,
2001-07-03,930,930,930,930,0,,
2001-07-04,930,930,930,930,0,,
2001-07-05,930,930,930,930,0,,
2001-07-06,930,930,930,930,0,,
2001-07-09,930,930,930,930,0,,
2001-07-10,930,930,930,930,0,,
2001-07-11,930,930,930,930,0,,
2001-07-12,930,930,930,930,0,,
2001-07-13,930,930,930,930,0,,
2001-07-16,930,930,930,930,0,,
2001-07-18,930,930,930,930,0,,
2001-07-19,930,930,930,930,0,,
2001-07-20,930,930,930,930,0,,
2001-07-23,930,930,930,930,0,,
2001-07-24,930,930,930,930,0,,
2001-07-25,930,930,930,930,0,,
2001-07-26,930,930,930,930,0,,
2001-07-27,930,930,930,930,0,,
2001-07-30,930,930,930,930,0,,
2001-07-31,930,930,930,930,0,,
2001-08-01,930,930,930,930,0,,
2001-08-02,930,930,930,930,0,,
2001-08-03,930,930,930,930,0,,
2001-08-06,930,930,930,930,0,,
2001-08-07,930,930,930,930,0,,
2001-08-08,930,930,930,930,0,,
2001-08-09,930,930,930,930,0,,
2001-08-10,930,930,930,930,0,,
2001-08-13,930,930,930,930,0,,
2001-08-14,930,930,930,930,0,,
2001-08-16,930,930,930,930,0,,
2001-08-17,930,930,930,930,0,,
2001-08-20,930,930,930,930,0,,
2001-08-21,930,930,930,930,0,,
2001-08-22,930,930,930,930,0,,
2001-08-23,930,930,930,930,0,,
2001-08-24,930,930,930,930,0,,
2001-08-27,930,930,930,930,0,,
2001-08-28,930,930,930,930,0,,
2001-08-29,930,930,930,930,0,,
2001-08-30,930,930,930,930,0,,
2001-08-31,930,930,930,930,0,,
2001-09-03,930,930,930,930,0,,
2001-09-04,930,930,930,930,0,,
2001-09-05,930,930,930,930,0,,
2001-09-06,930,930,930,930,0,,
2001-09-07,930,930,930,930,0,,
2001-09-10,930,930,930,930,0,,
2001-09-11,930,930,930,930,0,,
2001-09-12,930,930,930,930,0,,
2001-09-13,930,930,930,930,0,,
2001-09-14,930,930,930,930,0,,
2001-09-17,930,930,930,930,0,,
2001-09-18,930,930,930,930,0,,
2001-09-19,930,930,930,930,0,,
2001-09-20,930,930,930,930,0,,
2001-09-21,930,930,930,930,0,,
2001-09-24,930,930,930,930,0,,
2001-09-25,930,930,930,930,0,,
2001-09-26,930,930,930,930,0,,
2001-09-27,930,930,930,930,0,,
2001-09-28,930,930,930,930,0,,
2001-10-04,930,930,930,930,0,,
2001-10-05,930,930,930,930,0,,
2001-10-08,930,930,930,930,0,,
2001-10-09,930,930,930,930,0,,
2001-10-10,930,930,930,930,0,,
2001-10-11,930,930,930,930,0,,
2001-10-12,930,930,930,930,0,,
2001-10-15,930,930,930,930,0,,
2001-10-16,930,930,930,930,0,,
2001-10-17,930,930,930,930,0,,
2001-10-18,930,930,930,930,0,,
2001-10-19,930,930,930,930,0,,
2001-10-22,930,930,930,930,0,,
2001-10-23,930,930,930,930,0,,
2001-10-24,930,930,930,930,0,,
2001-10-25,930,930,930,930,0,,
2001-10-26,930,930,930,930,0,,
2001-10-29,930,930,930,930,0,,
2001-10-30,930,930,930,930,0,,
2001-10-31,930,930,930,930,0,,
2001-11-01,930,930,930,930,0,,
2001-11-02,930,930,930,930,0,,
2001-11-05,930,930,930,930,0,,
2001-11-06,930,930,930,930,0,,
2001-11-07,930,930,930,930,0,,
2001-11-08,930,930,930,930,0,,
2001-11-09,930,930,930,930,0,,
2001-11-12,930,930,930,930,0,,
2001-11-13,930,930,930,930,0,,
2001-11-14,930,930,930,930,0,,
2001-11-15,930,930,930,930,0,,
2001-11-16,930,930,930,930,0,,
2001-11-19,930,930,930,930,0,,
2001-11-20,930,930,930,930,0,,
2001-11-21,930,930,930,930,0,,
2001-11-22,930,930,930,930,0,,
2001-11-23,930,930,930,930,0,,
2001-11-26,930,930,930,930,0,,
2001-11-27,930,930,930,930,0,,
2001-11-28,930,930,930,930,0,,
2001-11-29,930,930,930,930,0,,
2001-11-30,930,930,930,930,0,,
2001-12-03,930,930,930,930,0,,
2001-12-04,930,930,930,930,0,,
2001-12-05,930,930,930,930,0,,
2001-12-06,930,930,930,930,0,,
2001-12-07,930,930,930,930,0,,
2001-12-10,930,930,930,930,0,,
2001-12-11,930,930,930,930,0,,
2001-12-12,930,930,930,930,0,,
2001-12-13,930,930,930,930,0,,
2001-12-14,930,930,930,930,0,,
2001-12-17,930,930,930,930,0,,
2001-12-18,930,930,930,930,0,,
2001-12-19,930,930,930,930,0,,
2001-12-20,930,930,930,930,0,,
2001-12-21,930,930,930,930,0,,
2001-12-24,930,930,930,930,0,,
2001-12-26,930,930,930,930,0,,
2001-12-27,930,930,930,930,0,,
2001-12-28,930,930,930,930,0,,
2002-01-02,930,930,930,930,0,,
2002-01-03,930,930,930,930,0,,
2002-01-04,930,930,930,930,0,,
2002-01-07,930,930,930,930,0,,
2002-01-08,930,930,930,930,0,,
2002-01-09,930,930,930,930,0,,
2002-01-10,930,930,930,930,0,,
2002-01-11,930,930,930,930,0,,
2002-01-14,930,930,930,930,0,,
2002-01-15,930,930,930,930,0,,
2002-01-16,930,930,930,930,0,,
2002-01-17,930,930,930,930,0,,
2002-01-18,930,930,930,930,0,,
2002-01-21,930,930,930,930,0,,
2002-01-22,930,930,930,930,0,,
2002-01-23,930,930,930,930,0,,
2002-01-24,930,930,930,930,0,,
2002-01-25,930,930,930,930,0,,
2002-01-28,930,930,930,930,0,,
2002-01-29,930,930,930,930,0,,
2002-01-30,930,930,930,930,0,,
2002-01-31,930,930,930,930,0,,
2002-02-01,930,930,930,930,0,,
2002-02-04,930,930,930,930,0,,
2002-02-05,930,930,930,930,0,,
2002-02-06,930,930,930,930,0,,
2002-02-07,930,930,930,930,0,,
2002-02-08,930,930,930,930,0,,
2002-02-14,930,930,930,930,0,,
2002-02-15,930,930,930,930,0,,
2002-02-18,930,930,930,930,0,,
2002-02-19,930,930,930,930,0,,
2002-02-20,930,930,930,930,0,,
2002-02-21,930,930,930,930,0,,
2002-02-22,930,930,930,930,0,,
2002-02-25,930,930,930,930,0,,
2002-02-26,930,930,930,930,0,,
2002-02-27,930,930,930,930,0,,
2002-02-28,930,930,930,930,0,,
2002-03-04,930,930,930,930,0,,
2002-03-05,930,930,930,930,0,,
2002-03-06,930,930,930,930,0,,
2002-03-07,930,930,930,930,0,,
2002-03-08,930,930,930,930,0,,
2002-03-11,930,930,930,930,0,,
2002-03-12,930,930,930,930,0,,
2002-03-13,930,930,930,930,0,,
2002-03-14,930,930,930,930,0,,
2002-03-15,930,930,930,930,0,,
2002-03-18,930,930,930,930,0,,
2002-03-19,930,930,930,930,0,,
2002-03-20,930,930,930,930,0,,
2002-03-21,930,930,930,930,0,,
2002-03-22,930,930,930,930,0,,
2002-03-25,930,930,930,930,0,,
2002-03-26,930,930,930,930,0,,
2002-03-27,930,930,930,930,0,,
2002-03-28,930,930,930,930,0,,
2002-03-29,930,930,930,930,0,,
2002-04-01,930,930,930,930,0,,
2002-04-02,930,930,930,930,0,,
2002-04-03,930,930,930,930,0,,
2002-04-04,930,930,930,930,0,,
2002-04-08,930,930,930,930,0,,
2002-04-09,930,930,930,930,0,,
2002-04-10,930,930,930,930,0,,
2002-04-11,930,930,930,930,0,,
2002-04-12,930,930,930,930,0,,
2002-04-15,930,930,930,930,0,,
2002-04-16,930,930,930,930,0,,
2002-04-17,930,930,930,930,0,,
2002-04-18,930,930,930,930,0,,
2002-04-19,930,930,930,930,0,,
2002-04-22,930,930,930,930,0,,
2002-04-23,930,930,930,930,0,,
2002-04-24,930,930,930,930,0,,
2002-04-25,930,930,930,930,0,,
2002-04-26,930,930,930,930,0,,
2002-04-29,930,930,930,930,0,,
2002-04-30,930,930,930,930,0,,
2002-05-02,930,930,930,930,0,,
2002-05-03,930,930,930,930,0,,
2002-05-06,930,930,930,930,0,,
2002-05-07,930,930,930,930,0,,
2002-05-08,930,930,930,930,0,,
2002-05-09,930,930,930,930,0,,
2002-05-10,930,930,930,930,0,,
2002-05-13,930,930,930,930,0,,
2002-05-14,1069,1069,1069,1069,0,26520.0,1326000.0
2002-05-15,1229,1229,1229,1230,0,30498.0,1326000.0
2002-05-16,1414,1414,1414,1414,30,35073.0,1326000.0
2002-05-17,1625,1625,1625,1625,13090,40310.0,1326000.0
2002-05-20,1868,1868,1868,1869,340,46344.0,1326000.0
2002-05-21,2146,2146,2146,2147,560,53239.0,1326000.0
2002-05-22,2467,2467,2467,2467,809,61195.0,1326000.0
2002-05-23,2833,2833,2833,2834,2539,70278.0,1326000.0
2002-05-24,3255,3255,3255,3256,13030,80753.0,1326000.0
2002-05-27,3742,3742,3742,3742,4822,92820.0,1326000.0
2002-05-28,4303,4303,3758,4304,18660,106743.0,1326000.0
2002-05-29,3860,4170,3662,3662,14395,90831.0,1326000.0
2002-05-30,3127,3769,3116,3117,21080,77306.0,1326000.0
2002-05-31,2929,2929,2651,2652,7720,65770.0,1326000.0
2002-06-03,2256,2753,2256,2256,27230,55957.0,1326000.0
2002-06-04,2325,2592,2138,2229,21650,55294.0,1326000.0
2002-06-05,2314,2384,2192,2245,8820,55692.0,1326000.0
2002-06-07,2245,2245,1908,1909,15010,47338.0,1326000.0
2002-06-10,1769,1897,1718,1724,15000,42764.0,1326000.0
2002-06-11,1871,1980,1871,1981,5770,49128.0,1326000.0
2002-06-12,2143,2277,2143,2278,7060,56488.0,1326000.0
2002-06-14,2609,2609,2031,2136,18550,52974.0,1326000.0
2002-06-17,1932,2164,1932,1973,6616,48929.0,1326000.0
2002-06-18,2036,2085,1889,2064,4550,51184.0,1326000.0
2002-06-19,1889,2004,1817,1818,5140,45084.0,1326000.0
2002-06-20,1817,1924,1766,1861,3974,46145.0,1326000.0
2002-06-21,1860,1924,1817,1818,4430,45084.0,1326000.0
2002-06-24,1823,1908,1785,1909,2080,47338.0,1326000.0
2002-06-25,1844,1924,1844,1850,2874,45880.0,1326000.0
2002-06-26,1817,1817,1574,1575,1950,39051.0,1326000.0
2002-06-27,1603,1809,1603,1810,1420,44885.0,1326000.0
2002-06-28,1919,2020,1828,1853,3220,45946.0,1326000.0
2002-07-02,1852,2028,1817,1879,2320,46609.0,1326000.0
2002-07-03,1884,1889,1796,1804,2810,44752.0,1326000.0
2002-07-04,1833,1839,1758,1764,2580,43758.0,1326000.0
2002-07-05,1804,1924,1764,1778,3480,44090.0,1326000.0
2002-07-08,1791,1857,1748,1764,3390,43758.0,1326000.0
2002-07-09,1721,1807,1721,1764,1460,43758.0,1326000.0
2002-07-10,1764,1812,1718,1775,3630,44023.0,1326000.0
2002-07-11,1775,2039,1732,1898,7350,47073.0,1326000.0
2002-07-12,2020,2031,1897,1925,4180,47736.0,1326000.0
2002-07-15,1978,2085,1881,1925,1660,47736.0,1326000.0
2002-07-16,1930,2079,1793,1978,2350,49062.0,1326000.0
2002-07-18,1924,2266,1924,2088,7180,51780.0,1326000.0
2002-07-19,2031,2192,1924,2024,5230,50189.0,1326000.0
2002-07-22,1924,1978,1823,1978,2380,49062.0,1326000.0
2002-07-23,1871,1972,1871,1973,1040,48929.0,1326000.0
2002-07-24,1951,1951,1817,1845,3010,45747.0,1326000.0
2002-07-25,1871,2119,1871,2120,7284,52576.0,1326000.0
2002-07-26,2031,2379,2031,2152,7780,53372.0,1326000.0
2002-07-29,2298,2459,2138,2245,7030,55692.0,1326000.0
2002-07-30,2197,2245,2031,2243,2430,55626.0,1326000.0
2002-07-31,2218,2242,2146,2192,1830,54366.0,1326000.0
2002-08-01,2138,2164,2138,2165,1820,53703.0,1326000.0
2002-08-02,2042,2173,2031,2173,540,53902.0,1326000.0
2002-08-05,2047,2138,2047,2112,1390,52377.0,1326000.0
2002-08-06,2061,2109,2004,2032,2010,50388.0,1326000.0
2002-08-07,2058,2085,1967,2002,2750,49659.0,1326000.0
2002-08-08,2042,2044,1871,2032,2270,50388.0,1326000.0
2002-08-09,2117,2122,1924,1946,5230,48266.0,1326000.0
2002-08-12,1878,2138,1878,2128,5240,52775.0,1326000.0
2002-08-13,2084,2165,2041,2114,1100,52443.0,1326000.0
2002-08-14,2085,2234,2042,2058,1310,51051.0,1326000.0
2002-08-16,2138,2181,2063,2139,1200,53040.0,1326000.0
2002-08-19,2117,2117,2063,2082,3000,51648.0,1326000.0
2002-08-20,2082,2165,2055,2155,3250,53438.0,1326000.0
2002-08-21,2475,2475,2475,2475,8018,61394.0,1326000.0
2002-08-22,2844,2844,2683,2844,21298,70543.0,1326000.0
2002-08-23,2892,3046,2619,2764,26760,68554.0,1326000.0
2002-08-26,2726,2726,2379,2379,10400,59007.0,1326000.0
2002-08-27,2421,2592,2368,2406,9800,59670.0,1326000.0
2002-08-28,2379,2411,2218,2331,5630,57814.0,1326000.0
2002-08-29,2331,2566,2240,2326,5210,57681.0,1326000.0
2002-08-30,2298,2392,2250,2326,3270,57681.0,1326000.0
2002-09-02,2256,2389,2256,2379,1860,59007.0,1326000.0
2002-09-03,2373,2432,2336,2422,3890,60068.0,1326000.0
2002-09-04,2405,2502,2384,2470,4170,61261.0,1326000.0
2002-09-05,2512,2512,2416,2481,2870,61526.0,1326000.0
2002-09-06,2432,2844,2411,2737,6440,67891.0,1326000.0
2002-09-09,2828,2833,2574,2620,6300,64974.0,1326000.0
2002-09-10,2646,2726,2625,2721,4406,67493.0,1326000.0
2002-09-11,2780,2790,2721,2727,2863,67626.0,1326000.0
2002-09-12,2737,2881,2737,2839,3310,70411.0,1326000.0
2002-09-13,2806,3261,2742,3261,10470,80886.0,1326000.0
2002-09-16,3255,3523,3122,3181,6441,78897.0,1326000.0
2002-09-17,3309,3309,3100,3101,3594,76908.0,1326000.0
2002-09-18,3047,3191,3036,3074,2080,76245.0,1326000.0
2002-09-19,3074,3357,2993,3010,4570,74654.0,1326000.0
2002-09-23,3058,3234,3052,3181,3580,78897.0,1326000.0
2002-09-24,3260,3260,3127,3128,1309,77571.0,1326000.0
2002-09-25,3111,3154,2833,3047,1700,75582.0,1326000.0
2002-09-26,2993,3138,2993,3047,1480,75582.0,1326000.0
2002-09-27,2929,3100,2908,3021,630,74919.0,1326000.0
2002-09-30,3068,3068,2592,2866,580,71074.0,1326000.0
2002-10-01,2919,3036,2919,3015,251,74786.0,1326000.0
2002-10-02,3132,3132,2860,2860,1060,70941.0,1326000.0
2002-10-04,2742,2977,2742,2807,820,69615.0,1326000.0
2002-10-07,2619,2913,2619,2748,790,68156.0,1326000.0
2002-10-08,2806,2887,2673,2882,800,71471.0,1326000.0
2002-10-09,2833,2860,2806,2860,450,70941.0,1326000.0
2002-10-10,2780,2887,2673,2807,1300,69615.0,1326000.0
2002-10-11,2844,2844,2673,2785,470,69085.0,1326000.0
2002-10-14,2828,2828,2678,2732,390,67759.0,1326000.0
2002-10-15,2769,2780,2673,2780,1310,68952.0,1326000.0
2002-10-16,2806,2913,2785,2785,380,69085.0,1326000.0
2002-10-17,2833,2833,2726,2823,880,70013.0,1326000.0
2002-10-18,2887,2913,2780,2818,790,69880.0,1326000.0
2002-10-21,2806,3239,2780,2839,2880,70411.0,1326000.0
2002-10-22,2876,2887,2806,2834,905,70278.0,1326000.0
2002-10-23,2881,2881,2683,2807,1240,69615.0,1326000.0
2002-10-24,2806,2849,2780,2834,360,70278.0,1326000.0
2002-10-25,2785,2860,2785,2823,100,70013.0,1326000.0
2002-10-28,2849,2887,2827,2834,670,70278.0,1326000.0
2002-10-29,2881,2881,2780,2860,370,70941.0,1326000.0
2002-10-30,2859,2859,2806,2855,750,70808.0,1326000.0
2002-10-31,2860,3143,2806,3047,3140,75582.0,1326000.0
2002-11-01,3052,3052,2860,2908,1140,72134.0,1326000.0
2002-11-04,2908,2908,2827,2876,640,71339.0,1326000.0
2002-11-05,2897,2903,2801,2876,190,71339.0,1326000.0
2002-11-06,2833,2892,2806,2818,1260,69880.0,1326000.0
2002-11-07,2865,3202,2838,2839,280,70411.0,1326000.0
2002-11-08,2924,2924,2785,2785,860,69085.0,1326000.0
2002-11-11,2732,2817,2732,2818,20,69880.0,1326000.0
2002-11-12,2737,2796,2737,2796,120,69350.0,1326000.0
2002-11-13,2758,2849,2689,2759,340,68422.0,1326000.0
2002-11-14,2774,2774,2539,2598,760,64444.0,1326000.0
2002-11-15,2860,2860,2646,2652,990,65770.0,1326000.0
2002-11-18,2721,2721,2651,2652,370,65770.0,1326000.0
2002-11-19,2667,2670,2568,2620,375,64974.0,1326000.0
2002-11-20,2568,2614,2470,2566,370,63648.0,1326000.0
2002-11-21,2566,2568,2512,2513,760,62322.0,1326000.0
2002-11-22,2512,2592,2411,2593,1340,64311.0,1326000.0
2002-11-25,2780,2833,2512,2620,1190,64974.0,1326000.0
2002-11-26,2520,2619,2518,2518,820,62455.0,1326000.0
2002-11-27,2405,2619,2405,2459,1080,60996.0,1326000.0
2002-11-28,2459,2486,2432,2449,1150,60731.0,1326000.0
2002-11-29,2504,2504,2395,2499,820,61990.0,1326000.0
2002-12-02,2536,2555,2451,2513,260,62322.0,1326000.0
2002-12-03,2512,2512,2504,2510,870,62256.0,1326000.0
2002-12-04,2413,2462,2400,2401,1390,59537.0,1326000.0
2002-12-05,2400,2411,2277,2358,800,58477.0,1326000.0
2002-12-06,2395,2400,2309,2358,1280,58477.0,1326000.0
2002-12-09,2352,2352,2261,2299,950,57018.0,1326000.0
2002-12-10,2202,2379,2192,2302,2910,57084.0,1326000.0
2002-12-11,2301,2379,2272,2379,700,59007.0,1326000.0
2002-12-12,2328,2395,2298,2304,600,57151.0,1326000.0
2002-12-13,2298,2325,2218,2299,800,57018.0,1326000.0
2002-12-16,2304,2304,2304,2304,10,57151.0,1326000.0
2002-12-17,2314,2336,2314,2336,110,57946.0,1326000.0
2002-12-18,2336,2352,2277,2328,400,57747.0,1326000.0
2002-12-20,2349,2349,2277,2326,170,57681.0,1326000.0
2002-12-23,2200,2347,2192,2296,780,56952.0,1326000.0
2002-12-24,2269,2296,2138,2296,160,56952.0,1326000.0
2002-12-26,2293,2293,2138,2139,510,53040.0,1326000.0
2002-12-27,2167,2352,2167,2299,410,57018.0,1326000.0
2002-12-30,2192,2298,2192,2299,310,57018.0,1326000.0
2003-01-02,2293,2336,2293,2336,220,57946.0,1326000.0
2003-01-03,2194,2352,2194,2352,640,58344.0,1326000.0
2003-01-06,2309,2352,2309,2352,50,58344.0,1326000.0
2003-01-07,2325,2352,2309,2352,70,58344.0,1326000.0
2003-01-08,2234,2459,2234,2459,300,60996.0,1326000.0
2003-01-09,2400,2400,2309,2401,290,59537.0,1326000.0
2003-01-10,2328,2349,2298,2350,300,58278.0,1326000.0
2003-01-13,2253,2320,2253,2320,130,57548.0,1326000.0
2003-01-14,2298,2320,2256,2320,140,57548.0,1326000.0
2003-01-15,2264,2274,2218,2275,450,56421.0,1326000.0
2003-01-16,2200,2288,2138,2264,930,56156.0,1326000.0
2003-01-17,2248,2325,2245,2326,1100,57681.0,1326000.0
2003-01-20,2272,2298,2245,2299,40,57018.0,1326000.0
2003-01-21,2245,2314,2245,2315,730,57416.0,1326000.0
2003-01-22,2245,2379,2245,2352,430,58344.0,1326000.0
2003-01-23,2298,2325,2245,2326,410,57681.0,1326000.0
2003-01-24,2250,2298,2250,2299,70,57018.0,1326000.0
2003-01-27,2245,2245,2143,2245,70,55692.0,1326000.0
2003-01-28,2245,2298,2245,2299,140,57018.0,1326000.0
2003-01-29,2272,2272,2272,2272,50,56355.0,1326000.0
2003-01-30,2245,2288,2192,2288,90,56753.0,1326000.0
2003-02-03,2226,2298,2224,2299,260,57018.0,1326000.0
2003-02-04,2229,2253,2154,2245,270,55692.0,1326000.0
2003-02-05,2272,2277,2272,2278,60,56488.0,1326000.0
2003-02-06,2224,2224,2154,2171,270,53836.0,1326000.0
2003-02-07,2197,2197,2085,2139,500,53040.0,1326000.0
2003-02-10,2138,2138,2138,2139,10,53040.0,1326000.0
2003-02-11,2111,2111,2085,2096,60,51979.0,1326000.0
2003-02-12,2085,2095,2058,2096,130,51979.0,1326000.0
2003-02-13,1908,2138,1908,2139,180,53040.0,1326000.0
2003-02-14,2085,2085,2031,2032,316,50388.0,1326000.0
2003-02-17,2135,2138,1978,2032,1210,50388.0,1326000.0
2003-02-18,2036,2047,1817,1935,300,48001.0,1326000.0
2003-02-19,1999,1999,1924,2000,200,49592.0,1326000.0
